journal_title,twitter,followers,date
acta medica portuguesa,ActaMedPort,910,2022-09-01
acta neurochirurgica,ActaNeuro,3315,2022-09-01
acta neuropsychiatrica,scnpjournal,59,2022-09-01
acta obstetricia et gynecologica scandinavica,AOGS_tweets,1373,2022-09-01
acta oncologica,actaoncol,182,2022-09-01
acta ophthalmologica,ActaOphthalmol,5,2022-09-01
acta ornithologica,actaorn,429,2022-09-01
acta orthopaedica,ActaOrt,128,2022-09-01
acta otorhinolaryngologica italica,actaitalica,9,2022-09-01
acta paediatrica,ActaPaediatrica,1969,2022-09-01
acta paulista de enfermagem,ActaPaulEnferm,470,2022-09-01
acta pharmaceutica sinica b,ActaPharmSinB,1229,2022-09-01
acta physiologica,ActaPhysiol,110,2022-09-01
acta politica,ActaPolitica,510,2022-09-01
acta psychiatrica scandinavica,ActaPsychScand,1381,2022-09-01
acta societatis botanicorum poloniae,actasocbotpol,18,2022-09-01
acta sociologica,ActaSocJournal,874,2022-09-01
actas urologicas espanolas,actasurologicas,3547,2022-09-01
actuators,Actuators_MDPI,213,2022-09-01
addiction,AddictionJrnl,15027,2022-09-01
addiction research & theory,AddictResTheory,1722,2022-09-01
additive manufacturing,AdditiveJournal,191,2022-09-01
administrative law review,AdLawReview,927,2022-09-01
administrative science quarterly,ASQJournal,7627,2022-09-01
adult education quarterly,AEQjournal,801,2022-09-01
advanced biology,Adv_Biology,533,2022-09-01
advanced drug delivery reviews,ADDReditors,1918,2022-09-01
advanced synthesis & catalysis,AdvSynthCatal,3618,2022-09-01
advances in archaeological practice,aap_saaorg,2010,2022-09-01
advances in atmospheric sciences,AASjournal,784,2022-09-01
advances in clinical and experimental medicine,in_clinical,7,2022-09-01
advances in cognitive psychology,AdvCognPsychol,170,2022-09-01
advances in health sciences education,advhlthsciedu,460,2022-09-01
advances in neonatal care,ANCjournal,381,2022-09-01
advances in nursing science,ANSJournal,416,2022-09-01
advances in physiology education,AdvPhysiolEduc,270,2022-09-01
advances in skin & wound care,aswcjournal,5216,2022-09-01
advances in therapy,AdvancesTherapy,1231,2022-09-01
advances in weed science,AdvancesWeedSci,618,2022-09-01
aera open,AeraOpen,1390,2022-09-01
aeronautical journal,JournalAero,40,2022-09-01
aerosol and air quality research,AAQR2001,30,2022-09-01
aerosol science and technology,ASTJournal,365,2022-09-01
aerospace,Aerospace_MDPI,387,2022-09-01
aerospace america,AeroAmMag,1444,2022-09-01
aesthetic plastic surgery,aps_journal,906,2022-09-01
aesthetic surgery journal,ASJrnl,11156,2022-09-01
affilia-journal of women and social work,AffiliaJournal,691,2022-09-01
africa,AfricaIai,6454,2022-09-01
africa spectrum,AfricaSpectrum,60,2022-09-01
african affairs,AfrAfJournal,12970,2022-09-01
african american review,afamreview,249,2022-09-01
african economic history,AfricanEconHist,1649,2022-09-01
african invertebrates,AI_Journal,300,2022-09-01
african journal of emergency medicine,AfJEM,3943,2022-09-01
african journal of reproductive health,AJRHJOURNAL,97,2022-09-01
african journalism studies,AfrJournStud,507,2022-09-01
african studies,afrikanstudies,2072,2022-09-01
african studies review,ASRJournal,3798,2022-09-01
african zoology,africanzoology,644,2022-09-01
afterall,AfterallJournal,12053,2022-09-01
age and ageing,Age_and_Ageing,20497,2022-09-01
ageing & society,Ageing_Society,4154,2022-09-01
agenda,agendapoetry,901,2022-09-01
aging-us,AgingJrnl,2535,2022-09-01
aging & mental health,AgingMH,230,2022-09-01
aging cell,AgingCell,3190,2022-09-01
agricultural and forest entomology,AFEntomology,1492,2022-09-01
agricultural and forest meteorology,agformet,596,2022-09-01
agriculture-basel,AgricultureMdpi,1169,2022-09-01
agronomy-basel,Agronomy_Mdpi,2080,2022-09-01
agronomy for sustainable development,ASD_INRAE,798,2022-09-01
agronomy journal,AgronomyJournal,2821,2022-09-01
ai communications,AI_Comms,55,2022-09-01
aids,AIDS_Journal,2327,2022-09-01
aids and behavior,AIDSandBehavior,578,2022-09-01
alcohol,JournalAlcohol,928,2022-09-01
allergologia et immunopathologia,alletimm,6,2022-09-01
alpha psychiatry,AlphaPsychiatry,2648,2022-09-01
alzheimers research & therapy,AlzheimersRes,2152,2022-09-01
ambio,Ambio_Journal,246,2022-09-01
american anthropologist,AmAnthroJournal,6215,2022-09-01
american behavioral scientist,ABSjournal,169,2022-09-01
american biology teacher,ameghiniana,981,2022-09-01
american book review,Amerbookreview,229,2022-09-01
american business law journal,the_ablj,266,2022-09-01
american criminal law review,AmCrimLRev,1910,2022-09-01
american educational research journal,aerj_journal,798,2022-09-01
american ethnologist,AmEthno,20873,2022-09-01
american family physician,AFPJournal,14749,2022-09-01
american heart journal,AmericanHeartJ,8226,2022-09-01
american historical review,AmHistReview,7241,2022-09-01
american journal of agricultural economics,AJAE_AAEA,5793,2022-09-01
american journal of bioethics,bioethics_net,12192,2022-09-01
american journal of clinical nutrition,AJCNutrition,5967,2022-09-01
american journal of clinical pathology,AJCPjournal,3215,2022-09-01
american journal of community psychology,A_J_Comm_Psych,849,2022-09-01
american journal of criminal justice,AJCJ_UNF,1,2022-09-01
american journal of critical care,ajccme,5931,2022-09-01
american journal of cultural sociology,CulturalSociol,1707,2022-09-01
american journal of drug and alcohol abuse,AJDAAJournal,1746,2022-09-01
american journal of epidemiology,AmJEpi,17332,2022-09-01
american journal of forensic medicine and pathology,amjforensicmed,781,2022-09-01
american journal of gastroenterology,AmJGastro,6074,2022-09-01
american journal of geriatric psychiatry,AmJGeriPsych,810,2022-09-01
american journal of health economics,AJHE_journal,1487,2022-09-01
american journal of human genetics,AJHGNews,9157,2022-09-01
american journal of hypertension,amjhypertension,363,2022-09-01
american journal of infection control,AJICJournal,7149,2022-09-01
american journal of international law,AJIL_andUnbound,8031,2022-09-01
american journal of kidney diseases,AJKDonline,31420,2022-09-01
american journal of law & medicine,JLME_ASLME,1948,2022-09-01
american journal of managed care,AJMC_Journal,7285,2022-09-01
american journal of medical quality,AjmQonline,117,2022-09-01
american journal of medicine,amjmed,1560,2022-09-01
american journal of neuroradiology,TheAJNR,15395,2022-09-01
american journal of nursing,AmJNurs,56583,2022-09-01
american journal of obstetrics and gynecology,AJOG_thegray,23547,2022-09-01
american journal of ophthalmology,AJOphthalmology,7474,2022-09-01
american journal of otolaryngology,AmJOtol,488,2022-09-01
american journal of pathology,AJPathology,4893,2022-09-01
american journal of perinatology,AmJPerinatology,6130,2022-09-01
american journal of physics,JournalPhysics,1055,2022-09-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2130,2022-09-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,4951,2022-09-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,928,2022-09-01
american journal of physiology-renal physiology,AJPRenalEIC,1301,2022-09-01
american journal of political science,AJPS_Editor,17486,2022-09-01
american journal of preventive medicine,AmJPrevMed,3811,2022-09-01
american journal of primatology,AmJournalPrimat,3688,2022-09-01
american journal of psychiatry,AJP_ResJournal,2106,2022-09-01
american journal of public health,AMJPublicHealth,13190,2022-09-01
american journal of respiratory and critical care medicine,ATSBlueEditor,16162,2022-09-01
american journal of respiratory cell and molecular biology,AJRCMB,4516,2022-09-01
american journal of roentgenology,AJR_Radiology,6067,2022-09-01
american journal of sports medicine,AJSM_SportsMed,41046,2022-09-01
american journal of surgery,AmJSurgery,16442,2022-09-01
american journal of the medical sciences,AmJMedSci,286,2022-09-01
american journal of transplantation,amjtransplant,9310,2022-09-01
american journal of tropical medicine and hygiene,AJTMH,2569,2022-09-01
american laboratory,AmericanLab,7303,2022-09-01
american literary history,AmLitHist,2079,2022-09-01
american literature,amlitjournal,1549,2022-09-01
american naturalist,ASNAmNat,19415,2022-09-01
american nineteenth century history,ANCHjournal,639,2022-09-01
american poetry review,AmPoetryReview,14630,2022-09-01
american political science review,apsrjournal,14128,2022-09-01
american politics research,apr_journal,273,2022-09-01
american scholar,TheAmScho,15803,2022-09-01
american scientist,AmSciMag,32205,2022-09-01
american sociological review,ASR_Journal,9736,2022-09-01
americas,TAMquarterly,2644,2022-09-01
amfiteatru economic,AmfiteatruEc,5,2022-09-01
amphibian & reptile conservation,AR_Conservation,2423,2022-09-01
anaesthesia,Anaes_Journal,36192,2022-09-01
anaesthesia and intensive care,AICjournal,674,2022-09-01
anaesthesia critical care & pain medicine,AccpmJ,1561,2022-09-01
anais brasileiros de dermatologia,AnBrasDermatol,19,2022-09-01
anais da academia brasileira de ciencias,aabcjournal,278,2022-09-01
anales de psicologia,analesps,56,2022-09-01
analytical and bioanalytical chemistry,AnalBioanalChem,2081,2022-09-01
analytical chemistry,an_chem,10542,2022-09-01
analytical methods,MethodsRSC,3617,2022-09-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1403,2022-09-01
anatomical sciences education,AnatSciEduc,2030,2022-09-01
ancient mesoamerica,AMesoamerica,892,2022-09-01
anesthesia and analgesia,IARS_Journals,13722,2022-09-01
anesthesiology,_Anesthesiology,24964,2022-09-01
angelaki-journal of the theoretical humanities,AngelakiH,254,2022-09-01
angewandte chemie-international edition,angew_chem,76267,2022-09-01
animal,journal_animal,1042,2022-09-01
animal conservation,AnimalConserv,8593,2022-09-01
animal reproduction,AnimalReproduc1,381,2022-09-01
animals,Animals_MDPI,2825,2022-09-01
annales botanici fennici,annbotfenn,50,2022-09-01
annales de dermatologie et de venereologie,AnnDermato,193,2022-09-01
annales de pathologie,Annpathol,1335,2022-09-01
annales geophysicae,EGU_AnGeophys,41,2022-09-01
annales historiques de la revolution francaise,AhrfRevue,1454,2022-09-01
annales zoologici fennici,annzoolfenn,36,2022-09-01
annals of allergy asthma & immunology,AnnalsAllergy,1056,2022-09-01
annals of applied biology,Annapplbiol,595,2022-09-01
annals of botany,annbot,2495,2022-09-01
annals of clinical biochemistry,AnnClinBiochem,876,2022-09-01
annals of epidemiology,AnnalsOfEpi,129,2022-09-01
annals of family medicine,AnnFamMed,8027,2022-09-01
annals of forest science,AnnForSci,620,2022-09-01
annals of global health,AOGH_journal,105,2022-09-01
annals of hepatology,AnnalsofHepatol,943,2022-09-01
annals of human genetics,AHGEditor,110,2022-09-01
annals of intensive care,of_aic,1629,2022-09-01
annals of internal medicine,AnnalsofIM,61620,2022-09-01
annals of laboratory medicine,AnnLabMed,1267,2022-09-01
annals of oncology,Annals_Oncology,40520,2022-09-01
annals of pharmacotherapy,AnnalsofPharm,451,2022-09-01
annals of plastic surgery,AnnalsPlastic,124,2022-09-01
annals of saudi medicine,annsaudimed,1399,2022-09-01
annals of science,AnnalsOfScience,3904,2022-09-01
annals of surgery,AnnalsofSurgery,52228,2022-09-01
annals of the american thoracic society,AnnalsATS,10151,2022-09-01
annals of thoracic and cardiovascular surgery,ATCS_journal,545,2022-09-01
annals of thoracic surgery,annalsthorsurg,8364,2022-09-01
annals of vascular surgery,avsgjournal,2097,2022-09-01
antarctic science,Ant_Sci_Ltd,669,2022-09-01
anthropocene review,AnthropoceneRev,2823,2022-09-01
anthropological quarterly,AnthQuarterly,1050,2022-09-01
anthropological theory,Anthro_Theory,3215,2022-09-01
anthropology & education quarterly,AnthropologyEd4,431,2022-09-01
anthropology & medicine,AnthMedJournal,2021,2022-09-01
anthropology southern africa,ASnA_Editors,459,2022-09-01
anthrozoos,AnthrozoosJ,1008,2022-09-01
anti-cancer drugs,Anti_CancerDrug,145,2022-09-01
antibiotics-basel,antibioticsmdpi,1521,2022-09-01
antigonish review,TheAntigonish,1399,2022-09-01
antimicrobial resistance and infection control,ARICJournal,2106,2022-09-01
antipode,antipodeonline,24457,2022-09-01
antiquity,AntiquityJ,31733,2022-09-01
anuario calderoniano,acal_unav,310,2022-09-01
anuario de historia de la iglesia,ahig_unav,75,2022-09-01
anuario de psicologia juridica,AnPsiJuridica,1943,2022-09-01
aob plants,AoBPLANTS,1,2022-09-01
aorn journal,AORNJournal,3500,2022-09-01
aperture,aperturefnd,240090,2022-09-01
apl photonics,aplphotonics,1647,2022-09-01
apmis,APMISJournal,941,2022-09-01
apollo-the international art magazine,Apollo_magazine,32285,2022-09-01
applied and environmental microbiology,AppEnvMicro,1605,2022-09-01
applied developmental science,AppliedDevSci,73,2022-09-01
applied economic analysis,AeaApplied,5,2022-09-01
applied materials today,ApplMaterToday,1522,2022-09-01
applied mathematics and mechanics-english edition,ApplMathMech,21,2022-09-01
applied ontology,AppliedOntology,79,2022-09-01
applied physics reviews,AppliedPhysRev,1342,2022-09-01
applied sciences-basel,Applsci,2705,2022-09-01
applied spectroscopy,AppliedSpec,1423,2022-09-01
applied thermal engineering,Elsevier_ATE,129,2022-09-01
aquatic mammals,AquaticMammalsJ,53,2022-09-01
aquatic microbial ecology,AME_IntRes,232,2022-09-01
archaeological prospection,ARP_eds,85,2022-09-01
archaeology in oceania,in_oceania,197,2022-09-01
archaeometry,ArchaeometryJnl,571,2022-09-01
architectural record,ArchRecord,610293,2022-09-01
architectural review,ArchReview,130575,2022-09-01
architectural theory review,Arch_Theory_Rev,32,2022-09-01
archiv der pharmazie,Arch_Pharm,50,2022-09-01
archiv orientalni,ArchivOriental,97,2022-09-01
archives animal breeding,AAB_journal,84,2022-09-01
archives of disease in childhood,ADC_BMJ,6758,2022-09-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3672,2022-09-01
archives of medical science,ArchMedSci,653,2022-09-01
archives of rheumatology,ArchRheumatol,599,2022-09-01
archives of womens mental health,AWMH_Journal,875,2022-09-01
archivos argentinos de pediatria,arch_argent_ped,3910,2022-09-01
arctic antarctic and alpine research,arctic_alpine,116,2022-09-01
arctic science,ArcticScienceJ,2321,2022-09-01
ardea,ARDEA_journal,693,2022-09-01
ardeola-international journal of ornithology,ArdeolaJournal,2988,2022-09-01
arkivoc,arkivoc,62,2022-09-01
armed forces & society,AFS_SAGE,522,2022-09-01
arq-architectural research quarterly,arq_journal,80,2022-09-01
arquivos brasileiros de cardiologia,ArquivosSBC,1445,2022-09-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,596,2022-09-01
art history,AAH_Journal,5253,2022-09-01
art in america,ArtinAmerica,868638,2022-09-01
arte individuo y sociedad,IndividuoY,23,2022-09-01
arthritis research & therapy,ArthritisRes,3666,2022-09-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,19090,2022-09-01
arthuriana,Arthuriana_Jrnl,1914,2022-09-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,24,2022-09-01
artificial life,ARTL_journal,831,2022-09-01
artificial organs,ArtifOrgans,1303,2022-09-01
artmargins,ArtMargins,299,2022-09-01
artnews,artnews,287808,2022-09-01
arts & health,Arts_Health_Jnl,1646,2022-09-01
arts of asia,artsofasia2015,253,2022-09-01
asaio journal,asaiojournal,4035,2022-09-01
ashrae journal,ASHRAE_Journal,620,2022-09-01
asia & the pacific policy studies,APPSCrawford,110,2022-09-01
asia pacific law review,pacific_law,1490,2022-09-01
asian business & management,abmjournal,168,2022-09-01
asian ethnology,AsianEthnology,752,2022-09-01
asian journal of communication,AsianJComm,422,2022-09-01
asian journal of criminology,AJOCriminology,146,2022-09-01
asian journal of organic chemistry,AsianJOrgChem,3305,2022-09-01
asian journal of womens studies,ajws_ewha,28,2022-09-01
asian myrmecology,AsianMyrmecol,263,2022-09-01
asian studies review,AsianStudiesRev,1504,2022-09-01
asian survey,AsianSurvey,281,2022-09-01
asn neuro,ASNNEURO,145,2022-09-01
assistive technology,RESNAATJournal,317,2022-09-01
astrobiology,Astrobiology_jn,6871,2022-09-01
astronomy & astrophysics,AandA_journal,3148,2022-09-01
atalante-revista de estudios cinematograficos,RevistaAtalante,485,2022-09-01
atherosclerosis,ATHjournal,3414,2022-09-01
atmosphere,Atmosphere_MDPI,927,2022-09-01
atmospheric chemistry and physics,EGU_ACP,2315,2022-09-01
atmospheric science letters,IAP_AOSL,101,2022-09-01
atw-international journal for nuclear power,atw_Journal,162,2022-09-01
austral ecology,AustralEcology,1912,2022-09-01
australasian emergency care,AusEmergCare,1193,2022-09-01
australasian journal of educational technology,AJET_eds,1223,2022-09-01
australasian journal of philosophy,AustralJPhilos,174,2022-09-01
australasian journal on ageing,AgeingJ,822,2022-09-01
australasian psychiatry,AP_RANZCP,1372,2022-09-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,939,2022-09-01
australian accounting review,AustAcctgReview,219,2022-09-01
australian and new zealand journal of public health,anzjph,2210,2022-09-01
australian archaeology,AustArchJ,755,2022-09-01
australian critical care,Aus_CC,2437,2022-09-01
australian economic history review,EcoHistoryAU,845,2022-09-01
australian educational researcher,AER_AARE,2329,2022-09-01
australian geographer,austgeog,1562,2022-09-01
australian historical studies,AHSjournal,2222,2022-09-01
australian journal of adult learning,journal_ajal,199,2022-09-01
australian journal of agricultural and resource economics,AJAREJournal,772,2022-09-01
australian journal of chemistry,AusJChem,313,2022-09-01
australian journal of grape and wine research,JournalGrape,60,2022-09-01
australian journal of international affairs,AustJIA,3080,2022-09-01
australian journal of political science,ausjpolsci,1699,2022-09-01
australian journal of politics and history,ajpandh,1317,2022-09-01
australian journal of primary health,AusJPrimHealth,443,2022-09-01
australian journal of public administration,AusJPA,1994,2022-09-01
australian journal of rural health,AusJRuralHealth,275,2022-09-01
australian journal of social issues,AusSocialIssues,562,2022-09-01
australian literary studies,ALSjournal,998,2022-09-01
australian occupational therapy journal,AusOTJournal,1724,2022-09-01
australian social work,AusSocialWorkJ,2386,2022-09-01
austrian journal of political science,OZP_journal,724,2022-09-01
aut aut,aut_journal,198,2022-09-01
autism,journalautism,17568,2022-09-01
autonomous robots,AUROblog,2868,2022-09-01
avian biology research,AvianBiologyRes,4744,2022-09-01
avian conservation and ecology,AvianAce,1115,2022-09-01
avian research,avianres,148,2022-09-01
axioms,Axioms_MDPI,419,2022-09-01
balkan medical journal,balkanmedj,459,2022-09-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,429,2022-09-01
basic and applied ecology,BasicApplEcol,447,2022-09-01
basin research,BasinResearch,1762,2022-09-01
batteries-basel,batteriesmdpi,374,2022-09-01
batteries & supercaps,Batt_Supercaps,4007,2022-09-01
behavioral and brain functions,JournalBbf,220,2022-09-01
behavioral and brain sciences,BBSJournal,8338,2022-09-01
behavioral ecology,BehavEcol,10029,2022-09-01
behavioral medicine,Behavioral_Med,391,2022-09-01
behavioral neuroscience,BehavNeuro,3910,2022-09-01
behaviour change,AACBT_BEC,454,2022-09-01
beneficial microbes,journal_BM,957,2022-09-01
berliner journal fur soziologie,BerlinerJournal,2355,2022-09-01
bibliotheque de l ecole des chartes,LaBEClarevue,661,2022-09-01
big data,BigData_Journal,6108,2022-09-01
big data & society,BigDataSoc,21731,2022-09-01
bilig,biligdergisi,1481,2022-09-01
bioactive materials,BioactiveMat,431,2022-09-01
bioanalysis,fsgbio,1989,2022-09-01
biochemical journal,Biochem_Journal,560,2022-09-01
biochemistry,BiochemistryACS,6243,2022-09-01
biochemistry and molecular biology education,BAMBEdu,422,2022-09-01
bioconjugate chemistry,BioconjChem,3826,2022-09-01
biodemography and social biology,biodemography21,219,2022-09-01
biodiversity data journal,BioDataJournal,2189,2022-09-01
biodrugs,BioDrugsJournal,52,2022-09-01
bioenergy research,BioEnergyRE,79,2022-09-01
bioengineering-basel,Bioeng_MDPI,543,2022-09-01
biofabrication,Biofabrication,1603,2022-09-01
biogeochemistry,JBiogeochem,896,2022-09-01
biogeosciences,EGU_BioGeo,3413,2022-09-01
biogerontology,BiogerontologyJ,200,2022-09-01
bioimpacts,bioimpacts,5,2022-09-01
bioinspiration & biomimetics,BioinspBiomim,884,2022-09-01
biointerphases,biointerphases,372,2022-09-01
biological bulletin,BiolBulletin,612,2022-09-01
biological invasions,BioInvasions,2441,2022-09-01
biological journal of the linnean society,BiolJLinnSoc,2384,2022-09-01
biological psychiatry,BiologicalPsyc1,2910,2022-09-01
biological research for nursing,BRNJournal,120,2022-09-01
biology-basel,Biology_MDPI,1511,2022-09-01
biology & philosophy,Bio_and_Philo,2062,2022-09-01
biology of reproduction,BiolReprod,4296,2022-09-01
biology of sex differences,BiologySexDiff,1613,2022-09-01
biology of sport,BiolSport,3076,2022-09-01
biology open,BiologyOpen,3594,2022-09-01
biomacromolecules,Biomac_ACS,3977,2022-09-01
biomarkers in medicine,fsgbmm,1597,2022-09-01
biomaterials,Biomaterials_,3974,2022-09-01
biomaterials science,BioMaterSci,6554,2022-09-01
biomedical journal,BiomedJ,13799,2022-09-01
biomedical microdevices,BioMedMicroDev,26,2022-09-01
biomedicines,Biomed_MDPI,786,2022-09-01
biometrics,Biometrics_ibs,304,2022-09-01
biomolecules,Biomol_MDPI,1149,2022-09-01
biophysical journal,BiophysJ,5496,2022-09-01
bioresources,BioResJournal,672,2022-09-01
bioscience trends,BST_Journal,11,2022-09-01
biosemiotics,Biosemiotics_J,334,2022-09-01
biosensors-basel,Biosensors_MDPI,1070,2022-09-01
biostatistics,biostatistics,4900,2022-09-01
biotechniques,MyBioTechniques,13595,2022-09-01
biotropica,Biotropica,5113,2022-09-01
bird conservation international,bci_journal,1585,2022-09-01
bjs open,BjsOpen,8507,2022-09-01
bju international,BJUIjournal,18654,2022-09-01
bladder cancer,BladderCaJrnl,2194,2022-09-01
blood,BloodJournal,43297,2022-09-01
blood advances,BloodAdvances,30227,2022-09-01
blood cancer journal,BloodCancerJnl,1523,2022-09-01
blood pressure monitoring,BloodPressureM,1557,2022-09-01
blood transfusion,BloodT_journal,1208,2022-09-01
bmc biology,BMCBiology,9682,2022-09-01
bmc medicine,BMCMedicine,9139,2022-09-01
bmc neurology,NeuroPsychBMC,1674,2022-09-01
bmc surgery,BMCSurgery,4510,2022-09-01
bmgn-the low countries historical review,BMGN_LCHR,2493,2022-09-01
bmj-british medical journal,bmj_latest,496311,2022-09-01
bmj evidence-based medicine,BMJ_EBM,10663,2022-09-01
bmj global health,GlobalHealthBMJ,15068,2022-09-01
bmj military health,MilitaryH_BMJ,2446,2022-09-01
bmj open,BMJ_Open,20273,2022-09-01
bmj open diabetes research & care,DiabetesRC,1061,2022-09-01
bmj paediatrics open,BMJ_PO,1008,2022-09-01
bmj quality & safety,BMJ_Qual_Saf,16542,2022-09-01
bmj sexual & reproductive health,BMJ_SRH,2636,2022-09-01
bmj supportive & palliative care,BMJ_SPCare,3399,2022-09-01
body & society,tcsjournalsage,7213,2022-09-01
bone & joint journal,BoneJointJ,30616,2022-09-01
bone & joint research,BoneJointRes,16750,2022-09-01
bone marrow transplantation,BMTjournal,3794,2022-09-01
book collector,BookCollectoruk,1190,2022-09-01
boreal environment research,BorealResearch,25,2022-09-01
boreas,BoreasJ1972,482,2022-09-01
boston university law review,BULawReview,3100,2022-09-01
botanica serbica,BSerbica,21,2022-09-01
botanical journal of the linnean society,BotJLinnSoc,3183,2022-09-01
brachytherapy,BrachyJournal,973,2022-09-01
brain,Brain1878,46236,2022-09-01
brain behavior and immunity,BrainBehavImm,2161,2022-09-01
brain imaging and behavior,BrainImagBehav,7,2022-09-01
brain impairment,BrainImpairment,294,2022-09-01
brain pathology,brainpathol,1569,2022-09-01
brain sciences,BrainSci_MDPI,1379,2022-09-01
brain stimulation,brainstimj,2739,2022-09-01
brain structure & function,BrainStrucFunc,500,2022-09-01
brazilian journal of botany,BrJournalBotany,86,2022-09-01
brazilian journal of geology,BrazJGeology,405,2022-09-01
brazilian journal of physical therapy,BrazJPhysTher,1490,2022-09-01
brazilian journal of psychiatry,brazjpsychiatry,187,2022-09-01
breast cancer research,BCRJournal,1202,2022-09-01
british accounting review,bafa_bar,40,2022-09-01
british dental journal,The_BDJ,28431,2022-09-01
british educational research journal,BERJ_Editors,3060,2022-09-01
british journal for the history of philosophy,BJHP_1993,198,2022-09-01
british journal for the history of science,BJHSeditor,2375,2022-09-01
british journal for the philosophy of science,TheBJPS,6685,2022-09-01
british journal of aesthetics,BJAtweets,1566,2022-09-01
british journal of anaesthesia,BJAJournals,27818,2022-09-01
british journal of cancer,BrJCancer,3470,2022-09-01
british journal of clinical pharmacology,BritJClinPharm,3117,2022-09-01
british journal of dermatology,BrJDermatol,10711,2022-09-01
british journal of general practice,BJGPjournal,7466,2022-09-01
british journal of guidance & counselling,BJGCJournal,383,2022-09-01
british journal of learning disabilities,BJLD_Wiley,1587,2022-09-01
british journal of management,BJM_BAM,2776,2022-09-01
british journal of music education,BJMEMusic,797,2022-09-01
british journal of occupational therapy,BJOTeditor,7378,2022-09-01
british journal of oral & maxillofacial surgery,BJOMS_official,1428,2022-09-01
british journal of pharmacology,BrJPharmacol,6476,2022-09-01
british journal of political science,BJPolS,18560,2022-09-01
british journal of politics & international relations,BritJPIR,4145,2022-09-01
british journal of social work,BJofSW,6164,2022-09-01
british journal of sociology,bjsociology,2485,2022-09-01
british journal of sociology of education,BJSocEd,4627,2022-09-01
british journal of sports medicine,BJSM_BMJ,94294,2022-09-01
british journal of surgery,BJSurgery,39691,2022-09-01
