journal_title,twitter,followers,date
acta crystallographica section d-structural biology,ActaCrystD,2107,2023-01-01
acta crystallographica section f-structural biology communications,ActaCrystF,1230,2023-01-01
acta entomologica musei nationalis pragae,ActaEntomol,443,2023-01-01
acta geophysica,AGeophysica,24,2023-01-01
acta materialia,Acta_Materialia,3210,2023-01-01
acta medica portuguesa,ActaMedPort,913,2023-01-01
acta neurochirurgica,ActaNeuro,3353,2023-01-01
acta neuropsychiatrica,scnpjournal,63,2023-01-01
acta obstetricia et gynecologica scandinavica,AOGS_tweets,1459,2023-01-01
acta oncologica,actaoncol,187,2023-01-01
acta ophthalmologica,ActaOphthalmol,6,2023-01-01
acta ornithologica,actaorn,451,2023-01-01
acta orthopaedica,ActaOrt,125,2023-01-01
acta otorhinolaryngologica italica,actaitalica,9,2023-01-01
acta paediatrica,ActaPaediatrica,2023,2023-01-01
acta paulista de enfermagem,ActaPaulEnferm,493,2023-01-01
acta pharmaceutica sinica b,ActaPharmSinB,1313,2023-01-01
acta physiologica,ActaPhysiol,109,2023-01-01
acta politica,ActaPolitica,587,2023-01-01
acta psychiatrica scandinavica,ActaPsychScand,1446,2023-01-01
acta societatis botanicorum poloniae,actasocbotpol,19,2023-01-01
acta sociologica,ActaSocJournal,860,2023-01-01
actas urologicas espanolas,actasurologicas,3731,2023-01-01
actuators,Actuators_MDPI,233,2023-01-01
addiction,AddictionJrnl,15122,2023-01-01
addiction research & theory,AddictResTheory,1838,2023-01-01
additive manufacturing,AdditiveJournal,201,2023-01-01
administrative law review,AdLawReview,928,2023-01-01
administrative science quarterly,ASQJournal,7832,2023-01-01
adult education quarterly,AEQjournal,773,2023-01-01
advanced biology,Adv_Biology,590,2023-01-01
advanced drug delivery reviews,ADDReditors,2007,2023-01-01
advanced synthesis & catalysis,AdvSynthCatal,4078,2023-01-01
advances in archaeological practice,aap_saaorg,2102,2023-01-01
advances in atmospheric sciences,AASjournal,765,2023-01-01
advances in clinical and experimental medicine,in_clinical,8,2023-01-01
advances in cognitive psychology,AdvCognPsychol,199,2023-01-01
advances in health sciences education,advhlthsciedu,472,2023-01-01
advances in neonatal care,ANCjournal,396,2023-01-01
advances in nursing science,ANSJournal,415,2023-01-01
advances in physiology education,AdvPhysiolEduc,451,2023-01-01
advances in skin & wound care,aswcjournal,5248,2023-01-01
advances in therapy,AdvancesTherapy,1220,2023-01-01
advances in weed science,AdvancesWeedSci,667,2023-01-01
aera open,AeraOpen,1413,2023-01-01
aeronautical journal,JournalAero,40,2023-01-01
aerosol and air quality research,AAQR2001,33,2023-01-01
aerosol science and technology,ASTJournal,397,2023-01-01
aerospace,Aerospace_MDPI,419,2023-01-01
aerospace america,AeroAmMag,1474,2023-01-01
aesthetic plastic surgery,aps_journal,977,2023-01-01
aesthetic surgery journal,ASJrnl,11310,2023-01-01
affilia-journal of women and social work,AffiliaJournal,724,2023-01-01
africa,AfricaIai,6581,2023-01-01
africa spectrum,AfricaSpectrum,267,2023-01-01
african affairs,AfrAfJournal,13062,2023-01-01
african economic history,AfricanEconHist,1808,2023-01-01
african invertebrates,AI_Journal,308,2023-01-01
african journal of emergency medicine,AfJEM,4028,2023-01-01
african journal of reproductive health,AJRHJOURNAL,102,2023-01-01
african journalism studies,AfrJournStud,553,2023-01-01
african studies,afrikanstudies,2198,2023-01-01
african studies review,ASRJournal,3930,2023-01-01
african zoology,africanzoology,660,2023-01-01
afterall,AfterallJournal,11841,2023-01-01
age and ageing,Age_and_Ageing,21540,2023-01-01
ageing & society,Ageing_Society,4200,2023-01-01
agenda,agendapoetry,896,2023-01-01
aging-us,AgingJrnl,2706,2023-01-01
aging & mental health,AgingMH,272,2023-01-01
aging cell,AgingCell,3389,2023-01-01
agricultural and forest entomology,AFEntomology,1572,2023-01-01
agricultural and forest meteorology,agformet,692,2023-01-01
agriculture-basel,AgricultureMdpi,1269,2023-01-01
agronomy-basel,Agronomy_Mdpi,2297,2023-01-01
agronomy for sustainable development,ASD_INRAE,806,2023-01-01
agronomy journal,AgronomyJournal,2953,2023-01-01
ai communications,AI_Comms,62,2023-01-01
aids,AIDS_Journal,2336,2023-01-01
aids and behavior,AIDSandBehavior,578,2023-01-01
alcohol,JournalAlcohol,945,2023-01-01
allergologia et immunopathologia,alletimm,7,2023-01-01
alpha psychiatry,AlphaPsychiatry,2808,2023-01-01
alzheimers research & therapy,AlzheimersRes,2211,2023-01-01
ambio,Ambio_Journal,243,2023-01-01
american anthropologist,AmAnthroJournal,6468,2023-01-01
american behavioral scientist,ABSjournal,186,2023-01-01
american biology teacher,ameghiniana,1024,2023-01-01
american book review,Amerbookreview,227,2023-01-01
american business law journal,the_ablj,270,2023-01-01
american criminal law review,AmCrimLRev,1910,2023-01-01
american educational research journal,aerj_journal,822,2023-01-01
american ethnologist,AmEthno,20727,2023-01-01
american family physician,AFPJournal,14691,2023-01-01
american heart journal,AmericanHeartJ,9303,2023-01-01
american historical review,AmHistReview,7552,2023-01-01
american journal of agricultural economics,AJAE_AAEA,6250,2023-01-01
american journal of bioethics,bioethics_net,12113,2023-01-01
american journal of clinical nutrition,AJCNutrition,6479,2023-01-01
american journal of clinical pathology,AJCPjournal,3277,2023-01-01
american journal of community psychology,A_J_Comm_Psych,901,2023-01-01
american journal of criminal justice,AJCJ_UNF,1,2023-01-01
american journal of critical care,ajccme,5840,2023-01-01
american journal of cultural sociology,CulturalSociol,1746,2023-01-01
american journal of drug and alcohol abuse,AJDAAJournal,1891,2023-01-01
american journal of epidemiology,AmJEpi,17485,2023-01-01
american journal of forensic medicine and pathology,amjforensicmed,795,2023-01-01
american journal of gastroenterology,AmJGastro,6862,2023-01-01
american journal of geriatric psychiatry,AmJGeriPsych,822,2023-01-01
american journal of health economics,AJHE_journal,1479,2023-01-01
american journal of human genetics,AJHGNews,9298,2023-01-01
american journal of hypertension,amjhypertension,471,2023-01-01
american journal of infection control,AJICJournal,7182,2023-01-01
american journal of international law,AJIL_andUnbound,8304,2023-01-01
american journal of kidney diseases,AJKDonline,33776,2023-01-01
american journal of managed care,AJMC_Journal,7284,2023-01-01
american journal of medical quality,AjmQonline,125,2023-01-01
american journal of medicine,amjmed,1612,2023-01-01
american journal of neuroradiology,TheAJNR,16819,2023-01-01
american journal of nursing,AmJNurs,56042,2023-01-01
american journal of obstetrics and gynecology,AJOG_thegray,23757,2023-01-01
american journal of ophthalmology,AJOphthalmology,7823,2023-01-01
american journal of otolaryngology,AmJOtol,537,2023-01-01
american journal of pathology,AJPathology,5203,2023-01-01
american journal of perinatology,AmJPerinatology,6218,2023-01-01
american journal of physics,JournalPhysics,1088,2023-01-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2202,2023-01-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,5264,2023-01-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,949,2023-01-01
american journal of physiology-renal physiology,AJPRenalEIC,1465,2023-01-01
american journal of political science,AJPS_Editor,17936,2023-01-01
american journal of preventive medicine,AmJPrevMed,3883,2023-01-01
american journal of primatology,AmJournalPrimat,3739,2023-01-01
american journal of psychiatry,AJP_ResJournal,2134,2023-01-01
american journal of public health,AMJPublicHealth,13262,2023-01-01
american journal of respiratory and critical care medicine,ATSBlueEditor,16746,2023-01-01
american journal of respiratory cell and molecular biology,AJRCMB,4663,2023-01-01
american journal of roentgenology,AJR_Radiology,6920,2023-01-01
american journal of sports medicine,AJSM_SportsMed,41589,2023-01-01
american journal of surgery,AmJSurgery,17102,2023-01-01
american journal of the medical sciences,AmJMedSci,289,2023-01-01
american journal of transplantation,amjtransplant,9476,2023-01-01
american journal of tropical medicine and hygiene,AJTMH,2605,2023-01-01
american laboratory,AmericanLab,7240,2023-01-01
american literary history,AmLitHist,2049,2023-01-01
american literature,amlitjournal,1532,2023-01-01
american naturalist,ASNAmNat,19238,2023-01-01
american nineteenth century history,ANCHjournal,629,2023-01-01
american poetry review,AmPoetryReview,14864,2023-01-01
american political science review,apsrjournal,15544,2023-01-01
american politics research,apr_journal,270,2023-01-01
american scholar,TheAmScho,15476,2023-01-01
american scientist,AmSciMag,32313,2023-01-01
american sociological review,ASR_Journal,10015,2023-01-01
americas,TAMquarterly,2638,2023-01-01
amfiteatru economic,AmfiteatruEc,5,2023-01-01
amphibian & reptile conservation,AR_Conservation,2410,2023-01-01
anaesthesia,Anaes_Journal,37828,2023-01-01
anaesthesia and intensive care,AICjournal,729,2023-01-01
anaesthesia critical care & pain medicine,AccpmJ,1792,2023-01-01
anais brasileiros de dermatologia,AnBrasDermatol,22,2023-01-01
anais da academia brasileira de ciencias,aabcjournal,283,2023-01-01
anales de psicologia,analesps,58,2023-01-01
analytical and bioanalytical chemistry,AnalBioanalChem,2131,2023-01-01
analytical chemistry,an_chem,10939,2023-01-01
analytical methods,MethodsRSC,3660,2023-01-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1550,2023-01-01
anatomical sciences education,AnatSciEduc,2095,2023-01-01
ancient mesoamerica,AMesoamerica,910,2023-01-01
anesthesia and analgesia,IARS_Journals,14495,2023-01-01
anesthesiology,_Anesthesiology,26983,2023-01-01
angelaki-journal of the theoretical humanities,AngelakiH,252,2023-01-01
angewandte chemie-international edition,angew_chem,83452,2023-01-01
animal,journal_animal,1173,2023-01-01
animal conservation,AnimalConserv,8592,2023-01-01
animal reproduction,AnimalReproduc1,392,2023-01-01
animals,Animals_MDPI,2975,2023-01-01
annales botanici fennici,annbotfenn,55,2023-01-01
annales de dermatologie et de venereologie,AnnDermato,216,2023-01-01
annales de pathologie,Annpathol,1351,2023-01-01
annales geophysicae,EGU_AnGeophys,45,2023-01-01
annales historiques de la revolution francaise,AhrfRevue,1558,2023-01-01
annales zoologici fennici,annzoolfenn,38,2023-01-01
annals of allergy asthma & immunology,AnnalsAllergy,1173,2023-01-01
annals of applied biology,Annapplbiol,601,2023-01-01
annals of botany,annbot,3351,2023-01-01
annals of clinical biochemistry,AnnClinBiochem,890,2023-01-01
annals of epidemiology,AnnalsOfEpi,137,2023-01-01
annals of family medicine,AnnFamMed,8140,2023-01-01
annals of forest science,AnnForSci,630,2023-01-01
annals of global health,AOGH_journal,116,2023-01-01
annals of hepatology,AnnalsofHepatol,1078,2023-01-01
annals of human genetics,AHGEditor,113,2023-01-01
annals of intensive care,of_aic,1816,2023-01-01
annals of internal medicine,AnnalsofIM,62368,2023-01-01
annals of laboratory medicine,AnnLabMed,1461,2023-01-01
annals of oncology,Annals_Oncology,41670,2023-01-01
annals of pharmacotherapy,AnnalsofPharm,472,2023-01-01
annals of plastic surgery,AnnalsPlastic,136,2023-01-01
annals of saudi medicine,annsaudimed,1403,2023-01-01
annals of science,AnnalsOfScience,4096,2023-01-01
annals of surgery,AnnalsofSurgery,53174,2023-01-01
annals of the american thoracic society,AnnalsATS,10374,2023-01-01
annals of thoracic and cardiovascular surgery,ATCS_journal,589,2023-01-01
annals of thoracic surgery,annalsthorsurg,8759,2023-01-01
annals of vascular surgery,avsgjournal,2241,2023-01-01
antarctic science,Ant_Sci_Ltd,694,2023-01-01
anthropocene review,AnthropoceneRev,2793,2023-01-01
anthropological quarterly,AnthQuarterly,1020,2023-01-01
anthropological theory,Anthro_Theory,3360,2023-01-01
anthropology & education quarterly,AnthropologyEd4,449,2023-01-01
anthropology & medicine,AnthMedJournal,1992,2023-01-01
anthropology southern africa,ASnA_Editors,477,2023-01-01
anthrozoos,AnthrozoosJ,1226,2023-01-01
anti-cancer drugs,Anti_CancerDrug,144,2023-01-01
antibiotics-basel,antibioticsmdpi,1692,2023-01-01
antigonish review,TheAntigonish,1361,2023-01-01
antimicrobial resistance and infection control,ARICJournal,2289,2023-01-01
antipode,antipodeonline,25065,2023-01-01
antiquity,AntiquityJ,33455,2023-01-01
anuario calderoniano,acal_unav,335,2023-01-01
anuario de historia de la iglesia,ahig_unav,92,2023-01-01
anuario de psicologia juridica,AnPsiJuridica,1998,2023-01-01
aob plants,AoBPLANTS,1,2023-01-01
aorn journal,AORNJournal,3478,2023-01-01
aperture,aperturefnd,238851,2023-01-01
apl photonics,aplphotonics,1834,2023-01-01
apmis,APMISJournal,961,2023-01-01
apollo-the international art magazine,Apollo_magazine,32195,2023-01-01
applied and environmental microbiology,AppEnvMicro,1621,2023-01-01
applied developmental science,AppliedDevSci,71,2023-01-01
applied economic analysis,AeaApplied,5,2023-01-01
applied materials today,ApplMaterToday,1519,2023-01-01
applied mathematics and mechanics-english edition,ApplMathMech,20,2023-01-01
applied ontology,AppliedOntology,84,2023-01-01
applied physics reviews,AppliedPhysRev,1425,2023-01-01
applied sciences-basel,Applsci,2931,2023-01-01
applied spectroscopy,AppliedSpec,1437,2023-01-01
applied thermal engineering,Elsevier_ATE,137,2023-01-01
aquatic mammals,AquaticMammalsJ,65,2023-01-01
aquatic microbial ecology,AME_IntRes,232,2023-01-01
archaeological prospection,ARP_eds,119,2023-01-01
archaeology in oceania,in_oceania,200,2023-01-01
archaeometry,ArchaeometryJnl,613,2023-01-01
architectural record,ArchRecord,606502,2023-01-01
architectural review,ArchReview,130955,2023-01-01
architectural theory review,Arch_Theory_Rev,37,2023-01-01
archiv der pharmazie,Arch_Pharm,59,2023-01-01
archiv orientalni,ArchivOriental,100,2023-01-01
archives animal breeding,AAB_journal,91,2023-01-01
archives of disease in childhood,ADC_BMJ,6781,2023-01-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3684,2023-01-01
archives of medical science,ArchMedSci,690,2023-01-01
archives of rheumatology,ArchRheumatol,636,2023-01-01
archives of womens mental health,AWMH_Journal,908,2023-01-01
archivos argentinos de pediatria,arch_argent_ped,3927,2023-01-01
arctic antarctic and alpine research,arctic_alpine,128,2023-01-01
arctic science,ArcticScienceJ,2440,2023-01-01
ardea,ARDEA_journal,685,2023-01-01
ardeola-international journal of ornithology,ArdeolaJournal,3070,2023-01-01
arkivoc,arkivoc,68,2023-01-01
armed forces & society,AFS_SAGE,532,2023-01-01
arq-architectural research quarterly,arq_journal,85,2023-01-01
arquivos brasileiros de cardiologia,ArquivosSBC,1493,2023-01-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,739,2023-01-01
art history,AAH_Journal,5375,2023-01-01
art in america,ArtinAmerica,863032,2023-01-01
arte individuo y sociedad,IndividuoY,27,2023-01-01
arthritis research & therapy,ArthritisRes,3660,2023-01-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,20118,2023-01-01
arthuriana,Arthuriana_Jrnl,1889,2023-01-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,27,2023-01-01
artificial life,ARTL_journal,861,2023-01-01
artificial organs,ArtifOrgans,1377,2023-01-01
artmargins,ArtMargins,294,2023-01-01
artnews,artnews,292494,2023-01-01
arts & health,Arts_Health_Jnl,1674,2023-01-01
arts of asia,artsofasia2015,269,2023-01-01
asaio journal,asaiojournal,4132,2023-01-01
ashrae journal,ASHRAE_Journal,626,2023-01-01
asia & the pacific policy studies,APPSCrawford,121,2023-01-01
asia pacific law review,pacific_law,1545,2023-01-01
asian business & management,abmjournal,172,2023-01-01
asian ethnology,AsianEthnology,743,2023-01-01
asian journal of communication,AsianJComm,433,2023-01-01
asian journal of criminology,AJOCriminology,181,2023-01-01
asian journal of organic chemistry,AsianJOrgChem,3524,2023-01-01
asian journal of womens studies,ajws_ewha,57,2023-01-01
asian myrmecology,AsianMyrmecol,282,2023-01-01
asian studies review,AsianStudiesRev,1554,2023-01-01
asian survey,AsianSurvey,324,2023-01-01
asn neuro,ASNNEURO,142,2023-01-01
assistive technology,RESNAATJournal,376,2023-01-01
astrobiology,Astrobiology_jn,6867,2023-01-01
astronomy & astrophysics,AandA_journal,3204,2023-01-01
atalante-revista de estudios cinematograficos,RevistaAtalante,543,2023-01-01
atherosclerosis,ATHjournal,3747,2023-01-01
atmosphere,Atmosphere_MDPI,1003,2023-01-01
atmospheric chemistry and physics,EGU_ACP,2520,2023-01-01
atmospheric science letters,IAP_AOSL,100,2023-01-01
atw-international journal for nuclear power,atw_Journal,165,2023-01-01
austral ecology,AustralEcology,1968,2023-01-01
australasian emergency care,AusEmergCare,1187,2023-01-01
australasian journal of educational technology,AJET_eds,1247,2023-01-01
australasian journal of philosophy,AustralJPhilos,203,2023-01-01
australasian journal on ageing,AgeingJ,857,2023-01-01
australasian psychiatry,AP_RANZCP,1576,2023-01-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,945,2023-01-01
australian and new zealand journal of public health,anzjph,2214,2023-01-01
australian archaeology,AustArchJ,796,2023-01-01
australian critical care,Aus_CC,2533,2023-01-01
australian economic history review,EcoHistoryAU,902,2023-01-01
australian educational researcher,AER_AARE,2418,2023-01-01
australian geographer,austgeog,1580,2023-01-01
australian historical studies,AHSjournal,2214,2023-01-01
australian journal of adult learning,journal_ajal,204,2023-01-01
australian journal of agricultural and resource economics,AJAREJournal,883,2023-01-01
australian journal of chemistry,AusJChem,362,2023-01-01
australian journal of grape and wine research,JournalGrape,63,2023-01-01
australian journal of international affairs,AustJIA,3125,2023-01-01
australian journal of political science,ausjpolsci,1711,2023-01-01
australian journal of politics and history,ajpandh,1309,2023-01-01
australian journal of primary health,AusJPrimHealth,438,2023-01-01
australian journal of public administration,AusJPA,1992,2023-01-01
australian journal of rural health,AusJRuralHealth,282,2023-01-01
australian journal of social issues,AusSocialIssues,569,2023-01-01
australian literary studies,ALSjournal,1016,2023-01-01
australian occupational therapy journal,AusOTJournal,1753,2023-01-01
australian social work,AusSocialWorkJ,2417,2023-01-01
austrian journal of political science,OZP_journal,750,2023-01-01
aut aut,aut_journal,197,2023-01-01
autism,journalautism,18056,2023-01-01
autonomous robots,AUROblog,2819,2023-01-01
avian biology research,AvianBiologyRes,4647,2023-01-01
avian conservation and ecology,AvianAce,1112,2023-01-01
avian research,avianres,153,2023-01-01
axioms,Axioms_MDPI,467,2023-01-01
balkan medical journal,balkanmedj,471,2023-01-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,475,2023-01-01
basic and applied ecology,BasicApplEcol,477,2023-01-01
basin research,BasinResearch,1787,2023-01-01
batteries-basel,batteriesmdpi,478,2023-01-01
batteries & supercaps,Batt_Supercaps,4166,2023-01-01
behavioral and brain functions,JournalBbf,260,2023-01-01
behavioral and brain sciences,BBSJournal,8350,2023-01-01
behavioral ecology,BehavEcol,10152,2023-01-01
behavioral medicine,Behavioral_Med,390,2023-01-01
behavioral neuroscience,BehavNeuro,3954,2023-01-01
behaviour change,AACBT_BEC,462,2023-01-01
beneficial microbes,journal_BM,982,2023-01-01
berliner journal fur soziologie,BerlinerJournal,2558,2023-01-01
bibliotheque de l ecole des chartes,LaBEClarevue,677,2023-01-01
big data,BigData_Journal,6097,2023-01-01
big data & society,BigDataSoc,21950,2023-01-01
bilig,biligdergisi,1535,2023-01-01
bioactive materials,BioactiveMat,547,2023-01-01
bioanalysis,fsgbio,1997,2023-01-01
biochemical journal,Biochem_Journal,710,2023-01-01
biochemistry,BiochemistryACS,6654,2023-01-01
biochemistry and molecular biology education,BAMBEdu,421,2023-01-01
bioconjugate chemistry,BioconjChem,3965,2023-01-01
biodemography and social biology,biodemography21,219,2023-01-01
biodiversity data journal,BioDataJournal,2245,2023-01-01
biodrugs,BioDrugsJournal,54,2023-01-01
bioenergy research,BioEnergyRE,83,2023-01-01
bioengineering-basel,Bioeng_MDPI,703,2023-01-01
biofabrication,Biofabrication,1657,2023-01-01
biogeochemistry,JBiogeochem,897,2023-01-01
biogeosciences,EGU_BioGeo,3442,2023-01-01
biogerontology,BiogerontologyJ,199,2023-01-01
bioimpacts,bioimpacts,5,2023-01-01
bioinspiration & biomimetics,BioinspBiomim,902,2023-01-01
biointerphases,biointerphases,374,2023-01-01
biological bulletin,BiolBulletin,610,2023-01-01
biological invasions,BioInvasions,2473,2023-01-01
biological journal of the linnean society,BiolJLinnSoc,2384,2023-01-01
biological psychiatry,BiologicalPsyc1,3105,2023-01-01
biological research for nursing,BRNJournal,121,2023-01-01
biology-basel,Biology_MDPI,1630,2023-01-01
biology & philosophy,Bio_and_Philo,2096,2023-01-01
biology of reproduction,BiolReprod,4460,2023-01-01
biology of sex differences,BiologySexDiff,1675,2023-01-01
biology of sport,BiolSport,3330,2023-01-01
biology open,BiologyOpen,3654,2023-01-01
biomacromolecules,Biomac_ACS,3959,2023-01-01
biomarkers in medicine,fsgbmm,1595,2023-01-01
biomaterials,Biomaterials_,4178,2023-01-01
biomaterials science,BioMaterSci,6712,2023-01-01
biomedical journal,BiomedJ,13941,2023-01-01
biomedical microdevices,BioMedMicroDev,27,2023-01-01
biomedicines,Biomed_MDPI,896,2023-01-01
biometrics,Biometrics_ibs,311,2023-01-01
biomolecules,Biomol_MDPI,1264,2023-01-01
biophysical journal,BiophysJ,5637,2023-01-01
bioresources,BioResJournal,697,2023-01-01
bioscience trends,BST_Journal,12,2023-01-01
biosemiotics,Biosemiotics_J,339,2023-01-01
biosensors-basel,Biosensors_MDPI,1164,2023-01-01
biostatistics,biostatistics,4963,2023-01-01
biotechniques,MyBioTechniques,13608,2023-01-01
biotropica,Biotropica,5138,2023-01-01
bird conservation international,bci_journal,1590,2023-01-01
bjs open,BjsOpen,8839,2023-01-01
bju international,BJUIjournal,18891,2023-01-01
bladder cancer,BladderCaJrnl,2229,2023-01-01
blood,BloodJournal,45890,2023-01-01
blood advances,BloodAdvances,30606,2023-01-01
blood cancer journal,BloodCancerJnl,1728,2023-01-01
blood pressure monitoring,BloodPressureM,1556,2023-01-01
blood transfusion,BloodT_journal,1317,2023-01-01
bmc biology,BMCBiology,9635,2023-01-01
bmc medicine,BMCMedicine,9214,2023-01-01
bmc neurology,NeuroPsychBMC,1666,2023-01-01
bmc surgery,BMCSurgery,4681,2023-01-01
bmgn-the low countries historical review,BMGN_LCHR,2471,2023-01-01
bmj-british medical journal,bmj_latest,499985,2023-01-01
bmj evidence-based medicine,BMJ_EBM,10892,2023-01-01
bmj global health,GlobalHealthBMJ,17071,2023-01-01
bmj military health,MilitaryH_BMJ,2480,2023-01-01
bmj open,BMJ_Open,20455,2023-01-01
bmj open diabetes research & care,DiabetesRC,1105,2023-01-01
bmj paediatrics open,BMJ_PO,1030,2023-01-01
bmj quality & safety,BMJ_Qual_Saf,16577,2023-01-01
bmj sexual & reproductive health,BMJ_SRH,2704,2023-01-01
bmj supportive & palliative care,BMJ_SPCare,3459,2023-01-01
body & society,tcsjournalsage,7475,2023-01-01
bone & joint journal,BoneJointJ,31480,2023-01-01
bone & joint research,BoneJointRes,17011,2023-01-01
bone marrow transplantation,BMTjournal,3968,2023-01-01
book collector,BookCollectoruk,1223,2023-01-01
boreal environment research,BorealResearch,26,2023-01-01
boreas,BoreasJ1972,516,2023-01-01
boston university law review,BULawReview,3152,2023-01-01
botanica serbica,BSerbica,36,2023-01-01
botanical journal of the linnean society,BotJLinnSoc,3277,2023-01-01
brachytherapy,BrachyJournal,1008,2023-01-01
brain,Brain1878,51667,2023-01-01
brain behavior and immunity,BrainBehavImm,2232,2023-01-01
brain imaging and behavior,BrainImagBehav,8,2023-01-01
brain impairment,BrainImpairment,297,2023-01-01
brain pathology,brainpathol,1640,2023-01-01
brain sciences,BrainSci_MDPI,1578,2023-01-01
brain stimulation,brainstimj,3001,2023-01-01
brain structure & function,BrainStrucFunc,616,2023-01-01
brazilian journal of botany,BrJournalBotany,91,2023-01-01
brazilian journal of geology,BrazJGeology,412,2023-01-01
brazilian journal of physical therapy,BrazJPhysTher,1574,2023-01-01
brazilian journal of psychiatry,brazjpsychiatry,194,2023-01-01
breast cancer research,BCRJournal,1217,2023-01-01
british accounting review,bafa_bar,55,2023-01-01
british dental journal,The_BDJ,28837,2023-01-01
british educational research journal,BERJ_Editors,3207,2023-01-01
british journal for the history of philosophy,BJHP_1993,230,2023-01-01
british journal for the history of science,BJHSeditor,2355,2023-01-01
british journal for the philosophy of science,TheBJPS,6674,2023-01-01
british journal of aesthetics,BJAtweets,1639,2023-01-01
british journal of anaesthesia,BJAJournals,29790,2023-01-01
british journal of cancer,BrJCancer,3513,2023-01-01
british journal of clinical pharmacology,BritJClinPharm,3260,2023-01-01
british journal of dermatology,BrJDermatol,11195,2023-01-01
british journal of general practice,BJGPjournal,7668,2023-01-01
british journal of guidance & counselling,BJGCJournal,385,2023-01-01
british journal of learning disabilities,BJLD_Wiley,1722,2023-01-01
british journal of management,BJM_BAM,2887,2023-01-01
british journal of music education,BJMEMusic,791,2023-01-01
british journal of occupational therapy,BJOTeditor,7763,2023-01-01
british journal of oral & maxillofacial surgery,BJOMS_official,1562,2023-01-01
british journal of pharmacology,BrJPharmacol,6744,2023-01-01
british journal of political science,BJPolS,18933,2023-01-01
british journal of politics & international relations,BritJPIR,4312,2023-01-01
british journal of social work,BJofSW,6397,2023-01-01
british journal of sociology,bjsociology,2814,2023-01-01
british journal of sociology of education,BJSocEd,4790,2023-01-01
british journal of sports medicine,BJSM_BMJ,97569,2023-01-01
british journal of surgery,BJSurgery,41406,2023-01-01
brq-business research quarterly,BrqBusiness,85,2023-01-01
buffalo law review,buffalolawrev,160,2023-01-01
