journal_title,twitter,followers,date
acta crystallographica section c-structural chemistry,ActaCrystC,1635,2022-08-01
acta crystallographica section d-structural biology,ActaCrystD,2074,2022-08-01
acta crystallographica section f-structural biology communications,ActaCrystF,1212,2022-08-01
acta entomologica musei nationalis pragae,ActaEntomol,439,2022-08-01
acta geophysica,AGeophysica,21,2022-08-01
acta materialia,Acta_Materialia,2972,2022-08-01
acta medica portuguesa,ActaMedPort,908,2022-08-01
acta neurochirurgica,ActaNeuro,3300,2022-08-01
acta neuropsychiatrica,scnpjournal,58,2022-08-01
acta obstetricia et gynecologica scandinavica,AOGS_tweets,1333,2022-08-01
acta oncologica,actaoncol,179,2022-08-01
acta ophthalmologica,ActaOphthalmol,5,2022-08-01
acta ornithologica,actaorn,418,2022-08-01
acta orthopaedica,ActaOrt,129,2022-08-01
acta otorhinolaryngologica italica,actaitalica,9,2022-08-01
acta paediatrica,ActaPaediatrica,1960,2022-08-01
acta paulista de enfermagem,ActaPaulEnferm,466,2022-08-01
acta pharmaceutica sinica b,ActaPharmSinB,1207,2022-08-01
acta physiologica,ActaPhysiol,106,2022-08-01
acta politica,ActaPolitica,505,2022-08-01
acta psychiatrica scandinavica,ActaPsychScand,1361,2022-08-01
acta societatis botanicorum poloniae,actasocbotpol,18,2022-08-01
acta sociologica,ActaSocJournal,860,2022-08-01
actas urologicas espanolas,actasurologicas,3523,2022-08-01
actuators,Actuators_MDPI,207,2022-08-01
addiction,AddictionJrnl,14939,2022-08-01
addiction research & theory,AddictResTheory,1713,2022-08-01
additive manufacturing,AdditiveJournal,186,2022-08-01
administrative law review,AdLawReview,922,2022-08-01
administrative science quarterly,ASQJournal,7528,2022-08-01
adult education quarterly,AEQjournal,797,2022-08-01
advanced biology,Adv_Biology,519,2022-08-01
advanced drug delivery reviews,ADDReditors,1874,2022-08-01
advanced synthesis & catalysis,AdvSynthCatal,3515,2022-08-01
advances in archaeological practice,aap_saaorg,1969,2022-08-01
advances in atmospheric sciences,AASjournal,776,2022-08-01
advances in clinical and experimental medicine,in_clinical,7,2022-08-01
advances in cognitive psychology,AdvCognPsychol,160,2022-08-01
advances in health sciences education,advhlthsciedu,453,2022-08-01
advances in neonatal care,ANCjournal,377,2022-08-01
advances in nursing science,ANSJournal,413,2022-08-01
advances in physiology education,AdvPhysiolEduc,233,2022-08-01
advances in skin & wound care,aswcjournal,5177,2022-08-01
advances in therapy,AdvancesTherapy,1221,2022-08-01
advances in weed science,AdvancesWeedSci,605,2022-08-01
aera open,AeraOpen,1372,2022-08-01
aeronautical journal,JournalAero,40,2022-08-01
aerosol and air quality research,AAQR2001,29,2022-08-01
aerosol science and technology,ASTJournal,361,2022-08-01
aerospace,Aerospace_MDPI,381,2022-08-01
aerospace america,AeroAmMag,1424,2022-08-01
aesthetic plastic surgery,aps_journal,873,2022-08-01
aesthetic surgery journal,ASJrnl,11108,2022-08-01
affilia-journal of women and social work,AffiliaJournal,687,2022-08-01
africa,AfricaIai,6398,2022-08-01
africa spectrum,AfricaSpectrum,61,2022-08-01
african affairs,AfrAfJournal,12851,2022-08-01
african american review,afamreview,234,2022-08-01
african economic history,AfricanEconHist,1608,2022-08-01
african invertebrates,AI_Journal,302,2022-08-01
african journal of emergency medicine,AfJEM,3934,2022-08-01
african journal of reproductive health,AJRHJOURNAL,96,2022-08-01
african journalism studies,AfrJournStud,496,2022-08-01
african studies,afrikanstudies,2029,2022-08-01
african studies review,ASRJournal,3752,2022-08-01
african zoology,africanzoology,638,2022-08-01
afterall,AfterallJournal,12052,2022-08-01
age and ageing,Age_and_Ageing,20324,2022-08-01
ageing & society,Ageing_Society,4103,2022-08-01
agenda,agendapoetry,896,2022-08-01
aging-us,AgingJrnl,2488,2022-08-01
aging & mental health,AgingMH,198,2022-08-01
aging cell,AgingCell,3153,2022-08-01
agricultural and forest entomology,AFEntomology,1474,2022-08-01
agricultural and forest meteorology,agformet,583,2022-08-01
agriculture-basel,AgricultureMdpi,1119,2022-08-01
agronomy-basel,Agronomy_Mdpi,2035,2022-08-01
agronomy for sustainable development,ASD_INRAE,798,2022-08-01
agronomy journal,AgronomyJournal,2781,2022-08-01
ai communications,AI_Comms,56,2022-08-01
aids,AIDS_Journal,2321,2022-08-01
aids and behavior,AIDSandBehavior,572,2022-08-01
alcohol,JournalAlcohol,914,2022-08-01
allergologia et immunopathologia,alletimm,6,2022-08-01
alpha psychiatry,AlphaPsychiatry,2652,2022-08-01
alzheimers research & therapy,AlzheimersRes,2138,2022-08-01
ambio,Ambio_Journal,246,2022-08-01
american anthropologist,AmAnthroJournal,6048,2022-08-01
american behavioral scientist,ABSjournal,165,2022-08-01
american biology teacher,ameghiniana,977,2022-08-01
american book review,Amerbookreview,227,2022-08-01
american business law journal,the_ablj,265,2022-08-01
american criminal law review,AmCrimLRev,1910,2022-08-01
american educational research journal,aerj_journal,790,2022-08-01
american ethnologist,AmEthno,20789,2022-08-01
american family physician,AFPJournal,14724,2022-08-01
american heart journal,AmericanHeartJ,7799,2022-08-01
american historical review,AmHistReview,7175,2022-08-01
american journal of agricultural economics,AJAE_AAEA,5708,2022-08-01
american journal of bioethics,bioethics_net,12102,2022-08-01
american journal of clinical nutrition,AJCNutrition,5777,2022-08-01
american journal of clinical pathology,AJCPjournal,3189,2022-08-01
american journal of community psychology,A_J_Comm_Psych,832,2022-08-01
american journal of criminal justice,AJCJ_UNF,1,2022-08-01
american journal of critical care,ajccme,5944,2022-08-01
american journal of cultural sociology,CulturalSociol,1696,2022-08-01
american journal of drug and alcohol abuse,AJDAAJournal,1693,2022-08-01
american journal of epidemiology,AmJEpi,17069,2022-08-01
american journal of forensic medicine and pathology,amjforensicmed,774,2022-08-01
american journal of gastroenterology,AmJGastro,5866,2022-08-01
american journal of geriatric psychiatry,AmJGeriPsych,797,2022-08-01
american journal of health economics,AJHE_journal,1488,2022-08-01
american journal of human genetics,AJHGNews,9078,2022-08-01
american journal of hypertension,amjhypertension,320,2022-08-01
american journal of infection control,AJICJournal,7109,2022-08-01
american journal of international law,AJIL_andUnbound,7945,2022-08-01
american journal of kidney diseases,AJKDonline,30836,2022-08-01
american journal of managed care,AJMC_Journal,7264,2022-08-01
american journal of medical quality,AjmQonline,112,2022-08-01
american journal of medicine,amjmed,1541,2022-08-01
american journal of neuroradiology,TheAJNR,15046,2022-08-01
american journal of nursing,AmJNurs,56442,2022-08-01
american journal of obstetrics and gynecology,AJOG_thegray,22963,2022-08-01
american journal of ophthalmology,AJOphthalmology,7386,2022-08-01
american journal of otolaryngology,AmJOtol,467,2022-08-01
american journal of pathology,AJPathology,4803,2022-08-01
american journal of perinatology,AmJPerinatology,6053,2022-08-01
american journal of physics,JournalPhysics,1039,2022-08-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2113,2022-08-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,4843,2022-08-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,922,2022-08-01
american journal of physiology-renal physiology,AJPRenalEIC,1266,2022-08-01
american journal of political science,AJPS_Editor,17235,2022-08-01
american journal of preventive medicine,AmJPrevMed,3769,2022-08-01
american journal of primatology,AmJournalPrimat,3663,2022-08-01
american journal of psychiatry,AJP_ResJournal,2095,2022-08-01
american journal of public health,AMJPublicHealth,13082,2022-08-01
american journal of respiratory and critical care medicine,ATSBlueEditor,15905,2022-08-01
american journal of respiratory cell and molecular biology,AJRCMB,4452,2022-08-01
american journal of roentgenology,AJR_Radiology,5803,2022-08-01
american journal of sports medicine,AJSM_SportsMed,40750,2022-08-01
american journal of surgery,AmJSurgery,16268,2022-08-01
american journal of the medical sciences,AmJMedSci,277,2022-08-01
american journal of transplantation,amjtransplant,9217,2022-08-01
american journal of tropical medicine and hygiene,AJTMH,2552,2022-08-01
american laboratory,AmericanLab,7302,2022-08-01
american literary history,AmLitHist,2069,2022-08-01
american literature,amlitjournal,1528,2022-08-01
american naturalist,ASNAmNat,19299,2022-08-01
american nineteenth century history,ANCHjournal,637,2022-08-01
american poetry review,AmPoetryReview,14349,2022-08-01
american political science review,apsrjournal,13735,2022-08-01
american politics research,apr_journal,269,2022-08-01
american scholar,TheAmScho,15799,2022-08-01
american scientist,AmSciMag,32017,2022-08-01
american sociological review,ASR_Journal,9533,2022-08-01
americas,TAMquarterly,2635,2022-08-01
amfiteatru economic,AmfiteatruEc,5,2022-08-01
amphibian & reptile conservation,AR_Conservation,2420,2022-08-01
anaesthesia,Anaes_Journal,35545,2022-08-01
anaesthesia and intensive care,AICjournal,667,2022-08-01
anaesthesia critical care & pain medicine,AccpmJ,1497,2022-08-01
anais brasileiros de dermatologia,AnBrasDermatol,19,2022-08-01
anais da academia brasileira de ciencias,aabcjournal,274,2022-08-01
anales de psicologia,analesps,55,2022-08-01
analytical and bioanalytical chemistry,AnalBioanalChem,2054,2022-08-01
analytical chemistry,an_chem,10444,2022-08-01
analytical methods,MethodsRSC,3603,2022-08-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1339,2022-08-01
anatomical sciences education,AnatSciEduc,1999,2022-08-01
ancient mesoamerica,AMesoamerica,875,2022-08-01
anesthesia and analgesia,IARS_Journals,13424,2022-08-01
anesthesiology,_Anesthesiology,24251,2022-08-01
angelaki-journal of the theoretical humanities,AngelakiH,251,2022-08-01
angewandte chemie-international edition,angew_chem,74600,2022-08-01
animal,journal_animal,992,2022-08-01
animal conservation,AnimalConserv,8570,2022-08-01
animal reproduction,AnimalReproduc1,380,2022-08-01
animals,Animals_MDPI,2796,2022-08-01
annales botanici fennici,annbotfenn,50,2022-08-01
annales de dermatologie et de venereologie,AnnDermato,193,2022-08-01
annales de pathologie,Annpathol,1329,2022-08-01
annales geophysicae,EGU_AnGeophys,39,2022-08-01
annales historiques de la revolution francaise,AhrfRevue,1446,2022-08-01
annales zoologici fennici,annzoolfenn,35,2022-08-01
annals of allergy asthma & immunology,AnnalsAllergy,1034,2022-08-01
annals of applied biology,Annapplbiol,594,2022-08-01
annals of botany,annbot,2457,2022-08-01
annals of clinical biochemistry,AnnClinBiochem,851,2022-08-01
annals of epidemiology,AnnalsOfEpi,125,2022-08-01
annals of family medicine,AnnFamMed,7979,2022-08-01
annals of forest science,AnnForSci,613,2022-08-01
annals of global health,AOGH_journal,99,2022-08-01
annals of hepatology,AnnalsofHepatol,900,2022-08-01
annals of human genetics,AHGEditor,109,2022-08-01
annals of intensive care,of_aic,1515,2022-08-01
annals of internal medicine,AnnalsofIM,61135,2022-08-01
annals of laboratory medicine,AnnLabMed,1230,2022-08-01
annals of oncology,Annals_Oncology,40083,2022-08-01
annals of pharmacotherapy,AnnalsofPharm,441,2022-08-01
annals of plastic surgery,AnnalsPlastic,122,2022-08-01
annals of saudi medicine,annsaudimed,1405,2022-08-01
annals of surgery,AnnalsofSurgery,51797,2022-08-01
annals of the american thoracic society,AnnalsATS,9996,2022-08-01
annals of thoracic and cardiovascular surgery,ATCS_journal,537,2022-08-01
annals of thoracic surgery,annalsthorsurg,8157,2022-08-01
annals of vascular surgery,avsgjournal,2062,2022-08-01
antarctic science,Ant_Sci_Ltd,663,2022-08-01
anthropocene review,AnthropoceneRev,2814,2022-08-01
anthropological quarterly,AnthQuarterly,1048,2022-08-01
anthropological theory,Anthro_Theory,3156,2022-08-01
anthropology & education quarterly,AnthropologyEd4,419,2022-08-01
anthropology & medicine,AnthMedJournal,2016,2022-08-01
anthropology southern africa,ASnA_Editors,451,2022-08-01
anthrozoos,AnthrozoosJ,904,2022-08-01
anti-cancer drugs,Anti_CancerDrug,145,2022-08-01
antibiotics-basel,antibioticsmdpi,1462,2022-08-01
antigonish review,TheAntigonish,1396,2022-08-01
antimicrobial resistance and infection control,ARICJournal,2066,2022-08-01
antipode,antipodeonline,24270,2022-08-01
antiquity,AntiquityJ,31341,2022-08-01
anuario calderoniano,acal_unav,309,2022-08-01
anuario de historia de la iglesia,ahig_unav,75,2022-08-01
anuario de psicologia juridica,AnPsiJuridica,1910,2022-08-01
aob plants,AoBPLANTS,1,2022-08-01
aorn journal,AORNJournal,3497,2022-08-01
aperture,aperturefnd,239579,2022-08-01
apl photonics,aplphotonics,1627,2022-08-01
apmis,APMISJournal,941,2022-08-01
apollo-the international art magazine,Apollo_magazine,32165,2022-08-01
applied and environmental microbiology,AppEnvMicro,1589,2022-08-01
applied developmental science,AppliedDevSci,72,2022-08-01
applied economic analysis,AeaApplied,4,2022-08-01
applied mathematics and mechanics-english edition,ApplMathMech,22,2022-08-01
applied physics reviews,AppliedPhysRev,1307,2022-08-01
applied sciences-basel,Applsci,2642,2022-08-01
applied spectroscopy,AppliedSpec,1422,2022-08-01
applied thermal engineering,Elsevier_ATE,130,2022-08-01
aquatic mammals,AquaticMammalsJ,52,2022-08-01
archaeological prospection,ARP_eds,79,2022-08-01
archaeology in oceania,in_oceania,195,2022-08-01
archaeometry,ArchaeometryJnl,569,2022-08-01
architectural record,ArchRecord,610352,2022-08-01
architectural review,ArchReview,130296,2022-08-01
architectural theory review,Arch_Theory_Rev,32,2022-08-01
archiv der pharmazie,Arch_Pharm,49,2022-08-01
archiv orientalni,ArchivOriental,91,2022-08-01
archives of disease in childhood,ADC_BMJ,6737,2022-08-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3659,2022-08-01
archives of medical science,ArchMedSci,635,2022-08-01
archives of rheumatology,ArchRheumatol,567,2022-08-01
archives of womens mental health,AWMH_Journal,865,2022-08-01
archivos argentinos de pediatria,arch_argent_ped,3898,2022-08-01
arctic antarctic and alpine research,arctic_alpine,113,2022-08-01
arctic science,ArcticScienceJ,2309,2022-08-01
ardea,ARDEA_journal,686,2022-08-01
ardeola-international journal of ornithology,ArdeolaJournal,2943,2022-08-01
arkivoc,arkivoc,61,2022-08-01
armed forces & society,AFS_SAGE,515,2022-08-01
arq-architectural research quarterly,arq_journal,79,2022-08-01
arquivos brasileiros de cardiologia,ArquivosSBC,1437,2022-08-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,541,2022-08-01
art history,AAH_Journal,5214,2022-08-01
art in america,ArtinAmerica,868635,2022-08-01
arte individuo y sociedad,IndividuoY,24,2022-08-01
arthritis research & therapy,ArthritisRes,3659,2022-08-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,18804,2022-08-01
arthuriana,Arthuriana_Jrnl,1893,2022-08-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,23,2022-08-01
artificial life,ARTL_journal,807,2022-08-01
artificial organs,ArtifOrgans,1255,2022-08-01
artmargins,ArtMargins,296,2022-08-01
artnews,artnews,285669,2022-08-01
arts & health,Arts_Health_Jnl,1586,2022-08-01
arts of asia,artsofasia2015,238,2022-08-01
asaio journal,asaiojournal,3992,2022-08-01
ashrae journal,ASHRAE_Journal,621,2022-08-01
asia & the pacific policy studies,APPSCrawford,104,2022-08-01
asia pacific law review,pacific_law,1470,2022-08-01
asian business & management,abmjournal,162,2022-08-01
asian ethnology,AsianEthnology,748,2022-08-01
asian journal of communication,AsianJComm,423,2022-08-01
asian journal of criminology,AJOCriminology,140,2022-08-01
asian journal of organic chemistry,AsianJOrgChem,3235,2022-08-01
asian journal of womens studies,ajws_ewha,27,2022-08-01
asian myrmecology,AsianMyrmecol,247,2022-08-01
asian studies review,AsianStudiesRev,1490,2022-08-01
asian survey,AsianSurvey,283,2022-08-01
asn neuro,ASNNEURO,143,2022-08-01
assistive technology,RESNAATJournal,307,2022-08-01
astrobiology,Astrobiology_jn,6846,2022-08-01
astronomy & astrophysics,AandA_journal,3136,2022-08-01
atalante-revista de estudios cinematograficos,RevistaAtalante,478,2022-08-01
atherosclerosis,ATHjournal,3298,2022-08-01
atmosphere,Atmosphere_MDPI,899,2022-08-01
atmospheric chemistry and physics,EGU_ACP,2247,2022-08-01
atmospheric science letters,IAP_AOSL,102,2022-08-01
atw-international journal for nuclear power,atw_Journal,160,2022-08-01
austral ecology,AustralEcology,1875,2022-08-01
australasian emergency care,AusEmergCare,1188,2022-08-01
australasian journal of educational technology,AJET_eds,1207,2022-08-01
australasian journal of philosophy,AustralJPhilos,163,2022-08-01
australasian journal on ageing,AgeingJ,799,2022-08-01
australasian psychiatry,AP_RANZCP,1330,2022-08-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,941,2022-08-01
australian accounting review,AustAcctgReview,220,2022-08-01
australian and new zealand journal of public health,anzjph,2198,2022-08-01
australian archaeology,AustArchJ,744,2022-08-01
australian critical care,Aus_CC,2396,2022-08-01
australian economic history review,EcoHistoryAU,837,2022-08-01
australian educational researcher,AER_AARE,2282,2022-08-01
australian geographer,austgeog,1549,2022-08-01
australian historical studies,AHSjournal,2186,2022-08-01
australian journal of adult learning,journal_ajal,197,2022-08-01
australian journal of agricultural and resource economics,AJAREJournal,766,2022-08-01
australian journal of chemistry,AusJChem,273,2022-08-01
australian journal of grape and wine research,JournalGrape,59,2022-08-01
australian journal of international affairs,AustJIA,3058,2022-08-01
australian journal of political science,ausjpolsci,1697,2022-08-01
australian journal of politics and history,ajpandh,1320,2022-08-01
australian journal of primary health,AusJPrimHealth,432,2022-08-01
australian journal of public administration,AusJPA,1995,2022-08-01
australian journal of rural health,AusJRuralHealth,263,2022-08-01
australian journal of social issues,AusSocialIssues,557,2022-08-01
australian literary studies,ALSjournal,973,2022-08-01
australian occupational therapy journal,AusOTJournal,1697,2022-08-01
australian social work,AusSocialWorkJ,2355,2022-08-01
austrian journal of political science,OZP_journal,714,2022-08-01
aut aut,aut_journal,198,2022-08-01
autism,journalautism,17388,2022-08-01
autonomous robots,AUROblog,2868,2022-08-01
avian biology research,AvianBiologyRes,4751,2022-08-01
avian conservation and ecology,AvianAce,1106,2022-08-01
avian research,avianres,136,2022-08-01
axioms,Axioms_MDPI,401,2022-08-01
balkan medical journal,balkanmedj,444,2022-08-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,419,2022-08-01
basic and applied ecology,BasicApplEcol,448,2022-08-01
basin research,BasinResearch,1751,2022-08-01
batteries-basel,batteriesmdpi,340,2022-08-01
batteries & supercaps,Batt_Supercaps,3971,2022-08-01
behavioral and brain functions,JournalBbf,64,2022-08-01
behavioral and brain sciences,BBSJournal,8319,2022-08-01
behavioral ecology,BehavEcol,9924,2022-08-01
behavioral medicine,Behavioral_Med,389,2022-08-01
behavioral neuroscience,BehavNeuro,3887,2022-08-01
behaviour change,AACBT_BEC,448,2022-08-01
beneficial microbes,journal_BM,955,2022-08-01
berliner journal fur soziologie,BerlinerJournal,2318,2022-08-01
bibliotheque de l ecole des chartes,LaBEClarevue,656,2022-08-01
big data,BigData_Journal,6106,2022-08-01
big data & society,BigDataSoc,21427,2022-08-01
bilig,biligdergisi,1477,2022-08-01
bioactive materials,BioactiveMat,407,2022-08-01
bioanalysis,fsgbio,1984,2022-08-01
biochemical journal,Biochem_Journal,554,2022-08-01
biochemistry,BiochemistryACS,6100,2022-08-01
biochemistry and molecular biology education,BAMBEdu,421,2022-08-01
bioconjugate chemistry,BioconjChem,3776,2022-08-01
biodemography and social biology,biodemography21,218,2022-08-01
biodiversity data journal,BioDataJournal,2165,2022-08-01
biodrugs,BioDrugsJournal,52,2022-08-01
bioenergy research,BioEnergyRE,74,2022-08-01
bioengineering-basel,Bioeng_MDPI,504,2022-08-01
biofabrication,Biofabrication,1583,2022-08-01
biogeochemistry,JBiogeochem,885,2022-08-01
biogeosciences,EGU_BioGeo,3402,2022-08-01
biogerontology,BiogerontologyJ,199,2022-08-01
bioimpacts,bioimpacts,5,2022-08-01
bioinspiration & biomimetics,BioinspBiomim,865,2022-08-01
biointerphases,biointerphases,371,2022-08-01
biological bulletin,BiolBulletin,595,2022-08-01
biological invasions,BioInvasions,2425,2022-08-01
biological journal of the linnean society,BiolJLinnSoc,2369,2022-08-01
biological psychiatry,BiologicalPsyc1,2782,2022-08-01
biological research for nursing,BRNJournal,120,2022-08-01
biology-basel,Biology_MDPI,1485,2022-08-01
biology & philosophy,Bio_and_Philo,2049,2022-08-01
biology of reproduction,BiolReprod,4256,2022-08-01
biology of sex differences,BiologySexDiff,1569,2022-08-01
biology of sport,BiolSport,2909,2022-08-01
biology open,BiologyOpen,3560,2022-08-01
biomacromolecules,Biomac_ACS,3970,2022-08-01
biomarkers in medicine,fsgbmm,1595,2022-08-01
biomaterials,Biomaterials_,3897,2022-08-01
biomaterials science,BioMaterSci,6515,2022-08-01
biomedical journal,BiomedJ,13720,2022-08-01
biomedical microdevices,BioMedMicroDev,25,2022-08-01
biomedicines,Biomed_MDPI,734,2022-08-01
biometrics,Biometrics_ibs,298,2022-08-01
biomolecules,Biomol_MDPI,1118,2022-08-01
biophysical journal,BiophysJ,5426,2022-08-01
bioresources,BioResJournal,659,2022-08-01
bioscience trends,BST_Journal,11,2022-08-01
biosemiotics,Biosemiotics_J,336,2022-08-01
biosensors-basel,Biosensors_MDPI,1051,2022-08-01
biostatistics,biostatistics,4850,2022-08-01
biotechniques,MyBioTechniques,13552,2022-08-01
biotropica,Biotropica,5097,2022-08-01
bird conservation international,bci_journal,1569,2022-08-01
bjs open,BjsOpen,8312,2022-08-01
bju international,BJUIjournal,18584,2022-08-01
bladder cancer,BladderCaJrnl,2178,2022-08-01
blood,BloodJournal,42451,2022-08-01
blood advances,BloodAdvances,30043,2022-08-01
blood cancer journal,BloodCancerJnl,1472,2022-08-01
blood pressure monitoring,BloodPressureM,1552,2022-08-01
blood transfusion,BloodT_journal,1154,2022-08-01
bmc biology,BMCBiology,9680,2022-08-01
bmc medicine,BMCMedicine,9112,2022-08-01
bmc neurology,NeuroPsychBMC,1672,2022-08-01
bmc surgery,BMCSurgery,4406,2022-08-01
bmgn-the low countries historical review,BMGN_LCHR,2483,2022-08-01
bmj-british medical journal,bmj_latest,494687,2022-08-01
bmj evidence-based medicine,BMJ_EBM,10579,2022-08-01
bmj global health,GlobalHealthBMJ,14583,2022-08-01
bmj military health,MilitaryH_BMJ,2439,2022-08-01
bmj open,BMJ_Open,20157,2022-08-01
bmj open diabetes research & care,DiabetesRC,1057,2022-08-01
bmj paediatrics open,BMJ_PO,998,2022-08-01
bmj quality & safety,BMJ_Qual_Saf,16487,2022-08-01
bmj sexual & reproductive health,BMJ_SRH,2630,2022-08-01
bmj supportive & palliative care,BMJ_SPCare,3365,2022-08-01
body & society,tcsjournalsage,7164,2022-08-01
bone & joint journal,BoneJointJ,30363,2022-08-01
bone & joint research,BoneJointRes,16675,2022-08-01
bone marrow transplantation,BMTjournal,3740,2022-08-01
book collector,BookCollectoruk,1187,2022-08-01
boreal environment research,BorealResearch,25,2022-08-01
boreas,BoreasJ1972,473,2022-08-01
boston university law review,BULawReview,3061,2022-08-01
botanica serbica,BSerbica,21,2022-08-01
botanical journal of the linnean society,BotJLinnSoc,3141,2022-08-01
brachytherapy,BrachyJournal,962,2022-08-01
brain,Brain1878,44481,2022-08-01
brain behavior and immunity,BrainBehavImm,2135,2022-08-01
brain imaging and behavior,BrainImagBehav,6,2022-08-01
brain impairment,BrainImpairment,295,2022-08-01
brain pathology,brainpathol,1549,2022-08-01
brain sciences,BrainSci_MDPI,1342,2022-08-01
brain stimulation,brainstimj,2659,2022-08-01
brain structure & function,BrainStrucFunc,486,2022-08-01
brazilian journal of botany,BrJournalBotany,84,2022-08-01
brazilian journal of geology,BrazJGeology,404,2022-08-01
brazilian journal of physical therapy,BrazJPhysTher,1442,2022-08-01
brazilian journal of psychiatry,brazjpsychiatry,183,2022-08-01
breast cancer research,BCRJournal,1193,2022-08-01
british accounting review,bafa_bar,40,2022-08-01
british dental journal,The_BDJ,28317,2022-08-01
british educational research journal,BERJ_Editors,3042,2022-08-01
british journal for the history of philosophy,BJHP_1993,180,2022-08-01
british journal for the history of science,BJHSeditor,2364,2022-08-01
british journal for the philosophy of science,TheBJPS,6651,2022-08-01
british journal of aesthetics,BJAtweets,1547,2022-08-01
british journal of anaesthesia,BJAJournals,27320,2022-08-01
british journal of cancer,BrJCancer,3431,2022-08-01
british journal of clinical pharmacology,BritJClinPharm,3073,2022-08-01
british journal of dermatology,BrJDermatol,10500,2022-08-01
british journal of general practice,BJGPjournal,7416,2022-08-01
british journal of guidance & counselling,BJGCJournal,383,2022-08-01
british journal of learning disabilities,BJLD_Wiley,1544,2022-08-01
british journal of management,BJM_BAM,2740,2022-08-01
british journal of music education,BJMEMusic,794,2022-08-01
british journal of occupational therapy,BJOTeditor,7243,2022-08-01
british journal of oral & maxillofacial surgery,BJOMS_official,1386,2022-08-01
british journal of pharmacology,BrJPharmacol,6393,2022-08-01
british journal of political science,BJPolS,18444,2022-08-01
british journal of politics & international relations,BritJPIR,4105,2022-08-01
british journal of social work,BJofSW,6120,2022-08-01
british journal of sociology,bjsociology,2460,2022-08-01
british journal of sociology of education,BJSocEd,4595,2022-08-01
british journal of sports medicine,BJSM_BMJ,93267,2022-08-01
british journal of surgery,BJSurgery,39199,2022-08-01
brq-business research quarterly,BrqBusiness,79,2022-08-01
buffalo law review,buffalolawrev,155,2022-08-01
buildings,Buildings_MDPI,346,2022-08-01
bulletin of indonesian economic studies,BIESjournal,3073,2022-08-01
bulletin of marine science,BullMarSci,286,2022-08-01
bulletin of materials science,BulletinofMate1,7,2022-08-01
