journal_title,twitter,followers,date
aerospace america,AeroAmMag,1546,2023-02-01
aesthetic plastic surgery,aps_journal,1011,2023-02-01
aesthetic surgery journal,ASJrnl,11405,2023-02-01
affilia-journal of women and social work,AffiliaJournal,748,2023-02-01
africa,AfricaIai,6647,2023-02-01
africa spectrum,AfricaSpectrum,299,2023-02-01
african affairs,AfrAfJournal,13058,2023-02-01
african economic history,AfricanEconHist,1833,2023-02-01
african invertebrates,AI_Journal,312,2023-02-01
african journal of emergency medicine,AfJEM,4049,2023-02-01
african journal of reproductive health,AJRHJOURNAL,105,2023-02-01
african journalism studies,AfrJournStud,566,2023-02-01
african studies,afrikanstudies,2204,2023-02-01
african studies review,ASRJournal,4004,2023-02-01
african zoology,africanzoology,662,2023-02-01
afterall,AfterallJournal,11855,2023-02-01
age and ageing,Age_and_Ageing,21717,2023-02-01
ageing & society,Ageing_Society,4201,2023-02-01
agenda,agendapoetry,897,2023-02-01
aging-us,AgingJrnl,2754,2023-02-01
aging & mental health,AgingMH,280,2023-02-01
aging cell,AgingCell,3420,2023-02-01
agricultural and forest entomology,AFEntomology,1598,2023-02-01
agricultural and forest meteorology,agformet,714,2023-02-01
agriculture-basel,AgricultureMdpi,1280,2023-02-01
agronomy-basel,Agronomy_Mdpi,2367,2023-02-01
agronomy for sustainable development,ASD_INRAE,812,2023-02-01
agronomy journal,AgronomyJournal,3006,2023-02-01
ai communications,AI_Comms,62,2023-02-01
aids,AIDS_Journal,2335,2023-02-01
aids and behavior,AIDSandBehavior,580,2023-02-01
alcohol,JournalAlcohol,948,2023-02-01
allergologia et immunopathologia,alletimm,7,2023-02-01
alpha psychiatry,AlphaPsychiatry,2795,2023-02-01
alzheimers research & therapy,AlzheimersRes,2223,2023-02-01
ambio,Ambio_Journal,247,2023-02-01
american anthropologist,AmAnthroJournal,6565,2023-02-01
american behavioral scientist,ABSjournal,189,2023-02-01
american biology teacher,ameghiniana,1029,2023-02-01
american book review,Amerbookreview,228,2023-02-01
american business law journal,the_ablj,268,2023-02-01
american criminal law review,AmCrimLRev,1911,2023-02-01
american educational research journal,aerj_journal,833,2023-02-01
american ethnologist,AmEthno,20854,2023-02-01
american family physician,AFPJournal,14724,2023-02-01
american heart journal,AmericanHeartJ,9515,2023-02-01
american historical review,AmHistReview,7725,2023-02-01
american journal of agricultural economics,AJAE_AAEA,6382,2023-02-01
american journal of bioethics,bioethics_net,12177,2023-02-01
american journal of clinical nutrition,AJCNutrition,6630,2023-02-01
american journal of clinical pathology,AJCPjournal,3284,2023-02-01
american journal of community psychology,A_J_Comm_Psych,932,2023-02-01
american journal of criminal justice,AJCJ_UNF,1,2023-02-01
american journal of critical care,ajccme,5829,2023-02-01
american journal of cultural sociology,CulturalSociol,1756,2023-02-01
american journal of drug and alcohol abuse,AJDAAJournal,1913,2023-02-01
american journal of epidemiology,AmJEpi,17584,2023-02-01
american journal of forensic medicine and pathology,amjforensicmed,796,2023-02-01
american journal of gastroenterology,AmJGastro,7245,2023-02-01
american journal of geriatric psychiatry,AmJGeriPsych,826,2023-02-01
american journal of health economics,AJHE_journal,1492,2023-02-01
american journal of human genetics,AJHGNews,9391,2023-02-01
american journal of hypertension,amjhypertension,503,2023-02-01
american journal of infection control,AJICJournal,7230,2023-02-01
american journal of international law,AJIL_andUnbound,8360,2023-02-01
american journal of kidney diseases,AJKDonline,34412,2023-02-01
american journal of managed care,AJMC_Journal,7313,2023-02-01
american journal of medical quality,AjmQonline,129,2023-02-01
american journal of medicine,amjmed,1630,2023-02-01
american journal of neuroradiology,TheAJNR,17229,2023-02-01
american journal of nursing,AmJNurs,56067,2023-02-01
american journal of obstetrics and gynecology,AJOG_thegray,23937,2023-02-01
american journal of ophthalmology,AJOphthalmology,7902,2023-02-01
american journal of otolaryngology,AmJOtol,545,2023-02-01
american journal of pathology,AJPathology,5302,2023-02-01
american journal of perinatology,AmJPerinatology,6240,2023-02-01
american journal of physics,JournalPhysics,1095,2023-02-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2270,2023-02-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,5386,2023-02-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,966,2023-02-01
american journal of physiology-renal physiology,AJPRenalEIC,1536,2023-02-01
american journal of political science,AJPS_Editor,18119,2023-02-01
american journal of preventive medicine,AmJPrevMed,3904,2023-02-01
american journal of primatology,AmJournalPrimat,3753,2023-02-01
american journal of psychiatry,AJP_ResJournal,2129,2023-02-01
american journal of public health,AMJPublicHealth,13413,2023-02-01
american journal of respiratory and critical care medicine,ATSBlueEditor,16982,2023-02-01
american journal of respiratory cell and molecular biology,AJRCMB,4724,2023-02-01
american journal of roentgenology,AJR_Radiology,7303,2023-02-01
american journal of sports medicine,AJSM_SportsMed,41875,2023-02-01
american journal of surgery,AmJSurgery,17445,2023-02-01
american journal of the medical sciences,AmJMedSci,286,2023-02-01
american journal of transplantation,amjtransplant,9548,2023-02-01
american journal of tropical medicine and hygiene,AJTMH,2618,2023-02-01
american laboratory,AmericanLab,7226,2023-02-01
american literary history,AmLitHist,2060,2023-02-01
american literature,amlitjournal,1538,2023-02-01
american naturalist,ASNAmNat,19388,2023-02-01
american nineteenth century history,ANCHjournal,633,2023-02-01
american poetry review,AmPoetryReview,14990,2023-02-01
american political science review,apsrjournal,15881,2023-02-01
american politics research,apr_journal,276,2023-02-01
american scholar,TheAmScho,15490,2023-02-01
american scientist,AmSciMag,32420,2023-02-01
american sociological review,ASR_Journal,10110,2023-02-01
americas,TAMquarterly,2686,2023-02-01
amfiteatru economic,AmfiteatruEc,5,2023-02-01
amphibian & reptile conservation,AR_Conservation,2409,2023-02-01
anaesthesia,Anaes_Journal,38426,2023-02-01
anaesthesia and intensive care,AICjournal,744,2023-02-01
anaesthesia critical care & pain medicine,AccpmJ,1840,2023-02-01
anais brasileiros de dermatologia,AnBrasDermatol,22,2023-02-01
anais da academia brasileira de ciencias,aabcjournal,284,2023-02-01
anales de psicologia,analesps,59,2023-02-01
analytical and bioanalytical chemistry,AnalBioanalChem,2151,2023-02-01
analytical chemistry,an_chem,11069,2023-02-01
analytical methods,MethodsRSC,3675,2023-02-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1644,2023-02-01
anatomical sciences education,AnatSciEduc,2130,2023-02-01
ancient mesoamerica,AMesoamerica,937,2023-02-01
anesthesia and analgesia,IARS_Journals,14899,2023-02-01
anesthesiology,_Anesthesiology,27582,2023-02-01
angelaki-journal of the theoretical humanities,AngelakiH,256,2023-02-01
angewandte chemie-international edition,angew_chem,85027,2023-02-01
animal,journal_animal,1204,2023-02-01
animal conservation,AnimalConserv,8601,2023-02-01
animal reproduction,AnimalReproduc1,389,2023-02-01
animals,Animals_MDPI,3032,2023-02-01
annales botanici fennici,annbotfenn,55,2023-02-01
annales de dermatologie et de venereologie,AnnDermato,221,2023-02-01
annales de pathologie,Annpathol,1365,2023-02-01
annales geophysicae,EGU_AnGeophys,46,2023-02-01
annales historiques de la revolution francaise,AhrfRevue,1571,2023-02-01
annales zoologici fennici,annzoolfenn,39,2023-02-01
annals of allergy asthma & immunology,AnnalsAllergy,1211,2023-02-01
annals of applied biology,Annapplbiol,601,2023-02-01
annals of botany,annbot,3464,2023-02-01
annals of clinical biochemistry,AnnClinBiochem,893,2023-02-01
annals of epidemiology,AnnalsOfEpi,139,2023-02-01
annals of family medicine,AnnFamMed,8180,2023-02-01
annals of forest science,AnnForSci,642,2023-02-01
annals of global health,AOGH_journal,120,2023-02-01
annals of hepatology,AnnalsofHepatol,1096,2023-02-01
annals of human genetics,AHGEditor,116,2023-02-01
annals of intensive care,of_aic,1933,2023-02-01
annals of internal medicine,AnnalsofIM,62831,2023-02-01
annals of laboratory medicine,AnnLabMed,1497,2023-02-01
annals of oncology,Annals_Oncology,42025,2023-02-01
annals of pharmacotherapy,AnnalsofPharm,492,2023-02-01
annals of plastic surgery,AnnalsPlastic,174,2023-02-01
annals of saudi medicine,annsaudimed,1408,2023-02-01
annals of science,AnnalsOfScience,4167,2023-02-01
annals of surgery,AnnalsofSurgery,53520,2023-02-01
annals of the american thoracic society,AnnalsATS,10474,2023-02-01
annals of thoracic and cardiovascular surgery,ATCS_journal,600,2023-02-01
annals of thoracic surgery,annalsthorsurg,8882,2023-02-01
annals of vascular surgery,avsgjournal,2251,2023-02-01
antarctic science,Ant_Sci_Ltd,713,2023-02-01
anthropocene review,AnthropoceneRev,2803,2023-02-01
anthropological quarterly,AnthQuarterly,1024,2023-02-01
anthropological theory,Anthro_Theory,3421,2023-02-01
anthropology & education quarterly,AnthropologyEd4,458,2023-02-01
anthropology & medicine,AnthMedJournal,1996,2023-02-01
anthropology southern africa,ASnA_Editors,483,2023-02-01
anthrozoos,AnthrozoosJ,1279,2023-02-01
anti-cancer drugs,Anti_CancerDrug,144,2023-02-01
antibiotics-basel,antibioticsmdpi,1731,2023-02-01
antigonish review,TheAntigonish,1360,2023-02-01
antimicrobial resistance and infection control,ARICJournal,2306,2023-02-01
antipode,antipodeonline,25358,2023-02-01
antiquity,AntiquityJ,34305,2023-02-01
anuario calderoniano,acal_unav,342,2023-02-01
anuario de historia de la iglesia,ahig_unav,94,2023-02-01
anuario de psicologia juridica,AnPsiJuridica,2020,2023-02-01
aob plants,AoBPLANTS,1,2023-02-01
aorn journal,AORNJournal,3482,2023-02-01
aperture,aperturefnd,238781,2023-02-01
apl photonics,aplphotonics,1885,2023-02-01
apmis,APMISJournal,969,2023-02-01
apollo-the international art magazine,Apollo_magazine,32323,2023-02-01
applied and environmental microbiology,AppEnvMicro,1627,2023-02-01
applied developmental science,AppliedDevSci,71,2023-02-01
applied economic analysis,AeaApplied,6,2023-02-01
applied materials today,ApplMaterToday,1519,2023-02-01
applied mathematics and mechanics-english edition,ApplMathMech,20,2023-02-01
applied ontology,AppliedOntology,86,2023-02-01
applied physics reviews,AppliedPhysRev,1446,2023-02-01
applied sciences-basel,Applsci,2975,2023-02-01
applied spectroscopy,AppliedSpec,1439,2023-02-01
applied thermal engineering,Elsevier_ATE,138,2023-02-01
aquatic mammals,AquaticMammalsJ,65,2023-02-01
aquatic microbial ecology,AME_IntRes,236,2023-02-01
archaeological prospection,ARP_eds,126,2023-02-01
archaeology in oceania,in_oceania,200,2023-02-01
archaeometry,ArchaeometryJnl,626,2023-02-01
architectural record,ArchRecord,606151,2023-02-01
architectural review,ArchReview,131240,2023-02-01
architectural theory review,Arch_Theory_Rev,39,2023-02-01
archiv der pharmazie,Arch_Pharm,59,2023-02-01
archiv orientalni,ArchivOriental,106,2023-02-01
archives animal breeding,AAB_journal,95,2023-02-01
archives of disease in childhood,ADC_BMJ,6806,2023-02-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3695,2023-02-01
archives of medical science,ArchMedSci,699,2023-02-01
archives of rheumatology,ArchRheumatol,641,2023-02-01
archives of womens mental health,AWMH_Journal,916,2023-02-01
archivos argentinos de pediatria,arch_argent_ped,3937,2023-02-01
arctic antarctic and alpine research,arctic_alpine,128,2023-02-01
arctic science,ArcticScienceJ,2481,2023-02-01
ardea,ARDEA_journal,684,2023-02-01
ardeola-international journal of ornithology,ArdeolaJournal,3126,2023-02-01
arkivoc,arkivoc,69,2023-02-01
armed forces & society,AFS_SAGE,533,2023-02-01
arq-architectural research quarterly,arq_journal,87,2023-02-01
arquivos brasileiros de cardiologia,ArquivosSBC,1509,2023-02-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,739,2023-02-01
art history,AAH_Journal,5420,2023-02-01
art in america,ArtinAmerica,862977,2023-02-01
arte individuo y sociedad,IndividuoY,28,2023-02-01
arthritis research & therapy,ArthritisRes,3661,2023-02-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,20443,2023-02-01
arthuriana,Arthuriana_Jrnl,1894,2023-02-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,28,2023-02-01
artificial life,ARTL_journal,860,2023-02-01
artificial organs,ArtifOrgans,1407,2023-02-01
artmargins,ArtMargins,294,2023-02-01
artnews,artnews,294018,2023-02-01
arts & health,Arts_Health_Jnl,1726,2023-02-01
arts of asia,artsofasia2015,276,2023-02-01
asaio journal,asaiojournal,4159,2023-02-01
ashrae journal,ASHRAE_Journal,622,2023-02-01
asia & the pacific policy studies,APPSCrawford,125,2023-02-01
asia pacific law review,pacific_law,1617,2023-02-01
asian business & management,abmjournal,175,2023-02-01
asian ethnology,AsianEthnology,745,2023-02-01
asian journal of communication,AsianJComm,449,2023-02-01
asian journal of criminology,AJOCriminology,185,2023-02-01
asian journal of organic chemistry,AsianJOrgChem,3602,2023-02-01
asian journal of womens studies,ajws_ewha,59,2023-02-01
asian myrmecology,AsianMyrmecol,285,2023-02-01
asian studies review,AsianStudiesRev,1568,2023-02-01
asian survey,AsianSurvey,323,2023-02-01
asn neuro,ASNNEURO,142,2023-02-01
assistive technology,RESNAATJournal,392,2023-02-01
astrobiology,Astrobiology_jn,6899,2023-02-01
astronomy & astrophysics,AandA_journal,3235,2023-02-01
atalante-revista de estudios cinematograficos,RevistaAtalante,550,2023-02-01
atherosclerosis,ATHjournal,3843,2023-02-01
atmosphere,Atmosphere_MDPI,1020,2023-02-01
atmospheric chemistry and physics,EGU_ACP,2575,2023-02-01
atmospheric science letters,IAP_AOSL,100,2023-02-01
atw-international journal for nuclear power,atw_Journal,165,2023-02-01
austral ecology,AustralEcology,2002,2023-02-01
australasian emergency care,AusEmergCare,1193,2023-02-01
australasian journal of educational technology,AJET_eds,1253,2023-02-01
australasian journal of philosophy,AustralJPhilos,208,2023-02-01
australasian journal on ageing,AgeingJ,861,2023-02-01
australasian psychiatry,AP_RANZCP,1615,2023-02-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,946,2023-02-01
australian and new zealand journal of public health,anzjph,2223,2023-02-01
australian archaeology,AustArchJ,803,2023-02-01
australian critical care,Aus_CC,2545,2023-02-01
australian economic history review,EcoHistoryAU,908,2023-02-01
australian educational researcher,AER_AARE,2422,2023-02-01
australian geographer,austgeog,1590,2023-02-01
australian historical studies,AHSjournal,2222,2023-02-01
australian journal of adult learning,journal_ajal,203,2023-02-01
australian journal of agricultural and resource economics,AJAREJournal,884,2023-02-01
australian journal of chemistry,AusJChem,363,2023-02-01
australian journal of grape and wine research,JournalGrape,66,2023-02-01
australian journal of international affairs,AustJIA,3122,2023-02-01
australian journal of political science,ausjpolsci,1707,2023-02-01
australian journal of politics and history,ajpandh,1312,2023-02-01
australian journal of primary health,AusJPrimHealth,440,2023-02-01
australian journal of public administration,AusJPA,1993,2023-02-01
australian journal of rural health,AusJRuralHealth,287,2023-02-01
australian journal of social issues,AusSocialIssues,574,2023-02-01
australian literary studies,ALSjournal,1014,2023-02-01
australian occupational therapy journal,AusOTJournal,1758,2023-02-01
australian social work,AusSocialWorkJ,2440,2023-02-01
austrian journal of political science,OZP_journal,763,2023-02-01
aut aut,aut_journal,199,2023-02-01
autism,journalautism,18281,2023-02-01
autonomous robots,AUROblog,2813,2023-02-01
avian biology research,AvianBiologyRes,4642,2023-02-01
avian conservation and ecology,AvianAce,1123,2023-02-01
avian research,avianres,159,2023-02-01
axioms,Axioms_MDPI,483,2023-02-01
balkan medical journal,balkanmedj,473,2023-02-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,490,2023-02-01
basic and applied ecology,BasicApplEcol,492,2023-02-01
basin research,BasinResearch,1798,2023-02-01
batteries-basel,batteriesmdpi,488,2023-02-01
batteries & supercaps,Batt_Supercaps,4220,2023-02-01
behavioral and brain functions,JournalBbf,277,2023-02-01
behavioral and brain sciences,BBSJournal,8384,2023-02-01
behavioral ecology,BehavEcol,10221,2023-02-01
behavioral medicine,Behavioral_Med,390,2023-02-01
behavioral neuroscience,BehavNeuro,3952,2023-02-01
behaviour change,AACBT_BEC,465,2023-02-01
beneficial microbes,journal_BM,985,2023-02-01
berliner journal fur soziologie,BerlinerJournal,2609,2023-02-01
bibliotheque de l ecole des chartes,LaBEClarevue,680,2023-02-01
big data,BigData_Journal,6097,2023-02-01
big data & society,BigDataSoc,22112,2023-02-01
bilig,biligdergisi,1581,2023-02-01
bioactive materials,BioactiveMat,569,2023-02-01
bioanalysis,fsgbio,2001,2023-02-01
biochemical journal,Biochem_Journal,725,2023-02-01
biochemistry,BiochemistryACS,6771,2023-02-01
biochemistry and molecular biology education,BAMBEdu,424,2023-02-01
bioconjugate chemistry,BioconjChem,4002,2023-02-01
biodemography and social biology,biodemography21,220,2023-02-01
biodiversity data journal,BioDataJournal,2280,2023-02-01
biodrugs,BioDrugsJournal,54,2023-02-01
bioenergy research,BioEnergyRE,85,2023-02-01
bioengineering-basel,Bioeng_MDPI,726,2023-02-01
biofabrication,Biofabrication,1671,2023-02-01
biogeochemistry,JBiogeochem,901,2023-02-01
biogeosciences,EGU_BioGeo,3468,2023-02-01
biogerontology,BiogerontologyJ,199,2023-02-01
bioimpacts,bioimpacts,5,2023-02-01
bioinspiration & biomimetics,BioinspBiomim,923,2023-02-01
biointerphases,biointerphases,374,2023-02-01
biological bulletin,BiolBulletin,615,2023-02-01
biological invasions,BioInvasions,2480,2023-02-01
biological journal of the linnean society,BiolJLinnSoc,2385,2023-02-01
biological psychiatry,BiologicalPsyc1,3127,2023-02-01
biological research for nursing,BRNJournal,121,2023-02-01
biology-basel,Biology_MDPI,1655,2023-02-01
biology & philosophy,Bio_and_Philo,2088,2023-02-01
biology of reproduction,BiolReprod,4488,2023-02-01
biology of sex differences,BiologySexDiff,1686,2023-02-01
biology of sport,BiolSport,3349,2023-02-01
biology open,BiologyOpen,3667,2023-02-01
biomacromolecules,Biomac_ACS,3964,2023-02-01
biomarkers in medicine,fsgbmm,1596,2023-02-01
biomaterials,Biomaterials_,4251,2023-02-01
biomaterials science,BioMaterSci,6770,2023-02-01
biomedical journal,BiomedJ,13998,2023-02-01
biomedical microdevices,BioMedMicroDev,27,2023-02-01
biomedicines,Biomed_MDPI,918,2023-02-01
biometrics,Biometrics_ibs,315,2023-02-01
biomolecules,Biomol_MDPI,1301,2023-02-01
biophysical journal,BiophysJ,5708,2023-02-01
bioresources,BioResJournal,701,2023-02-01
bioscience trends,BST_Journal,13,2023-02-01
biosemiotics,Biosemiotics_J,341,2023-02-01
biosensors-basel,Biosensors_MDPI,1187,2023-02-01
biostatistics,biostatistics,4976,2023-02-01
biotechniques,MyBioTechniques,13636,2023-02-01
biotropica,Biotropica,5156,2023-02-01
bird conservation international,bci_journal,1609,2023-02-01
bjs open,BjsOpen,8955,2023-02-01
bju international,BJUIjournal,18950,2023-02-01
bladder cancer,BladderCaJrnl,2240,2023-02-01
blood,BloodJournal,46396,2023-02-01
blood advances,BloodAdvances,30715,2023-02-01
blood cancer journal,BloodCancerJnl,1751,2023-02-01
blood pressure monitoring,BloodPressureM,1557,2023-02-01
blood transfusion,BloodT_journal,1338,2023-02-01
bmc biology,BMCBiology,9628,2023-02-01
bmc medicine,BMCMedicine,9238,2023-02-01
bmc neurology,NeuroPsychBMC,1665,2023-02-01
bmc surgery,BMCSurgery,4706,2023-02-01
bmgn-the low countries historical review,BMGN_LCHR,2493,2023-02-01
bmj-british medical journal,bmj_latest,502101,2023-02-01
bmj evidence-based medicine,BMJ_EBM,10951,2023-02-01
bmj global health,GlobalHealthBMJ,17281,2023-02-01
bmj military health,MilitaryH_BMJ,2498,2023-02-01
bmj open,BMJ_Open,20586,2023-02-01
bmj open diabetes research & care,DiabetesRC,1110,2023-02-01
bmj paediatrics open,BMJ_PO,1040,2023-02-01
bmj quality & safety,BMJ_Qual_Saf,16664,2023-02-01
bmj sexual & reproductive health,BMJ_SRH,2666,2023-02-01
bmj supportive & palliative care,BMJ_SPCare,3487,2023-02-01
body & society,tcsjournalsage,7682,2023-02-01
bone & joint journal,BoneJointJ,31790,2023-02-01
bone & joint research,BoneJointRes,17113,2023-02-01
bone marrow transplantation,BMTjournal,3971,2023-02-01
book collector,BookCollectoruk,1228,2023-02-01
boreal environment research,BorealResearch,26,2023-02-01
boreas,BoreasJ1972,518,2023-02-01
boston university law review,BULawReview,3198,2023-02-01
botanica serbica,BSerbica,36,2023-02-01
botanical journal of the linnean society,BotJLinnSoc,3331,2023-02-01
brachytherapy,BrachyJournal,1018,2023-02-01
brain,Brain1878,53134,2023-02-01
brain behavior and immunity,BrainBehavImm,2296,2023-02-01
brain imaging and behavior,BrainImagBehav,8,2023-02-01
brain impairment,BrainImpairment,298,2023-02-01
brain pathology,brainpathol,1659,2023-02-01
brain sciences,BrainSci_MDPI,1609,2023-02-01
brain stimulation,brainstimj,3079,2023-02-01
brain structure & function,BrainStrucFunc,686,2023-02-01
brazilian journal of botany,BrJournalBotany,91,2023-02-01
brazilian journal of geology,BrazJGeology,413,2023-02-01
brazilian journal of physical therapy,BrazJPhysTher,1595,2023-02-01
brazilian journal of psychiatry,brazjpsychiatry,199,2023-02-01
breast cancer research,BCRJournal,1222,2023-02-01
british accounting review,bafa_bar,58,2023-02-01
british dental journal,The_BDJ,28979,2023-02-01
british educational research journal,BERJ_Editors,3203,2023-02-01
british journal for the history of philosophy,BJHP_1993,237,2023-02-01
british journal for the history of science,BJHSeditor,2348,2023-02-01
british journal for the philosophy of science,TheBJPS,6686,2023-02-01
british journal of aesthetics,BJAtweets,1666,2023-02-01
british journal of anaesthesia,BJAJournals,30378,2023-02-01
british journal of cancer,BrJCancer,3546,2023-02-01
british journal of clinical pharmacology,BritJClinPharm,3306,2023-02-01
british journal of dermatology,BrJDermatol,11308,2023-02-01
british journal of general practice,BJGPjournal,7765,2023-02-01
british journal of guidance & counselling,BJGCJournal,383,2023-02-01
british journal of learning disabilities,BJLD_Wiley,1734,2023-02-01
british journal of management,BJM_BAM,2919,2023-02-01
british journal of music education,BJMEMusic,791,2023-02-01
british journal of occupational therapy,BJOTeditor,7866,2023-02-01
british journal of oral & maxillofacial surgery,BJOMS_official,1597,2023-02-01
british journal of pharmacology,BrJPharmacol,6814,2023-02-01
british journal of political science,BJPolS,19070,2023-02-01
british journal of politics & international relations,BritJPIR,4359,2023-02-01
british journal of social work,BJofSW,6488,2023-02-01
british journal of sociology,bjsociology,2846,2023-02-01
british journal of sociology of education,BJSocEd,4885,2023-02-01
british journal of sports medicine,BJSM_BMJ,98735,2023-02-01
british journal of surgery,BJSurgery,41899,2023-02-01
brq-business research quarterly,BrqBusiness,86,2023-02-01
buffalo law review,buffalolawrev,159,2023-02-01
