journal_title,twitter,followers,date
acta paulista de enfermagem,ActaPaulEnferm,475,2022-10-01
acta pharmaceutica sinica b,ActaPharmSinB,1246,2022-10-01
acta physiologica,ActaPhysiol,110,2022-10-01
acta politica,ActaPolitica,517,2022-10-01
acta psychiatrica scandinavica,ActaPsychScand,1396,2022-10-01
acta societatis botanicorum poloniae,actasocbotpol,19,2022-10-01
acta sociologica,ActaSocJournal,874,2022-10-01
actas urologicas espanolas,actasurologicas,3575,2022-10-01
actuators,Actuators_MDPI,215,2022-10-01
addiction,AddictionJrnl,15120,2022-10-01
addiction research & theory,AddictResTheory,1761,2022-10-01
additive manufacturing,AdditiveJournal,196,2022-10-01
administrative law review,AdLawReview,928,2022-10-01
administrative science quarterly,ASQJournal,7709,2022-10-01
adult education quarterly,AEQjournal,802,2022-10-01
advanced biology,Adv_Biology,561,2022-10-01
advanced drug delivery reviews,ADDReditors,1941,2022-10-01
advanced synthesis & catalysis,AdvSynthCatal,3721,2022-10-01
advances in archaeological practice,aap_saaorg,2036,2022-10-01
advances in atmospheric sciences,AASjournal,788,2022-10-01
advances in clinical and experimental medicine,in_clinical,7,2022-10-01
advances in cognitive psychology,AdvCognPsychol,177,2022-10-01
advances in health sciences education,advhlthsciedu,464,2022-10-01
advances in neonatal care,ANCjournal,393,2022-10-01
advances in nursing science,ANSJournal,416,2022-10-01
advances in physiology education,AdvPhysiolEduc,286,2022-10-01
advances in skin & wound care,aswcjournal,5241,2022-10-01
advances in therapy,AdvancesTherapy,1232,2022-10-01
advances in weed science,AdvancesWeedSci,628,2022-10-01
aera open,AeraOpen,1411,2022-10-01
aeronautical journal,JournalAero,40,2022-10-01
aerosol and air quality research,AAQR2001,30,2022-10-01
aerosol science and technology,ASTJournal,374,2022-10-01
aerospace,Aerospace_MDPI,391,2022-10-01
aerospace america,AeroAmMag,1475,2022-10-01
aesthetic plastic surgery,aps_journal,924,2022-10-01
aesthetic surgery journal,ASJrnl,11202,2022-10-01
affilia-journal of women and social work,AffiliaJournal,701,2022-10-01
africa,AfricaIai,6481,2022-10-01
africa spectrum,AfricaSpectrum,61,2022-10-01
african affairs,AfrAfJournal,13065,2022-10-01
african american review,afamreview,253,2022-10-01
african economic history,AfricanEconHist,1696,2022-10-01
african invertebrates,AI_Journal,302,2022-10-01
african journal of emergency medicine,AfJEM,3975,2022-10-01
african journal of reproductive health,AJRHJOURNAL,98,2022-10-01
african journalism studies,AfrJournStud,520,2022-10-01
african studies,afrikanstudies,2116,2022-10-01
african studies review,ASRJournal,3840,2022-10-01
african zoology,africanzoology,650,2022-10-01
afterall,AfterallJournal,12056,2022-10-01
age and ageing,Age_and_Ageing,20763,2022-10-01
ageing & society,Ageing_Society,4191,2022-10-01
agenda,agendapoetry,901,2022-10-01
aging-us,AgingJrnl,2559,2022-10-01
aging & mental health,AgingMH,245,2022-10-01
aging cell,AgingCell,3242,2022-10-01
agricultural and forest entomology,AFEntomology,1522,2022-10-01
agricultural and forest meteorology,agformet,613,2022-10-01
agriculture-basel,AgricultureMdpi,1210,2022-10-01
agronomy-basel,Agronomy_Mdpi,2130,2022-10-01
agronomy for sustainable development,ASD_INRAE,803,2022-10-01
agronomy journal,AgronomyJournal,2847,2022-10-01
ai communications,AI_Comms,56,2022-10-01
aids,AIDS_Journal,2336,2022-10-01
aids and behavior,AIDSandBehavior,581,2022-10-01
alcohol,JournalAlcohol,940,2022-10-01
allergologia et immunopathologia,alletimm,6,2022-10-01
alpha psychiatry,AlphaPsychiatry,2636,2022-10-01
alzheimers research & therapy,AlzheimersRes,2180,2022-10-01
ambio,Ambio_Journal,245,2022-10-01
american anthropologist,AmAnthroJournal,6351,2022-10-01
american behavioral scientist,ABSjournal,182,2022-10-01
american biology teacher,ameghiniana,1019,2022-10-01
american book review,Amerbookreview,232,2022-10-01
american business law journal,the_ablj,268,2022-10-01
american criminal law review,AmCrimLRev,1916,2022-10-01
american educational research journal,aerj_journal,813,2022-10-01
american ethnologist,AmEthno,20977,2022-10-01
american family physician,AFPJournal,14793,2022-10-01
american heart journal,AmericanHeartJ,8635,2022-10-01
american historical review,AmHistReview,7435,2022-10-01
american journal of agricultural economics,AJAE_AAEA,5945,2022-10-01
american journal of bioethics,bioethics_net,12234,2022-10-01
american journal of clinical nutrition,AJCNutrition,6116,2022-10-01
american journal of clinical pathology,AJCPjournal,3270,2022-10-01
american journal of community psychology,A_J_Comm_Psych,873,2022-10-01
american journal of criminal justice,AJCJ_UNF,1,2022-10-01
american journal of critical care,ajccme,5920,2022-10-01
american journal of cultural sociology,CulturalSociol,1719,2022-10-01
american journal of drug and alcohol abuse,AJDAAJournal,1799,2022-10-01
american journal of epidemiology,AmJEpi,17458,2022-10-01
american journal of forensic medicine and pathology,amjforensicmed,783,2022-10-01
american journal of gastroenterology,AmJGastro,6304,2022-10-01
american journal of geriatric psychiatry,AmJGeriPsych,813,2022-10-01
american journal of health economics,AJHE_journal,1490,2022-10-01
american journal of human genetics,AJHGNews,9203,2022-10-01
american journal of hypertension,amjhypertension,385,2022-10-01
american journal of infection control,AJICJournal,7190,2022-10-01
american journal of international law,AJIL_andUnbound,8092,2022-10-01
american journal of kidney diseases,AJKDonline,32030,2022-10-01
american journal of managed care,AJMC_Journal,7315,2022-10-01
american journal of medical quality,AjmQonline,119,2022-10-01
american journal of medicine,amjmed,1571,2022-10-01
american journal of neuroradiology,TheAJNR,15716,2022-10-01
american journal of nursing,AmJNurs,56646,2022-10-01
american journal of obstetrics and gynecology,AJOG_thegray,23707,2022-10-01
american journal of ophthalmology,AJOphthalmology,7578,2022-10-01
american journal of otolaryngology,AmJOtol,510,2022-10-01
american journal of pathology,AJPathology,4971,2022-10-01
american journal of perinatology,AmJPerinatology,6179,2022-10-01
american journal of physics,JournalPhysics,1058,2022-10-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2137,2022-10-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,5049,2022-10-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,939,2022-10-01
american journal of physiology-renal physiology,AJPRenalEIC,1341,2022-10-01
american journal of political science,AJPS_Editor,17702,2022-10-01
american journal of preventive medicine,AmJPrevMed,3843,2022-10-01
american journal of primatology,AmJournalPrimat,3726,2022-10-01
american journal of psychiatry,AJP_ResJournal,2112,2022-10-01
american journal of public health,AMJPublicHealth,13270,2022-10-01
american journal of respiratory and critical care medicine,ATSBlueEditor,16397,2022-10-01
american journal of respiratory cell and molecular biology,AJRCMB,4572,2022-10-01
american journal of roentgenology,AJR_Radiology,6274,2022-10-01
american journal of sports medicine,AJSM_SportsMed,41230,2022-10-01
american journal of surgery,AmJSurgery,16611,2022-10-01
american journal of the medical sciences,AmJMedSci,286,2022-10-01
american journal of transplantation,amjtransplant,9388,2022-10-01
american journal of tropical medicine and hygiene,AJTMH,2584,2022-10-01
american laboratory,AmericanLab,7283,2022-10-01
american literary history,AmLitHist,2093,2022-10-01
american literature,amlitjournal,1571,2022-10-01
american naturalist,ASNAmNat,19478,2022-10-01
american nineteenth century history,ANCHjournal,643,2022-10-01
american poetry review,AmPoetryReview,14820,2022-10-01
american political science review,apsrjournal,14554,2022-10-01
american politics research,apr_journal,274,2022-10-01
american scholar,TheAmScho,15818,2022-10-01
american scientist,AmSciMag,32316,2022-10-01
american sociological review,ASR_Journal,9842,2022-10-01
americas,TAMquarterly,2655,2022-10-01
amfiteatru economic,AmfiteatruEc,5,2022-10-01
amphibian & reptile conservation,AR_Conservation,2426,2022-10-01
anaesthesia,Anaes_Journal,36730,2022-10-01
anaesthesia and intensive care,AICjournal,681,2022-10-01
anaesthesia critical care & pain medicine,AccpmJ,1639,2022-10-01
anais brasileiros de dermatologia,AnBrasDermatol,20,2022-10-01
anais da academia brasileira de ciencias,aabcjournal,281,2022-10-01
anales de psicologia,analesps,57,2022-10-01
analytical and bioanalytical chemistry,AnalBioanalChem,2091,2022-10-01
analytical chemistry,an_chem,10667,2022-10-01
analytical methods,MethodsRSC,3629,2022-10-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1442,2022-10-01
anatomical sciences education,AnatSciEduc,2055,2022-10-01
ancient mesoamerica,AMesoamerica,901,2022-10-01
anesthesia and analgesia,IARS_Journals,13983,2022-10-01
anesthesiology,_Anesthesiology,25584,2022-10-01
angelaki-journal of the theoretical humanities,AngelakiH,257,2022-10-01
angewandte chemie-international edition,angew_chem,78279,2022-10-01
animal,journal_animal,1079,2022-10-01
animal conservation,AnimalConserv,8616,2022-10-01
animal reproduction,AnimalReproduc1,383,2022-10-01
animals,Animals_MDPI,2864,2022-10-01
annales botanici fennici,annbotfenn,51,2022-10-01
annales de dermatologie et de venereologie,AnnDermato,201,2022-10-01
annales de pathologie,Annpathol,1339,2022-10-01
annales geophysicae,EGU_AnGeophys,41,2022-10-01
annales historiques de la revolution francaise,AhrfRevue,1484,2022-10-01
annales zoologici fennici,annzoolfenn,36,2022-10-01
annals of allergy asthma & immunology,AnnalsAllergy,1069,2022-10-01
annals of applied biology,Annapplbiol,594,2022-10-01
annals of botany,annbot,2527,2022-10-01
annals of clinical biochemistry,AnnClinBiochem,884,2022-10-01
annals of epidemiology,AnnalsOfEpi,132,2022-10-01
annals of family medicine,AnnFamMed,8079,2022-10-01
annals of forest science,AnnForSci,621,2022-10-01
annals of global health,AOGH_journal,108,2022-10-01
annals of hepatology,AnnalsofHepatol,989,2022-10-01
annals of human genetics,AHGEditor,109,2022-10-01
annals of intensive care,of_aic,1676,2022-10-01
annals of internal medicine,AnnalsofIM,61930,2022-10-01
annals of laboratory medicine,AnnLabMed,1316,2022-10-01
annals of oncology,Annals_Oncology,41007,2022-10-01
annals of pharmacotherapy,AnnalsofPharm,457,2022-10-01
annals of plastic surgery,AnnalsPlastic,125,2022-10-01
annals of saudi medicine,annsaudimed,1395,2022-10-01
annals of science,AnnalsOfScience,3946,2022-10-01
annals of surgery,AnnalsofSurgery,52575,2022-10-01
annals of the american thoracic society,AnnalsATS,10256,2022-10-01
annals of thoracic and cardiovascular surgery,ATCS_journal,563,2022-10-01
annals of thoracic surgery,annalsthorsurg,8516,2022-10-01
annals of vascular surgery,avsgjournal,2128,2022-10-01
antarctic science,Ant_Sci_Ltd,679,2022-10-01
anthropocene review,AnthropoceneRev,2828,2022-10-01
anthropological quarterly,AnthQuarterly,1049,2022-10-01
anthropological theory,Anthro_Theory,3292,2022-10-01
anthropology & education quarterly,AnthropologyEd4,440,2022-10-01
anthropology & medicine,AnthMedJournal,2029,2022-10-01
anthropology southern africa,ASnA_Editors,458,2022-10-01
anthrozoos,AnthrozoosJ,1090,2022-10-01
anti-cancer drugs,Anti_CancerDrug,144,2022-10-01
antibiotics-basel,antibioticsmdpi,1564,2022-10-01
antigonish review,TheAntigonish,1399,2022-10-01
antimicrobial resistance and infection control,ARICJournal,2142,2022-10-01
antipode,antipodeonline,24685,2022-10-01
antiquity,AntiquityJ,32368,2022-10-01
anuario calderoniano,acal_unav,314,2022-10-01
anuario de historia de la iglesia,ahig_unav,83,2022-10-01
anuario de psicologia juridica,AnPsiJuridica,1962,2022-10-01
aob plants,AoBPLANTS,1,2022-10-01
aorn journal,AORNJournal,3512,2022-10-01
aperture,aperturefnd,240376,2022-10-01
apl photonics,aplphotonics,1667,2022-10-01
apmis,APMISJournal,946,2022-10-01
apollo-the international art magazine,Apollo_magazine,32375,2022-10-01
applied and environmental microbiology,AppEnvMicro,1620,2022-10-01
applied developmental science,AppliedDevSci,74,2022-10-01
applied economic analysis,AeaApplied,5,2022-10-01
applied materials today,ApplMaterToday,1524,2022-10-01
applied mathematics and mechanics-english edition,ApplMathMech,21,2022-10-01
applied ontology,AppliedOntology,80,2022-10-01
applied physics reviews,AppliedPhysRev,1359,2022-10-01
applied sciences-basel,Applsci,2774,2022-10-01
applied spectroscopy,AppliedSpec,1438,2022-10-01
applied thermal engineering,Elsevier_ATE,129,2022-10-01
aquatic mammals,AquaticMammalsJ,55,2022-10-01
aquatic microbial ecology,AME_IntRes,232,2022-10-01
archaeological prospection,ARP_eds,92,2022-10-01
archaeology in oceania,in_oceania,198,2022-10-01
archaeometry,ArchaeometryJnl,576,2022-10-01
architectural record,ArchRecord,609879,2022-10-01
architectural review,ArchReview,130890,2022-10-01
architectural theory review,Arch_Theory_Rev,34,2022-10-01
archiv der pharmazie,Arch_Pharm,55,2022-10-01
archiv orientalni,ArchivOriental,99,2022-10-01
archives animal breeding,AAB_journal,85,2022-10-01
archives of disease in childhood,ADC_BMJ,6753,2022-10-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3672,2022-10-01
archives of medical science,ArchMedSci,669,2022-10-01
archives of rheumatology,ArchRheumatol,616,2022-10-01
archives of womens mental health,AWMH_Journal,885,2022-10-01
archivos argentinos de pediatria,arch_argent_ped,3918,2022-10-01
arctic antarctic and alpine research,arctic_alpine,118,2022-10-01
arctic science,ArcticScienceJ,2331,2022-10-01
ardea,ARDEA_journal,696,2022-10-01
ardeola-international journal of ornithology,ArdeolaJournal,3010,2022-10-01
arkivoc,arkivoc,63,2022-10-01
armed forces & society,AFS_SAGE,532,2022-10-01
arq-architectural research quarterly,arq_journal,82,2022-10-01
arquivos brasileiros de cardiologia,ArquivosSBC,1462,2022-10-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,624,2022-10-01
art history,AAH_Journal,5320,2022-10-01
art in america,ArtinAmerica,868361,2022-10-01
arte individuo y sociedad,IndividuoY,23,2022-10-01
arthritis research & therapy,ArthritisRes,3675,2022-10-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,19378,2022-10-01
arthuriana,Arthuriana_Jrnl,1923,2022-10-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,25,2022-10-01
artificial life,ARTL_journal,844,2022-10-01
artificial organs,ArtifOrgans,1327,2022-10-01
artmargins,ArtMargins,300,2022-10-01
artnews,artnews,289995,2022-10-01
arts & health,Arts_Health_Jnl,1666,2022-10-01
arts of asia,artsofasia2015,258,2022-10-01
asaio journal,asaiojournal,4055,2022-10-01
ashrae journal,ASHRAE_Journal,622,2022-10-01
asia & the pacific policy studies,APPSCrawford,115,2022-10-01
asia pacific law review,pacific_law,1506,2022-10-01
asian business & management,abmjournal,168,2022-10-01
asian ethnology,AsianEthnology,760,2022-10-01
asian journal of communication,AsianJComm,423,2022-10-01
asian journal of criminology,AJOCriminology,162,2022-10-01
asian journal of organic chemistry,AsianJOrgChem,3351,2022-10-01
asian journal of womens studies,ajws_ewha,29,2022-10-01
asian myrmecology,AsianMyrmecol,268,2022-10-01
asian studies review,AsianStudiesRev,1538,2022-10-01
asian survey,AsianSurvey,294,2022-10-01
asn neuro,ASNNEURO,145,2022-10-01
assistive technology,RESNAATJournal,326,2022-10-01
astrobiology,Astrobiology_jn,6885,2022-10-01
astronomy & astrophysics,AandA_journal,3180,2022-10-01
atalante-revista de estudios cinematograficos,RevistaAtalante,517,2022-10-01
atherosclerosis,ATHjournal,3525,2022-10-01
atmosphere,Atmosphere_MDPI,957,2022-10-01
atmospheric chemistry and physics,EGU_ACP,2397,2022-10-01
atmospheric science letters,IAP_AOSL,101,2022-10-01
atw-international journal for nuclear power,atw_Journal,165,2022-10-01
austral ecology,AustralEcology,1943,2022-10-01
australasian emergency care,AusEmergCare,1194,2022-10-01
australasian journal of educational technology,AJET_eds,1223,2022-10-01
australasian journal of philosophy,AustralJPhilos,179,2022-10-01
australasian journal on ageing,AgeingJ,832,2022-10-01
australasian psychiatry,AP_RANZCP,1444,2022-10-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,941,2022-10-01
australian and new zealand journal of public health,anzjph,2218,2022-10-01
australian archaeology,AustArchJ,761,2022-10-01
australian critical care,Aus_CC,2467,2022-10-01
australian economic history review,EcoHistoryAU,861,2022-10-01
australian educational researcher,AER_AARE,2368,2022-10-01
australian geographer,austgeog,1569,2022-10-01
australian historical studies,AHSjournal,2234,2022-10-01
australian journal of adult learning,journal_ajal,204,2022-10-01
australian journal of agricultural and resource economics,AJAREJournal,790,2022-10-01
australian journal of chemistry,AusJChem,361,2022-10-01
australian journal of grape and wine research,JournalGrape,61,2022-10-01
australian journal of international affairs,AustJIA,3101,2022-10-01
australian journal of political science,ausjpolsci,1709,2022-10-01
australian journal of politics and history,ajpandh,1322,2022-10-01
australian journal of primary health,AusJPrimHealth,442,2022-10-01
australian journal of public administration,AusJPA,1993,2022-10-01
australian journal of rural health,AusJRuralHealth,282,2022-10-01
australian journal of social issues,AusSocialIssues,566,2022-10-01
australian literary studies,ALSjournal,1001,2022-10-01
australian occupational therapy journal,AusOTJournal,1733,2022-10-01
australian social work,AusSocialWorkJ,2419,2022-10-01
austrian journal of political science,OZP_journal,726,2022-10-01
aut aut,aut_journal,198,2022-10-01
autism,journalautism,17755,2022-10-01
autonomous robots,AUROblog,2865,2022-10-01
avian biology research,AvianBiologyRes,4745,2022-10-01
avian conservation and ecology,AvianAce,1124,2022-10-01
avian research,avianres,151,2022-10-01
axioms,Axioms_MDPI,427,2022-10-01
balkan medical journal,balkanmedj,465,2022-10-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,445,2022-10-01
basic and applied ecology,BasicApplEcol,449,2022-10-01
basin research,BasinResearch,1779,2022-10-01
batteries-basel,batteriesmdpi,394,2022-10-01
batteries & supercaps,Batt_Supercaps,4039,2022-10-01
behavioral and brain functions,JournalBbf,229,2022-10-01
behavioral and brain sciences,BBSJournal,8385,2022-10-01
behavioral ecology,BehavEcol,10095,2022-10-01
behavioral medicine,Behavioral_Med,394,2022-10-01
behavioral neuroscience,BehavNeuro,3933,2022-10-01
behaviour change,AACBT_BEC,457,2022-10-01
beneficial microbes,journal_BM,960,2022-10-01
berliner journal fur soziologie,BerlinerJournal,2428,2022-10-01
bibliotheque de l ecole des chartes,LaBEClarevue,672,2022-10-01
big data,BigData_Journal,6117,2022-10-01
big data & society,BigDataSoc,21903,2022-10-01
bilig,biligdergisi,1483,2022-10-01
bioactive materials,BioactiveMat,467,2022-10-01
bioanalysis,fsgbio,1992,2022-10-01
biochemical journal,Biochem_Journal,598,2022-10-01
biochemistry,BiochemistryACS,6340,2022-10-01
biochemistry and molecular biology education,BAMBEdu,423,2022-10-01
bioconjugate chemistry,BioconjChem,3858,2022-10-01
biodemography and social biology,biodemography21,218,2022-10-01
biodiversity data journal,BioDataJournal,2200,2022-10-01
biodrugs,BioDrugsJournal,54,2022-10-01
bioenergy research,BioEnergyRE,79,2022-10-01
bioengineering-basel,Bioeng_MDPI,603,2022-10-01
biofabrication,Biofabrication,1623,2022-10-01
biogeochemistry,JBiogeochem,902,2022-10-01
biogeosciences,EGU_BioGeo,3446,2022-10-01
biogerontology,BiogerontologyJ,200,2022-10-01
bioimpacts,bioimpacts,5,2022-10-01
bioinspiration & biomimetics,BioinspBiomim,896,2022-10-01
biointerphases,biointerphases,374,2022-10-01
biological bulletin,BiolBulletin,618,2022-10-01
biological invasions,BioInvasions,2468,2022-10-01
biological journal of the linnean society,BiolJLinnSoc,2399,2022-10-01
biological psychiatry,BiologicalPsyc1,2971,2022-10-01
biological research for nursing,BRNJournal,119,2022-10-01
biology-basel,Biology_MDPI,1535,2022-10-01
biology & philosophy,Bio_and_Philo,2069,2022-10-01
biology of reproduction,BiolReprod,4358,2022-10-01
biology of sex differences,BiologySexDiff,1625,2022-10-01
biology of sport,BiolSport,3215,2022-10-01
biology open,BiologyOpen,3632,2022-10-01
biomacromolecules,Biomac_ACS,3978,2022-10-01
biomarkers in medicine,fsgbmm,1600,2022-10-01
biomaterials,Biomaterials_,4023,2022-10-01
biomaterials science,BioMaterSci,6595,2022-10-01
biomedical journal,BiomedJ,13797,2022-10-01
biomedical microdevices,BioMedMicroDev,26,2022-10-01
biomedicines,Biomed_MDPI,815,2022-10-01
biometrics,Biometrics_ibs,306,2022-10-01
biomolecules,Biomol_MDPI,1184,2022-10-01
biophysical journal,BiophysJ,5567,2022-10-01
bioresources,BioResJournal,680,2022-10-01
bioscience trends,BST_Journal,12,2022-10-01
biosemiotics,Biosemiotics_J,338,2022-10-01
biosensors-basel,Biosensors_MDPI,1100,2022-10-01
biostatistics,biostatistics,4932,2022-10-01
biotechniques,MyBioTechniques,13608,2022-10-01
biotropica,Biotropica,5130,2022-10-01
bird conservation international,bci_journal,1596,2022-10-01
bjs open,BjsOpen,8581,2022-10-01
bju international,BJUIjournal,18693,2022-10-01
bladder cancer,BladderCaJrnl,2198,2022-10-01
blood,BloodJournal,44040,2022-10-01
blood advances,BloodAdvances,30344,2022-10-01
blood cancer journal,BloodCancerJnl,1589,2022-10-01
blood pressure monitoring,BloodPressureM,1556,2022-10-01
blood transfusion,BloodT_journal,1239,2022-10-01
bmc biology,BMCBiology,9682,2022-10-01
bmc medicine,BMCMedicine,9174,2022-10-01
bmc neurology,NeuroPsychBMC,1675,2022-10-01
bmc surgery,BMCSurgery,4582,2022-10-01
bmgn-the low countries historical review,BMGN_LCHR,2508,2022-10-01
bmj-british medical journal,bmj_latest,498392,2022-10-01
bmj evidence-based medicine,BMJ_EBM,10775,2022-10-01
bmj global health,GlobalHealthBMJ,15597,2022-10-01
bmj military health,MilitaryH_BMJ,2451,2022-10-01
bmj open,BMJ_Open,20386,2022-10-01
bmj open diabetes research & care,DiabetesRC,1070,2022-10-01
bmj paediatrics open,BMJ_PO,1009,2022-10-01
bmj quality & safety,BMJ_Qual_Saf,16571,2022-10-01
bmj sexual & reproductive health,BMJ_SRH,2641,2022-10-01
bmj supportive & palliative care,BMJ_SPCare,3433,2022-10-01
body & society,tcsjournalsage,7290,2022-10-01
bone & joint journal,BoneJointJ,30824,2022-10-01
bone & joint research,BoneJointRes,16807,2022-10-01
bone marrow transplantation,BMTjournal,3858,2022-10-01
book collector,BookCollectoruk,1203,2022-10-01
boreal environment research,BorealResearch,26,2022-10-01
boreas,BoreasJ1972,494,2022-10-01
boston university law review,BULawReview,3122,2022-10-01
botanica serbica,BSerbica,22,2022-10-01
botanical journal of the linnean society,BotJLinnSoc,3203,2022-10-01
brachytherapy,BrachyJournal,985,2022-10-01
brain,Brain1878,48024,2022-10-01
brain behavior and immunity,BrainBehavImm,2180,2022-10-01
brain imaging and behavior,BrainImagBehav,7,2022-10-01
brain impairment,BrainImpairment,295,2022-10-01
brain pathology,brainpathol,1581,2022-10-01
brain sciences,BrainSci_MDPI,1419,2022-10-01
brain stimulation,brainstimj,2833,2022-10-01
brain structure & function,BrainStrucFunc,537,2022-10-01
brazilian journal of botany,BrJournalBotany,89,2022-10-01
brazilian journal of geology,BrazJGeology,405,2022-10-01
brazilian journal of physical therapy,BrazJPhysTher,1509,2022-10-01
brazilian journal of psychiatry,brazjpsychiatry,192,2022-10-01
breast cancer research,BCRJournal,1205,2022-10-01
british accounting review,bafa_bar,41,2022-10-01
british dental journal,The_BDJ,28539,2022-10-01
british educational research journal,BERJ_Editors,3120,2022-10-01
british journal for the history of philosophy,BJHP_1993,205,2022-10-01
british journal for the history of science,BJHSeditor,2387,2022-10-01
british journal for the philosophy of science,TheBJPS,6718,2022-10-01
british journal of aesthetics,BJAtweets,1595,2022-10-01
british journal of anaesthesia,BJAJournals,28300,2022-10-01
british journal of cancer,BrJCancer,3496,2022-10-01
british journal of clinical pharmacology,BritJClinPharm,3162,2022-10-01
british journal of dermatology,BrJDermatol,10862,2022-10-01
british journal of general practice,BJGPjournal,7550,2022-10-01
british journal of guidance & counselling,BJGCJournal,383,2022-10-01
british journal of learning disabilities,BJLD_Wiley,1639,2022-10-01
british journal of management,BJM_BAM,2822,2022-10-01
british journal of music education,BJMEMusic,797,2022-10-01
british journal of occupational therapy,BJOTeditor,7499,2022-10-01
british journal of oral & maxillofacial surgery,BJOMS_official,1477,2022-10-01
british journal of pharmacology,BrJPharmacol,6563,2022-10-01
british journal of political science,BJPolS,18681,2022-10-01
british journal of politics & international relations,BritJPIR,4181,2022-10-01
british journal of social work,BJofSW,6214,2022-10-01
british journal of sociology,bjsociology,2773,2022-10-01
british journal of sociology of education,BJSocEd,4686,2022-10-01
british journal of sports medicine,BJSM_BMJ,95335,2022-10-01
british journal of surgery,BJSurgery,40154,2022-10-01
brq-business research quarterly,BrqBusiness,80,2022-10-01
buffalo law review,buffalolawrev,159,2022-10-01
