journal_title,twitter,followers,date
advances in nursing science,ANSJournal,418,2023-05-01
advances in physiology education,AdvPhysiolEduc,572,2023-05-01
advances in skin & wound care,aswcjournal,5270,2023-05-01
advances in therapy,AdvancesTherapy,1229,2023-05-01
advances in weed science,AdvancesWeedSci,764,2023-05-01
aera open,AeraOpen,1452,2023-05-01
aeronautical journal,JournalAero,40,2023-05-01
aerosol and air quality research,AAQR2001,34,2023-05-01
aerosol science and technology,ASTJournal,426,2023-05-01
aerospace,Aerospace_MDPI,444,2023-05-01
aerospace america,AeroAmMag,1590,2023-05-01
aesthetic plastic surgery,aps_journal,1071,2023-05-01
aesthetic surgery journal,ASJrnl,11580,2023-05-01
affilia-journal of women and social work,AffiliaJournal,783,2023-05-01
africa,AfricaIai,6883,2023-05-01
africa spectrum,AfricaSpectrum,389,2023-05-01
african affairs,AfrAfJournal,13062,2023-05-01
african economic history,AfricanEconHist,1893,2023-05-01
african invertebrates,AI_Journal,321,2023-05-01
african journal of emergency medicine,AfJEM,4075,2023-05-01
african journal of reproductive health,AJRHJOURNAL,110,2023-05-01
african journalism studies,AfrJournStud,575,2023-05-01
african studies,afrikanstudies,2187,2023-05-01
african studies review,ASRJournal,4217,2023-05-01
afterall,AfterallJournal,11859,2023-05-01
age and ageing,Age_and_Ageing,22403,2023-05-01
ageing & society,Ageing_Society,4204,2023-05-01
agenda,agendapoetry,917,2023-05-01
aging-us,AgingJrnl,2887,2023-05-01
aging & mental health,AgingMH,296,2023-05-01
aging cell,AgingCell,3634,2023-05-01
agricultural and forest entomology,AFEntomology,1650,2023-05-01
agricultural and forest meteorology,agformet,764,2023-05-01
agriculture-basel,AgricultureMdpi,1362,2023-05-01
agronomy-basel,Agronomy_Mdpi,2447,2023-05-01
agronomy for sustainable development,ASD_INRAE,814,2023-05-01
agronomy journal,AgronomyJournal,3141,2023-05-01
ai communications,AI_Comms,64,2023-05-01
aids,AIDS_Journal,2349,2023-05-01
aids and behavior,AIDSandBehavior,583,2023-05-01
alcohol,JournalAlcohol,961,2023-05-01
allergologia et immunopathologia,alletimm,8,2023-05-01
alpha psychiatry,AlphaPsychiatry,2761,2023-05-01
alzheimers research & therapy,AlzheimersRes,2260,2023-05-01
ambio,Ambio_Journal,256,2023-05-01
american anthropologist,AmAnthroJournal,6768,2023-05-01
american behavioral scientist,ABSjournal,196,2023-05-01
american biology teacher,ameghiniana,1041,2023-05-01
american book review,Amerbookreview,230,2023-05-01
american business law journal,the_ablj,273,2023-05-01
american criminal law review,AmCrimLRev,1913,2023-05-01
american educational research journal,aerj_journal,864,2023-05-01
american ethnologist,AmEthno,21031,2023-05-01
american family physician,AFPJournal,14802,2023-05-01
american heart journal,AmericanHeartJ,9842,2023-05-01
american historical review,AmHistReview,7900,2023-05-01
american journal of agricultural economics,AJAE_AAEA,6587,2023-05-01
american journal of bioethics,bioethics_net,12242,2023-05-01
american journal of clinical nutrition,AJCNutrition,6936,2023-05-01
american journal of clinical pathology,AJCPjournal,3320,2023-05-01
american journal of community psychology,A_J_Comm_Psych,960,2023-05-01
american journal of criminal justice,AJCJ_UNF,2,2023-05-01
american journal of critical care,ajccme,5752,2023-05-01
american journal of cultural sociology,CulturalSociol,1801,2023-05-01
american journal of drug and alcohol abuse,AJDAAJournal,2015,2023-05-01
american journal of epidemiology,AmJEpi,17835,2023-05-01
american journal of forensic medicine and pathology,amjforensicmed,800,2023-05-01
american journal of gastroenterology,AmJGastro,7920,2023-05-01
american journal of geriatric psychiatry,AmJGeriPsych,830,2023-05-01
american journal of health economics,AJHE_journal,1500,2023-05-01
american journal of human genetics,AJHGNews,9518,2023-05-01
american journal of hypertension,amjhypertension,587,2023-05-01
american journal of infection control,AJICJournal,7312,2023-05-01
american journal of international law,AJIL_andUnbound,8674,2023-05-01
american journal of kidney diseases,AJKDonline,35891,2023-05-01
american journal of managed care,AJMC_Journal,7318,2023-05-01
american journal of medical quality,AjmQonline,134,2023-05-01
american journal of medicine,amjmed,1704,2023-05-01
american journal of neuroradiology,TheAJNR,17983,2023-05-01
american journal of nursing,AmJNurs,55584,2023-05-01
american journal of obstetrics and gynecology,AJOG_thegray,25396,2023-05-01
american journal of ophthalmology,AJOphthalmology,8142,2023-05-01
american journal of otolaryngology,AmJOtol,552,2023-05-01
american journal of pathology,AJPathology,5544,2023-05-01
american journal of perinatology,AmJPerinatology,6412,2023-05-01
american journal of physics,JournalPhysics,1134,2023-05-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2349,2023-05-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,5647,2023-05-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,978,2023-05-01
american journal of physiology-renal physiology,AJPRenalEIC,1612,2023-05-01
american journal of political science,AJPS_Editor,18416,2023-05-01
american journal of preventive medicine,AmJPrevMed,3962,2023-05-01
american journal of primatology,AmJournalPrimat,3799,2023-05-01
american journal of psychiatry,AJP_ResJournal,2133,2023-05-01
american journal of public health,AMJPublicHealth,13558,2023-05-01
american journal of respiratory and critical care medicine,ATSBlueEditor,17424,2023-05-01
american journal of respiratory cell and molecular biology,AJRCMB,4865,2023-05-01
american journal of roentgenology,AJR_Radiology,8076,2023-05-01
american journal of sports medicine,AJSM_SportsMed,42346,2023-05-01
american journal of surgery,AmJSurgery,18273,2023-05-01
american journal of the medical sciences,AmJMedSci,292,2023-05-01
american journal of transplantation,amjtransplant,9737,2023-05-01
american journal of tropical medicine and hygiene,AJTMH,2664,2023-05-01
american laboratory,AmericanLab,7191,2023-05-01
american literary history,AmLitHist,2138,2023-05-01
american literature,amlitjournal,1587,2023-05-01
american naturalist,ASNAmNat,19524,2023-05-01
american nineteenth century history,ANCHjournal,628,2023-05-01
american poetry review,AmPoetryReview,15287,2023-05-01
american political science review,apsrjournal,16704,2023-05-01
american politics research,apr_journal,280,2023-05-01
american scholar,TheAmScho,15546,2023-05-01
american scientist,AmSciMag,32434,2023-05-01
american sociological review,ASR_Journal,10283,2023-05-01
americas,TAMquarterly,2804,2023-05-01
amfiteatru economic,AmfiteatruEc,5,2023-05-01
amphibian & reptile conservation,AR_Conservation,2411,2023-05-01
anaesthesia,Anaes_Journal,40039,2023-05-01
anaesthesia and intensive care,AICjournal,787,2023-05-01
anaesthesia critical care & pain medicine,AccpmJ,2000,2023-05-01
anais brasileiros de dermatologia,AnBrasDermatol,22,2023-05-01
anais da academia brasileira de ciencias,aabcjournal,287,2023-05-01
anales de psicologia,analesps,61,2023-05-01
analytical and bioanalytical chemistry,AnalBioanalChem,2232,2023-05-01
analytical chemistry,an_chem,11335,2023-05-01
analytical methods,MethodsRSC,3714,2023-05-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,1836,2023-05-01
anatomical sciences education,AnatSciEduc,2278,2023-05-01
ancient mesoamerica,AMesoamerica,969,2023-05-01
anesthesia and analgesia,IARS_Journals,15917,2023-05-01
anesthesiology,_Anesthesiology,29993,2023-05-01
angelaki-journal of the theoretical humanities,AngelakiH,256,2023-05-01
angewandte chemie-international edition,angew_chem,89676,2023-05-01
animal,journal_animal,1294,2023-05-01
animal conservation,AnimalConserv,8584,2023-05-01
animal reproduction,AnimalReproduc1,389,2023-05-01
animals,Animals_MDPI,3078,2023-05-01
annales botanici fennici,annbotfenn,53,2023-05-01
annales de dermatologie et de venereologie,AnnDermato,237,2023-05-01
annales de pathologie,Annpathol,1367,2023-05-01
annales geophysicae,EGU_AnGeophys,48,2023-05-01
annales historiques de la revolution francaise,AhrfRevue,1608,2023-05-01
annales zoologici fennici,annzoolfenn,41,2023-05-01
annals of allergy asthma & immunology,AnnalsAllergy,1312,2023-05-01
annals of applied biology,Annapplbiol,602,2023-05-01
annals of botany,annbot,4012,2023-05-01
annals of clinical biochemistry,AnnClinBiochem,897,2023-05-01
annals of epidemiology,AnnalsOfEpi,142,2023-05-01
annals of family medicine,AnnFamMed,8316,2023-05-01
annals of forest science,AnnForSci,663,2023-05-01
annals of global health,AOGH_journal,129,2023-05-01
annals of hepatology,AnnalsofHepatol,1157,2023-05-01
annals of human genetics,AHGEditor,119,2023-05-01
annals of intensive care,of_aic,2171,2023-05-01
annals of internal medicine,AnnalsofIM,63935,2023-05-01
annals of laboratory medicine,AnnLabMed,1530,2023-05-01
annals of oncology,Annals_Oncology,42823,2023-05-01
annals of pharmacotherapy,AnnalsofPharm,498,2023-05-01
annals of plastic surgery,AnnalsPlastic,185,2023-05-01
annals of saudi medicine,annsaudimed,1405,2023-05-01
annals of science,AnnalsOfScience,4315,2023-05-01
annals of surgery,AnnalsofSurgery,54442,2023-05-01
annals of the american thoracic society,AnnalsATS,10722,2023-05-01
annals of thoracic and cardiovascular surgery,ATCS_journal,632,2023-05-01
annals of thoracic surgery,annalsthorsurg,9208,2023-05-01
annals of vascular surgery,avsgjournal,2291,2023-05-01
antarctic science,Ant_Sci_Ltd,754,2023-05-01
anthropocene review,AnthropoceneRev,2806,2023-05-01
anthropological quarterly,AnthQuarterly,1023,2023-05-01
anthropological theory,Anthro_Theory,3516,2023-05-01
anthropology & education quarterly,AnthropologyEd4,466,2023-05-01
anthropology & medicine,AnthMedJournal,1993,2023-05-01
anthropology southern africa,ASnA_Editors,504,2023-05-01
anthrozoos,AnthrozoosJ,1389,2023-05-01
anti-cancer drugs,Anti_CancerDrug,144,2023-05-01
antibiotics-basel,antibioticsmdpi,1834,2023-05-01
antigonish review,TheAntigonish,1349,2023-05-01
antimicrobial resistance and infection control,ARICJournal,2397,2023-05-01
antipode,antipodeonline,26036,2023-05-01
antiquity,AntiquityJ,36003,2023-05-01
anuario calderoniano,acal_unav,342,2023-05-01
anuario de historia de la iglesia,ahig_unav,100,2023-05-01
anuario de psicologia juridica,AnPsiJuridica,2061,2023-05-01
aob plants,AoBPLANTS,1,2023-05-01
aorn journal,AORNJournal,3470,2023-05-01
aperture,aperturefnd,237670,2023-05-01
apl photonics,aplphotonics,2032,2023-05-01
apmis,APMISJournal,995,2023-05-01
apollo-the international art magazine,Apollo_magazine,32610,2023-05-01
applied and environmental microbiology,AppEnvMicro,1632,2023-05-01
applied developmental science,AppliedDevSci,74,2023-05-01
applied economic analysis,AeaApplied,6,2023-05-01
applied materials today,ApplMaterToday,1519,2023-05-01
applied mathematics and mechanics-english edition,ApplMathMech,21,2023-05-01
applied ontology,AppliedOntology,85,2023-05-01
applied physics reviews,AppliedPhysRev,1516,2023-05-01
applied sciences-basel,Applsci,3087,2023-05-01
applied spectroscopy,AppliedSpec,1456,2023-05-01
applied thermal engineering,Elsevier_ATE,140,2023-05-01
aquatic mammals,AquaticMammalsJ,66,2023-05-01
aquatic microbial ecology,AME_IntRes,242,2023-05-01
archaeological prospection,ARP_eds,140,2023-05-01
archaeology in oceania,in_oceania,201,2023-05-01
archaeometry,ArchaeometryJnl,710,2023-05-01
architectural record,ArchRecord,602514,2023-05-01
architectural review,ArchReview,131669,2023-05-01
architectural theory review,Arch_Theory_Rev,39,2023-05-01
archiv der pharmazie,Arch_Pharm,59,2023-05-01
archiv orientalni,ArchivOriental,114,2023-05-01
archives animal breeding,AAB_journal,96,2023-05-01
archives of disease in childhood,ADC_BMJ,6878,2023-05-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3731,2023-05-01
archives of medical science,ArchMedSci,701,2023-05-01
archives of rheumatology,ArchRheumatol,643,2023-05-01
archives of sexual behavior,ArchSexBehav,164,2023-05-01
archives of womens mental health,AWMH_Journal,953,2023-05-01
archivos argentinos de pediatria,arch_argent_ped,3921,2023-05-01
arctic antarctic and alpine research,arctic_alpine,177,2023-05-01
arctic science,ArcticScienceJ,2609,2023-05-01
ardea,ARDEA_journal,690,2023-05-01
ardeola-international journal of ornithology,ArdeolaJournal,3230,2023-05-01
arkivoc,arkivoc,73,2023-05-01
armed forces & society,AFS_SAGE,526,2023-05-01
arq-architectural research quarterly,arq_journal,88,2023-05-01
arquivos brasileiros de cardiologia,ArquivosSBC,1538,2023-05-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,750,2023-05-01
art history,AAH_Journal,5570,2023-05-01
art in america,ArtinAmerica,857719,2023-05-01
arte individuo y sociedad,IndividuoY,30,2023-05-01
arthritis research & therapy,ArthritisRes,3670,2023-05-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,21285,2023-05-01
arthuriana,Arthuriana_Jrnl,1918,2023-05-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,28,2023-05-01
artificial life,ARTL_journal,1001,2023-05-01
artificial organs,ArtifOrgans,1466,2023-05-01
artmargins,ArtMargins,298,2023-05-01
artnews,artnews,296851,2023-05-01
arts & health,Arts_Health_Jnl,1849,2023-05-01
arts of asia,artsofasia2015,284,2023-05-01
asaio journal,asaiojournal,4238,2023-05-01
ashrae journal,ASHRAE_Journal,627,2023-05-01
asia & the pacific policy studies,APPSCrawford,132,2023-05-01
asia pacific law review,pacific_law,1685,2023-05-01
asian business & management,abmjournal,183,2023-05-01
asian ethnology,AsianEthnology,748,2023-05-01
asian journal of communication,AsianJComm,496,2023-05-01
asian journal of criminology,AJOCriminology,201,2023-05-01
asian journal of organic chemistry,AsianJOrgChem,3698,2023-05-01
asian journal of womens studies,ajws_ewha,66,2023-05-01
asian myrmecology,AsianMyrmecol,288,2023-05-01
asian studies review,AsianStudiesRev,1618,2023-05-01
asian survey,AsianSurvey,323,2023-05-01
asn neuro,ASNNEURO,140,2023-05-01
assistive technology,RESNAATJournal,440,2023-05-01
astrobiology,Astrobiology_jn,6959,2023-05-01
astronomy & astrophysics,AandA_journal,3301,2023-05-01
atalante-revista de estudios cinematograficos,RevistaAtalante,594,2023-05-01
atherosclerosis,ATHjournal,4286,2023-05-01
atmosphere,Atmosphere_MDPI,1047,2023-05-01
atmospheric chemistry and physics,EGU_ACP,2754,2023-05-01
atmospheric science letters,IAP_AOSL,99,2023-05-01
atw-international journal for nuclear power,atw_Journal,164,2023-05-01
austral ecology,AustralEcology,2106,2023-05-01
australasian emergency care,AusEmergCare,1193,2023-05-01
australasian journal of educational technology,AJET_eds,1274,2023-05-01
australasian journal of philosophy,AustralJPhilos,216,2023-05-01
australasian journal on ageing,AgeingJ,889,2023-05-01
australasian psychiatry,AP_RANZCP,1742,2023-05-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,963,2023-05-01
australian and new zealand journal of public health,anzjph,2261,2023-05-01
australian archaeology,AustArchJ,836,2023-05-01
australian critical care,Aus_CC,2611,2023-05-01
australian economic history review,EcoHistoryAU,947,2023-05-01
australian educational researcher,AER_AARE,2458,2023-05-01
australian geographer,austgeog,1619,2023-05-01
australian historical studies,AHSjournal,2295,2023-05-01
australian journal of adult learning,journal_ajal,216,2023-05-01
australian journal of agricultural and resource economics,AJAREJournal,904,2023-05-01
australian journal of chemistry,AusJChem,362,2023-05-01
australian journal of grape and wine research,JournalGrape,66,2023-05-01
australian journal of international affairs,AustJIA,3110,2023-05-01
australian journal of political science,ausjpolsci,1685,2023-05-01
australian journal of politics and history,ajpandh,1313,2023-05-01
australian journal of primary health,AusJPrimHealth,441,2023-05-01
australian journal of public administration,AusJPA,2033,2023-05-01
australian journal of rural health,AusJRuralHealth,293,2023-05-01
australian journal of social issues,AusSocialIssues,592,2023-05-01
australian literary studies,ALSjournal,1023,2023-05-01
australian occupational therapy journal,AusOTJournal,1771,2023-05-01
australian social work,AusSocialWorkJ,2487,2023-05-01
austrian journal of political science,OZP_journal,787,2023-05-01
aut aut,aut_journal,196,2023-05-01
autism,journalautism,18488,2023-05-01
autonomous robots,AUROblog,2793,2023-05-01
avian biology research,AvianBiologyRes,4609,2023-05-01
avian conservation and ecology,AvianAce,1131,2023-05-01
avian research,avianres,181,2023-05-01
axioms,Axioms_MDPI,495,2023-05-01
balkan medical journal,balkanmedj,491,2023-05-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,535,2023-05-01
basic and applied ecology,BasicApplEcol,538,2023-05-01
basin research,BasinResearch,1796,2023-05-01
batteries-basel,batteriesmdpi,505,2023-05-01
batteries & supercaps,Batt_Supercaps,4356,2023-05-01
behavioral and brain functions,JournalBbf,302,2023-05-01
behavioral and brain sciences,BBSJournal,8416,2023-05-01
behavioral ecology,BehavEcol,10381,2023-05-01
behavioral medicine,Behavioral_Med,385,2023-05-01
behavioral neuroscience,BehavNeuro,3973,2023-05-01
behaviour change,AACBT_BEC,482,2023-05-01
beneficial microbes,journal_BM,1002,2023-05-01
berliner journal fur soziologie,BerlinerJournal,2733,2023-05-01
bibliotheque de l ecole des chartes,LaBEClarevue,696,2023-05-01
big data,BigData_Journal,6062,2023-05-01
big data & society,BigDataSoc,22351,2023-05-01
bilig,biligdergisi,1647,2023-05-01
bioactive materials,BioactiveMat,625,2023-05-01
bioanalysis,fsgbio,1999,2023-05-01
biochemical journal,Biochem_Journal,786,2023-05-01
biochemistry,BiochemistryACS,7013,2023-05-01
biochemistry and molecular biology education,BAMBEdu,436,2023-05-01
bioconjugate chemistry,BioconjChem,4047,2023-05-01
biodemography and social biology,biodemography21,240,2023-05-01
biodiversity data journal,BioDataJournal,2346,2023-05-01
biodrugs,BioDrugsJournal,59,2023-05-01
bioenergy research,BioEnergyRE,94,2023-05-01
bioengineering-basel,Bioeng_MDPI,768,2023-05-01
biofabrication,Biofabrication,1700,2023-05-01
biogeochemistry,JBiogeochem,906,2023-05-01
biogeosciences,EGU_BioGeo,3574,2023-05-01
biogerontology,BiogerontologyJ,202,2023-05-01
bioimpacts,bioimpacts,5,2023-05-01
bioinspiration & biomimetics,BioinspBiomim,944,2023-05-01
biointerphases,biointerphases,375,2023-05-01
biological bulletin,BiolBulletin,613,2023-05-01
biological invasions,BioInvasions,2479,2023-05-01
biological journal of the linnean society,BiolJLinnSoc,2410,2023-05-01
biological psychiatry,BiologicalPsyc1,3387,2023-05-01
biological research for nursing,BRNJournal,120,2023-05-01
biology-basel,Biology_MDPI,1711,2023-05-01
biology & philosophy,Bio_and_Philo,2093,2023-05-01
biology of reproduction,BiolReprod,4591,2023-05-01
biology of sex differences,BiologySexDiff,1776,2023-05-01
biology of sport,BiolSport,3456,2023-05-01
biology open,BiologyOpen,3727,2023-05-01
biomacromolecules,Biomac_ACS,3956,2023-05-01
biomarkers in medicine,fsgbmm,1593,2023-05-01
biomaterials,Biomaterials_,4369,2023-05-01
biomaterials science,BioMaterSci,6848,2023-05-01
biomedical journal,BiomedJ,14150,2023-05-01
biomedical microdevices,BioMedMicroDev,28,2023-05-01
biomedicines,Biomed_MDPI,974,2023-05-01
biometrics,Biometrics_ibs,318,2023-05-01
biomolecules,Biomol_MDPI,1351,2023-05-01
biophysical journal,BiophysJ,5936,2023-05-01
bioresources,BioResJournal,725,2023-05-01
bioscience trends,BST_Journal,13,2023-05-01
biosemiotics,Biosemiotics_J,348,2023-05-01
biosensors-basel,Biosensors_MDPI,1264,2023-05-01
biostatistics,biostatistics,5008,2023-05-01
biotechniques,MyBioTechniques,13641,2023-05-01
biotropica,Biotropica,5251,2023-05-01
bird conservation international,bci_journal,1621,2023-05-01
bjs open,BjsOpen,9305,2023-05-01
bju international,BJUIjournal,19125,2023-05-01
bladder cancer,BladderCaJrnl,2282,2023-05-01
blood,BloodJournal,47720,2023-05-01
blood advances,BloodAdvances,30969,2023-05-01
blood cancer journal,BloodCancerJnl,1915,2023-05-01
blood pressure monitoring,BloodPressureM,1567,2023-05-01
blood transfusion,BloodT_journal,1393,2023-05-01
bmc biology,BMCBiology,9596,2023-05-01
bmc medicine,BMCMedicine,9287,2023-05-01
bmc neurology,NeuroPsychBMC,1672,2023-05-01
bmc surgery,BMCSurgery,4868,2023-05-01
bmgn-the low countries historical review,BMGN_LCHR,2514,2023-05-01
bmj-british medical journal,bmj_latest,505159,2023-05-01
bmj evidence-based medicine,BMJ_EBM,11118,2023-05-01
bmj global health,GlobalHealthBMJ,17793,2023-05-01
bmj military health,MilitaryH_BMJ,2549,2023-05-01
bmj open,BMJ_Open,20821,2023-05-01
bmj open diabetes research & care,DiabetesRC,1137,2023-05-01
bmj paediatrics open,BMJ_PO,1132,2023-05-01
bmj quality & safety,BMJ_Qual_Saf,16725,2023-05-01
bmj sexual & reproductive health,BMJ_SRH,2718,2023-05-01
bmj supportive & palliative care,BMJ_SPCare,3549,2023-05-01
body & society,tcsjournalsage,7776,2023-05-01
bone & joint journal,BoneJointJ,32462,2023-05-01
bone & joint research,BoneJointRes,17338,2023-05-01
bone marrow transplantation,BMTjournal,4000,2023-05-01
book collector,BookCollectoruk,1251,2023-05-01
boreal environment research,BorealResearch,32,2023-05-01
boreas,BoreasJ1972,549,2023-05-01
boston university law review,BULawReview,3265,2023-05-01
botanica serbica,BSerbica,39,2023-05-01
botanical journal of the linnean society,BotJLinnSoc,3482,2023-05-01
brachytherapy,BrachyJournal,1039,2023-05-01
brain,Brain1878,56476,2023-05-01
brain behavior and immunity,BrainBehavImm,2381,2023-05-01
brain imaging and behavior,BrainImagBehav,8,2023-05-01
brain impairment,BrainImpairment,299,2023-05-01
brain pathology,brainpathol,1696,2023-05-01
brain sciences,BrainSci_MDPI,1690,2023-05-01
brain stimulation,brainstimj,3278,2023-05-01
brain structure & function,BrainStrucFunc,727,2023-05-01
brazilian journal of botany,BrJournalBotany,99,2023-05-01
brazilian journal of geology,BrazJGeology,415,2023-05-01
brazilian journal of physical therapy,BrazJPhysTher,1646,2023-05-01
brazilian journal of psychiatry,brazjpsychiatry,210,2023-05-01
breast cancer research,BCRJournal,1242,2023-05-01
british accounting review,bafa_bar,76,2023-05-01
british dental journal,The_BDJ,29228,2023-05-01
british educational research journal,BERJ_Editors,3213,2023-05-01
british journal for the history of philosophy,BJHP_1993,251,2023-05-01
british journal for the history of science,BJHSeditor,2345,2023-05-01
british journal for the philosophy of science,TheBJPS,6719,2023-05-01
british journal of aesthetics,BritJAesth,498,2023-05-01
british journal of anaesthesia,BJAJournals,32192,2023-05-01
british journal of cancer,BrJCancer,3608,2023-05-01
british journal of clinical pharmacology,BritJClinPharm,3401,2023-05-01
british journal of dermatology,BrJDermatol,11599,2023-05-01
british journal of general practice,BJGPjournal,7909,2023-05-01
british journal of guidance & counselling,BJGCJournal,387,2023-05-01
british journal of learning disabilities,BJLD_Wiley,1787,2023-05-01
british journal of management,BJM_BAM,3034,2023-05-01
british journal of music education,BJMEMusic,794,2023-05-01
british journal of occupational therapy,BJOTeditor,8135,2023-05-01
british journal of oral & maxillofacial surgery,BJOMS_official,1686,2023-05-01
british journal of pharmacology,BrJPharmacol,6988,2023-05-01
british journal of political science,BJPolS,19366,2023-05-01
british journal of politics & international relations,BritJPIR,4417,2023-05-01
british journal of social work,BJofSW,6641,2023-05-01
british journal of sociology,bjsociology,2893,2023-05-01
british journal of sociology of education,BJSocEd,4956,2023-05-01
british journal of sports medicine,BJSM_BMJ,101156,2023-05-01
british journal of surgery,BJSurgery,43338,2023-05-01
brq-business research quarterly,BrqBusiness,88,2023-05-01
buffalo law review,buffalolawrev,160,2023-05-01
