journal_title,twitter,followers,date
acta sociologica,ActaSocJournal,929,2023-09-01
actas urologicas espanolas,actasurologicas,4003,2023-09-01
actuators,Actuators_MDPI,265,2023-09-01
addiction,AddictionJrnl,15234,2023-09-01
addiction research & theory,AddictResTheory,1952,2023-09-01
additive manufacturing,AdditiveJournal,216,2023-09-01
administrative law review,AdLawReview,934,2023-09-01
administrative science quarterly,ASQJournal,8080,2023-09-01
adult education quarterly,AEQjournal,762,2023-09-01
advanced biology,Adv_Biology,601,2023-09-01
advanced drug delivery reviews,ADDReditors,2241,2023-09-01
advanced synthesis & catalysis,AdvSynthCatal,5070,2023-09-01
advances in archaeological practice,aap_saaorg,2272,2023-09-01
advances in atmospheric sciences,AASjournal,771,2023-09-01
advances in clinical and experimental medicine,in_clinical,8,2023-09-01
advances in cognitive psychology,AdvCognPsychol,311,2023-09-01
advances in health sciences education,advhlthsciedu,489,2023-09-01
advances in neonatal care,ANCjournal,414,2023-09-01
advances in nursing science,ANSJournal,422,2023-09-01
advances in physiology education,AdvPhysiolEduc,681,2023-09-01
advances in skin & wound care,aswcjournal,5280,2023-09-01
advances in therapy,AdvancesTherapy,1217,2023-09-01
advances in weed science,AdvancesWeedSci,905,2023-09-01
aera open,AeraOpen,1460,2023-09-01
aeronautical journal,JournalAero,40,2023-09-01
aerosol and air quality research,AAQR2001,40,2023-09-01
aerosol science and technology,ASTJournal,447,2023-09-01
aerospace,Aerospace_MDPI,475,2023-09-01
aerospace america,AeroAmMag,1670,2023-09-01
aesthetic plastic surgery,aps_journal,1120,2023-09-01
aesthetic surgery journal,ASJrnl,11789,2023-09-01
affilia-journal of women and social work,AffiliaJournal,839,2023-09-01
africa,AfricaIai,7171,2023-09-01
africa spectrum,AfricaSpectrum,493,2023-09-01
african affairs,AfrAfJournal,12980,2023-09-01
african economic history,AfricanEconHist,2005,2023-09-01
african invertebrates,AI_Journal,330,2023-09-01
african journal of emergency medicine,AfJEM,4089,2023-09-01
african journal of reproductive health,AJRHJOURNAL,113,2023-09-01
african journalism studies,AfrJournStud,588,2023-09-01
african studies,afrikanstudies,2167,2023-09-01
african studies review,ASRJournal,4354,2023-09-01
afterall,AfterallJournal,11759,2023-09-01
age and ageing,Age_and_Ageing,22711,2023-09-01
ageing & society,Ageing_Society,4239,2023-09-01
agenda,agendapoetry,915,2023-09-01
aging-us,AgingJrnl,3285,2023-09-01
aging & mental health,AgingMH,308,2023-09-01
aging cell,AgingCell,3761,2023-09-01
agricultural and forest entomology,AFEntomology,1765,2023-09-01
agricultural and forest meteorology,agformet,822,2023-09-01
agriculture-basel,AgricultureMdpi,1481,2023-09-01
agronomy-basel,Agronomy_Mdpi,2492,2023-09-01
agronomy for sustainable development,ASD_INRAE,816,2023-09-01
agronomy journal,AgronomyJournal,3241,2023-09-01
ai communications,AI_Comms,65,2023-09-01
aids,AIDS_Journal,2360,2023-09-01
aids and behavior,AIDSandBehavior,590,2023-09-01
alcohol,JournalAlcohol,1029,2023-09-01
allergologia et immunopathologia,alletimm,8,2023-09-01
alpha psychiatry,AlphaPsychiatry,2723,2023-09-01
alzheimers research & therapy,AlzheimersRes,2286,2023-09-01
ambio,Ambio_Journal,267,2023-09-01
american anthropologist,AmAnthroJournal,7152,2023-09-01
american behavioral scientist,ABSjournal,201,2023-09-01
american biology teacher,ameghiniana,1065,2023-09-01
american book review,Amerbookreview,229,2023-09-01
american business law journal,the_ablj,272,2023-09-01
american criminal law review,AmCrimLRev,1929,2023-09-01
american educational research journal,aerj_journal,899,2023-09-01
american ethnologist,AmEthno,21274,2023-09-01
american family physician,AFPJournal,14799,2023-09-01
american heart journal,AmericanHeartJ,10077,2023-09-01
american historical review,AmHistReview,8101,2023-09-01
american journal of agricultural economics,AJAE_AAEA,6921,2023-09-01
american journal of bioethics,bioethics_net,12367,2023-09-01
american journal of clinical nutrition,AJCNutrition,7210,2023-09-01
american journal of clinical pathology,AJCPjournal,3326,2023-09-01
american journal of community psychology,A_J_Comm_Psych,990,2023-09-01
american journal of criminal justice,AJCJ_UNF,4,2023-09-01
american journal of critical care,ajccme,5684,2023-09-01
american journal of cultural sociology,CulturalSociol,1835,2023-09-01
american journal of drug and alcohol abuse,AJDAAJournal,2160,2023-09-01
american journal of epidemiology,AmJEpi,17922,2023-09-01
american journal of forensic medicine and pathology,amjforensicmed,801,2023-09-01
american journal of gastroenterology,AmJGastro,9221,2023-09-01
american journal of geriatric psychiatry,AmJGeriPsych,830,2023-09-01
american journal of health economics,AJHE_journal,1502,2023-09-01
american journal of human genetics,AJHGNews,9753,2023-09-01
american journal of hypertension,amjhypertension,735,2023-09-01
american journal of infection control,AJICJournal,7437,2023-09-01
american journal of international law,AJIL_andUnbound,9060,2023-09-01
american journal of kidney diseases,AJKDonline,37667,2023-09-01
american journal of managed care,AJMC_Journal,7309,2023-09-01
american journal of medical quality,AjmQonline,140,2023-09-01
american journal of medicine,amjmed,1769,2023-09-01
american journal of neuroradiology,TheAJNR,19151,2023-09-01
american journal of nursing,AmJNurs,54989,2023-09-01
american journal of obstetrics and gynecology,AJOG_thegray,26912,2023-09-01
american journal of ophthalmology,AJOphthalmology,8201,2023-09-01
american journal of otolaryngology,AmJOtol,588,2023-09-01
american journal of pathology,AJPathology,5756,2023-09-01
american journal of perinatology,AmJPerinatology,6629,2023-09-01
american journal of physics,JournalPhysics,1171,2023-09-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2426,2023-09-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,5959,2023-09-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,998,2023-09-01
american journal of physiology-renal physiology,AJPRenalEIC,1718,2023-09-01
american journal of political science,AJPS_Editor,18745,2023-09-01
american journal of preventive medicine,AmJPrevMed,3981,2023-09-01
american journal of primatology,AmJournalPrimat,3849,2023-09-01
american journal of psychiatry,AJP_ResJournal,2194,2023-09-01
american journal of public health,AMJPublicHealth,13629,2023-09-01
american journal of respiratory and critical care medicine,ATSBlueEditor,18083,2023-09-01
american journal of respiratory cell and molecular biology,AJRCMB,5110,2023-09-01
american journal of roentgenology,AJR_Radiology,9476,2023-09-01
american journal of sports medicine,AJSM_SportsMed,43048,2023-09-01
american journal of surgery,AmJSurgery,19317,2023-09-01
american journal of the medical sciences,AmJMedSci,296,2023-09-01
american journal of transplantation,amjtransplant,9948,2023-09-01
american journal of tropical medicine and hygiene,AJTMH,2663,2023-09-01
american laboratory,AmericanLab,7147,2023-09-01
american literary history,AmLitHist,2125,2023-09-01
american literature,amlitjournal,1635,2023-09-01
american naturalist,ASNAmNat,19636,2023-09-01
american nineteenth century history,ANCHjournal,619,2023-09-01
american poetry review,AmPoetryReview,15523,2023-09-01
american political science review,apsrjournal,18029,2023-09-01
american politics research,apr_journal,280,2023-09-01
american scholar,TheAmScho,15399,2023-09-01
american scientist,AmSciMag,32293,2023-09-01
american sociological review,ASR_Journal,10837,2023-09-01
americas,TAMquarterly,2977,2023-09-01
amfiteatru economic,AmfiteatruEc,5,2023-09-01
amphibian & reptile conservation,AR_Conservation,2415,2023-09-01
anaesthesia,Anaes_Journal,41562,2023-09-01
anaesthesia and intensive care,AICjournal,809,2023-09-01
anaesthesia critical care & pain medicine,AccpmJ,2266,2023-09-01
anais brasileiros de dermatologia,AnBrasDermatol,23,2023-09-01
anais da academia brasileira de ciencias,aabcjournal,289,2023-09-01
anales de psicologia,analesps,60,2023-09-01
analytical and bioanalytical chemistry,AnalBioanalChem,2291,2023-09-01
analytical chemistry,an_chem,11605,2023-09-01
analytical methods,MethodsRSC,3724,2023-09-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,2090,2023-09-01
anatomical sciences education,AnatSciEduc,2381,2023-09-01
ancient mesoamerica,AMesoamerica,991,2023-09-01
anesthesia and analgesia,IARS_Journals,16959,2023-09-01
anesthesiology,_Anesthesiology,32033,2023-09-01
angelaki-journal of the theoretical humanities,AngelakiH,273,2023-09-01
angewandte chemie-international edition,angew_chem,94777,2023-09-01
animal,journal_animal,1388,2023-09-01
animal conservation,AnimalConserv,8509,2023-09-01
animal reproduction,AnimalReproduc1,391,2023-09-01
animals,Animals_MDPI,3180,2023-09-01
annales botanici fennici,annbotfenn,58,2023-09-01
annales de dermatologie et de venereologie,AnnDermato,272,2023-09-01
annales de pathologie,Annpathol,1379,2023-09-01
annales geophysicae,EGU_AnGeophys,54,2023-09-01
annales historiques de la revolution francaise,AhrfRevue,1702,2023-09-01
annales zoologici fennici,annzoolfenn,43,2023-09-01
annals of allergy asthma & immunology,AnnalsAllergy,1498,2023-09-01
annals of applied biology,Annapplbiol,601,2023-09-01
annals of botany,annbot,4551,2023-09-01
annals of clinical biochemistry,AnnClinBiochem,945,2023-09-01
annals of epidemiology,AnnalsOfEpi,159,2023-09-01
annals of family medicine,AnnFamMed,8484,2023-09-01
annals of forest science,AnnForSci,672,2023-09-01
annals of global health,AOGH_journal,137,2023-09-01
annals of hepatology,AnnalsofHepatol,1357,2023-09-01
annals of human genetics,AHGEditor,125,2023-09-01
annals of intensive care,of_aic,2463,2023-09-01
annals of internal medicine,AnnalsofIM,66508,2023-09-01
annals of laboratory medicine,AnnLabMed,1613,2023-09-01
annals of oncology,Annals_Oncology,43978,2023-09-01
annals of pharmacotherapy,AnnalsofPharm,511,2023-09-01
annals of plastic surgery,AnnalsPlastic,195,2023-09-01
annals of saudi medicine,annsaudimed,1402,2023-09-01
annals of science,AnnalsOfScience,4453,2023-09-01
annals of surgery,AnnalsofSurgery,55041,2023-09-01
annals of the american thoracic society,AnnalsATS,11170,2023-09-01
annals of thoracic and cardiovascular surgery,ATCS_journal,668,2023-09-01
annals of thoracic surgery,annalsthorsurg,9501,2023-09-01
annals of vascular surgery,avsgjournal,2302,2023-09-01
antarctic science,Ant_Sci_Ltd,825,2023-09-01
anthropocene review,AnthropoceneRev,2790,2023-09-01
anthropological quarterly,AnthQuarterly,1004,2023-09-01
anthropological theory,Anthro_Theory,3764,2023-09-01
anthropology & education quarterly,AnthropologyEd4,477,2023-09-01
anthropology & medicine,AnthMedJournal,1982,2023-09-01
anthropology southern africa,ASnA_Editors,522,2023-09-01
anthrozoos,AnthrozoosJ,1549,2023-09-01
anti-cancer drugs,Anti_CancerDrug,148,2023-09-01
antibiotics-basel,antibioticsmdpi,1929,2023-09-01
antigonish review,TheAntigonish,1324,2023-09-01
antimicrobial resistance and infection control,ARICJournal,2505,2023-09-01
antipode,antipodeonline,26705,2023-09-01
antiquity,AntiquityJ,37644,2023-09-01
anuario calderoniano,acal_unav,350,2023-09-01
anuario de historia de la iglesia,ahig_unav,105,2023-09-01
anuario de psicologia juridica,AnPsiJuridica,2110,2023-09-01
aob plants,AoBPLANTS,1,2023-09-01
aorn journal,AORNJournal,3464,2023-09-01
aperture,aperturefnd,235796,2023-09-01
apl photonics,aplphotonics,2205,2023-09-01
apmis,APMISJournal,1009,2023-09-01
apollo-the international art magazine,Apollo_magazine,32715,2023-09-01
applied and environmental microbiology,AppEnvMicro,1678,2023-09-01
applied developmental science,AppliedDevSci,73,2023-09-01
applied economic analysis,AeaApplied,6,2023-09-01
applied materials today,ApplMaterToday,1509,2023-09-01
applied mathematics and mechanics-english edition,ApplMathMech,22,2023-09-01
applied ontology,AppliedOntology,83,2023-09-01
applied physics reviews,AppliedPhysRev,1611,2023-09-01
applied sciences-basel,Applsci,3332,2023-09-01
applied spectroscopy,AppliedSpec,1467,2023-09-01
applied thermal engineering,Elsevier_ATE,145,2023-09-01
aquatic mammals,AquaticMammalsJ,68,2023-09-01
aquatic microbial ecology,AME_IntRes,246,2023-09-01
archaeological prospection,ARP_eds,157,2023-09-01
archaeology in oceania,in_oceania,204,2023-09-01
archaeometry,ArchaeometryJnl,774,2023-09-01
architectural record,ArchRecord,595434,2023-09-01
architectural review,ArchReview,131468,2023-09-01
architectural theory review,Arch_Theory_Rev,45,2023-09-01
archiv der pharmazie,Arch_Pharm,65,2023-09-01
archiv orientalni,ArchivOriental,119,2023-09-01
archives animal breeding,AAB_journal,104,2023-09-01
archives of disease in childhood,ADC_BMJ,7313,2023-09-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3772,2023-09-01
archives of medical science,ArchMedSci,726,2023-09-01
archives of rheumatology,ArchRheumatol,643,2023-09-01
archives of sexual behavior,ArchSexBehav,223,2023-09-01
archives of womens mental health,AWMH_Journal,975,2023-09-01
archivos argentinos de pediatria,arch_argent_ped,3941,2023-09-01
arctic antarctic and alpine research,arctic_alpine,195,2023-09-01
arctic science,ArcticScienceJ,2664,2023-09-01
ardea,ARDEA_journal,681,2023-09-01
ardeola-international journal of ornithology,ArdeolaJournal,3309,2023-09-01
arkivoc,arkivoc,77,2023-09-01
armed forces & society,AFS_SAGE,514,2023-09-01
arq-architectural research quarterly,arq_journal,89,2023-09-01
arquivos brasileiros de cardiologia,ArquivosSBC,1567,2023-09-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,838,2023-09-01
art history,AAH_Journal,5642,2023-09-01
art in america,ArtinAmerica,849949,2023-09-01
arte individuo y sociedad,IndividuoY,32,2023-09-01
arthritis research & therapy,ArthritisRes,3633,2023-09-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,22360,2023-09-01
arthuriana,Arthuriana_Jrnl,1908,2023-09-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,29,2023-09-01
artificial life,ARTL_journal,1103,2023-09-01
artificial organs,ArtifOrgans,1552,2023-09-01
artmargins,ArtMargins,301,2023-09-01
artnews,artnews,298321,2023-09-01
arts & health,Arts_Health_Jnl,1945,2023-09-01
arts of asia,artsofasia2015,285,2023-09-01
asaio journal,asaiojournal,4300,2023-09-01
ashrae journal,ASHRAE_Journal,627,2023-09-01
asia & the pacific policy studies,APPSCrawford,136,2023-09-01
asia pacific law review,pacific_law,1756,2023-09-01
asian business & management,abmjournal,190,2023-09-01
asian ethnology,AsianEthnology,770,2023-09-01
asian journal of communication,AsianJComm,502,2023-09-01
asian journal of criminology,AJOCriminology,228,2023-09-01
asian journal of organic chemistry,AsianJOrgChem,3772,2023-09-01
asian journal of womens studies,ajws_ewha,70,2023-09-01
asian myrmecology,AsianMyrmecol,288,2023-09-01
asian studies review,AsianStudiesRev,1855,2023-09-01
asian survey,AsianSurvey,326,2023-09-01
asn neuro,ASNNEURO,138,2023-09-01
assistive technology,RESNAATJournal,461,2023-09-01
astrobiology,Astrobiology_jn,7006,2023-09-01
astronomy & astrophysics,AandA_journal,3415,2023-09-01
atalante-revista de estudios cinematograficos,RevistaAtalante,614,2023-09-01
atherosclerosis,ATHjournal,4965,2023-09-01
atmosphere,Atmosphere_MDPI,1077,2023-09-01
atmospheric chemistry and physics,EGU_ACP,2923,2023-09-01
atmospheric science letters,IAP_AOSL,101,2023-09-01
atw-international journal for nuclear power,atw_Journal,166,2023-09-01
austral ecology,AustralEcology,2210,2023-09-01
australasian emergency care,AusEmergCare,1183,2023-09-01
australasian journal of educational technology,AJET_eds,1306,2023-09-01
australasian journal of philosophy,AustralJPhilos,331,2023-09-01
australasian journal on ageing,AgeingJ,930,2023-09-01
australasian psychiatry,AP_RANZCP,1911,2023-09-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,979,2023-09-01
australian and new zealand journal of public health,anzjph,2354,2023-09-01
australian archaeology,AustArchJ,878,2023-09-01
australian critical care,Aus_CC,2737,2023-09-01
australian economic history review,EcoHistoryAU,969,2023-09-01
australian educational researcher,AER_AARE,2545,2023-09-01
australian geographer,austgeog,1644,2023-09-01
australian historical studies,AHSjournal,2393,2023-09-01
australian journal of adult learning,journal_ajal,213,2023-09-01
australian journal of agricultural and resource economics,AJAREJournal,964,2023-09-01
australian journal of chemistry,AusJChem,377,2023-09-01
australian journal of grape and wine research,JournalGrape,69,2023-09-01
australian journal of international affairs,AustJIA,3141,2023-09-01
australian journal of political science,ausjpolsci,1654,2023-09-01
australian journal of politics and history,ajpandh,1300,2023-09-01
australian journal of primary health,AusJPrimHealth,450,2023-09-01
australian journal of public administration,AusJPA,2112,2023-09-01
australian journal of rural health,AusJRuralHealth,319,2023-09-01
australian journal of social issues,AusSocialIssues,631,2023-09-01
australian literary studies,ALSjournal,1029,2023-09-01
australian occupational therapy journal,AusOTJournal,1783,2023-09-01
australian social work,AusSocialWorkJ,2508,2023-09-01
austrian journal of political science,OZP_journal,798,2023-09-01
aut aut,aut_journal,196,2023-09-01
autism,journalautism,18990,2023-09-01
autonomous robots,AUROblog,2769,2023-09-01
avian biology research,AvianBiologyRes,4551,2023-09-01
avian conservation and ecology,AvianAce,1141,2023-09-01
avian research,avianres,191,2023-09-01
axioms,Axioms_MDPI,525,2023-09-01
balkan medical journal,balkanmedj,552,2023-09-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,590,2023-09-01
basic and applied ecology,BasicApplEcol,622,2023-09-01
basin research,BasinResearch,1792,2023-09-01
batteries-basel,batteriesmdpi,547,2023-09-01
batteries & supercaps,Batt_Supercaps,4524,2023-09-01
behavioral and brain functions,JournalBbf,311,2023-09-01
behavioral and brain sciences,BBSJournal,8397,2023-09-01
behavioral ecology,BehavEcol,10714,2023-09-01
behavioral medicine,Behavioral_Med,384,2023-09-01
behavioral neuroscience,BehavNeuro,3967,2023-09-01
behaviour change,AACBT_BEC,494,2023-09-01
beneficial microbes,journal_BM,990,2023-09-01
berliner journal fur soziologie,BerlinerJournal,2826,2023-09-01
bibliotheque de l ecole des chartes,LaBEClarevue,706,2023-09-01
big data,BigData_Journal,6026,2023-09-01
big data & society,BigDataSoc,22704,2023-09-01
bilig,biligdergisi,1701,2023-09-01
bioactive materials,BioactiveMat,660,2023-09-01
bioanalysis,fsgbio,2018,2023-09-01
biochemical journal,Biochem_Journal,864,2023-09-01
biochemistry,BiochemistryACS,7390,2023-09-01
biochemistry and molecular biology education,BAMBEdu,440,2023-09-01
bioconjugate chemistry,BioconjChem,4070,2023-09-01
biodemography and social biology,biodemography21,239,2023-09-01
biodiversity data journal,BioDataJournal,2408,2023-09-01
biodrugs,BioDrugsJournal,59,2023-09-01
bioenergy research,BioEnergyRE,103,2023-09-01
bioengineering-basel,Bioeng_MDPI,824,2023-09-01
biofabrication,Biofabrication,1737,2023-09-01
biogeochemistry,JBiogeochem,897,2023-09-01
biogeosciences,EGU_BioGeo,3587,2023-09-01
biogerontology,BiogerontologyJ,202,2023-09-01
bioimpacts,bioimpacts,5,2023-09-01
bioinspiration & biomimetics,BioinspBiomim,954,2023-09-01
biointerphases,biointerphases,379,2023-09-01
biological bulletin,BiolBulletin,610,2023-09-01
biological invasions,BioInvasions,2476,2023-09-01
biological journal of the linnean society,BiolJLinnSoc,2432,2023-09-01
biological psychiatry,BiologicalPsyc1,3674,2023-09-01
biological research for nursing,BRNJournal,122,2023-09-01
biology-basel,Biology_MDPI,1801,2023-09-01
biology & philosophy,Bio_and_Philo,2086,2023-09-01
biology of reproduction,BiolReprod,4675,2023-09-01
biology of sex differences,BiologySexDiff,1853,2023-09-01
biology of sport,BiolSport,3668,2023-09-01
biology open,BiologyOpen,3759,2023-09-01
biomacromolecules,Biomac_ACS,3925,2023-09-01
biomarkers in medicine,fsgbmm,1587,2023-09-01
biomaterials,Biomaterials_,4513,2023-09-01
biomaterials science,BioMaterSci,7015,2023-09-01
biomedical journal,BiomedJ,14221,2023-09-01
biomedical microdevices,BioMedMicroDev,27,2023-09-01
biomedicines,Biomed_MDPI,1080,2023-09-01
biometrics,Biometrics_ibs,325,2023-09-01
biomolecules,Biomol_MDPI,1410,2023-09-01
biophysical journal,BiophysJ,6063,2023-09-01
bioresources,BioResJournal,771,2023-09-01
bioscience trends,BST_Journal,12,2023-09-01
biosemiotics,Biosemiotics_J,353,2023-09-01
biosensors-basel,Biosensors_MDPI,1333,2023-09-01
biostatistics,biostatistics,5037,2023-09-01
biotechniques,MyBioTechniques,13615,2023-09-01
biotropica,Biotropica,5384,2023-09-01
bird conservation international,bci_journal,1636,2023-09-01
bjs open,BjsOpen,9726,2023-09-01
bju international,BJUIjournal,19222,2023-09-01
bladder cancer,BladderCaJrnl,2329,2023-09-01
blood,BloodJournal,49040,2023-09-01
blood advances,BloodAdvances,31262,2023-09-01
blood cancer journal,BloodCancerJnl,2220,2023-09-01
blood pressure monitoring,BloodPressureM,1590,2023-09-01
blood transfusion,BloodT_journal,1446,2023-09-01
bmc biology,BMCBiology,9547,2023-09-01
bmc medicine,BMCMedicine,9337,2023-09-01
bmc neurology,NeuroPsychBMC,1670,2023-09-01
bmc surgery,BMCSurgery,4985,2023-09-01
bmgn-the low countries historical review,BMGN_LCHR,2511,2023-09-01
bmj-british medical journal,bmj_latest,504955,2023-09-01
bmj evidence-based medicine,BMJ_EBM,11513,2023-09-01
bmj global health,GlobalHealthBMJ,18767,2023-09-01
bmj military health,MilitaryH_BMJ,2633,2023-09-01
bmj open,BMJ_Open,21106,2023-09-01
bmj open diabetes research & care,DiabetesRC,1169,2023-09-01
bmj paediatrics open,BMJ_PO,1277,2023-09-01
bmj quality & safety,BMJ_Qual_Saf,16888,2023-09-01
bmj sexual & reproductive health,BMJ_SRH,2811,2023-09-01
bmj supportive & palliative care,BMJ_SPCare,3676,2023-09-01
body & society,tcsjournalsage,7889,2023-09-01
bone & joint journal,BoneJointJ,33065,2023-09-01
bone & joint research,BoneJointRes,17716,2023-09-01
bone marrow transplantation,BMTjournal,4004,2023-09-01
book collector,BookCollectoruk,1304,2023-09-01
boreal environment research,BorealResearch,43,2023-09-01
boreas,BoreasJ1972,578,2023-09-01
boston university law review,BULawReview,3302,2023-09-01
botanica serbica,BSerbica,45,2023-09-01
botanical journal of the linnean society,BotJLinnSoc,3680,2023-09-01
brachytherapy,BrachyJournal,1067,2023-09-01
brain,Brain1878,59927,2023-09-01
brain behavior and immunity,BrainBehavImm,2508,2023-09-01
brain imaging and behavior,BrainImagBehav,9,2023-09-01
brain impairment,BrainImpairment,312,2023-09-01
brain pathology,brainpathol,1819,2023-09-01
brain sciences,BrainSci_MDPI,1800,2023-09-01
brain stimulation,brainstimj,3444,2023-09-01
brain structure & function,BrainStrucFunc,800,2023-09-01
brazilian journal of botany,BrJournalBotany,102,2023-09-01
brazilian journal of geology,BrazJGeology,418,2023-09-01
brazilian journal of physical therapy,BrazJPhysTher,1717,2023-09-01
brazilian journal of psychiatry,brazjpsychiatry,221,2023-09-01
breast cancer research,BCRJournal,1250,2023-09-01
british accounting review,bafa_bar,101,2023-09-01
british dental journal,The_BDJ,29508,2023-09-01
british educational research journal,BERJ_Editors,3211,2023-09-01
british journal for the history of philosophy,BJHP_1993,269,2023-09-01
british journal for the history of science,BJHSeditor,2304,2023-09-01
british journal for the philosophy of science,TheBJPS,6686,2023-09-01
british journal of aesthetics,BritJAesth,639,2023-09-01
british journal of anaesthesia,BJAJournals,33915,2023-09-01
british journal of cancer,BrJCancer,3648,2023-09-01
british journal of clinical pharmacology,BritJClinPharm,3529,2023-09-01
british journal of dermatology,BrJDermatol,11887,2023-09-01
british journal of general practice,BJGPjournal,8082,2023-09-01
british journal of guidance & counselling,BJGCJournal,382,2023-09-01
british journal of learning disabilities,BJLD_Wiley,1839,2023-09-01
british journal of management,BJM_BAM,3189,2023-09-01
british journal of music education,BJMEMusic,786,2023-09-01
british journal of occupational therapy,BJOTeditor,8368,2023-09-01
british journal of oral & maxillofacial surgery,BJOMS_official,1803,2023-09-01
british journal of pharmacology,BrJPharmacol,7263,2023-09-01
british journal of political science,BJPolS,20021,2023-09-01
british journal of politics & international relations,BritJPIR,4494,2023-09-01
british journal of social work,BJofSW,6898,2023-09-01
british journal of sociology,bjsociology,3182,2023-09-01
british journal of sociology of education,BJSocEd,5084,2023-09-01
british journal of sports medicine,BJSM_BMJ,103807,2023-09-01
british journal of surgery,BJSurgery,44570,2023-09-01
brq-business research quarterly,BrqBusiness,90,2023-09-01
buffalo law review,buffalolawrev,157,2023-09-01
