journal_title,twitter,followers,date
acta entomologica musei nationalis pragae,ActaEntomol,443,2023-10-01
acta geophysica,AGeophysica,39,2023-10-01
acta materialia,Acta_Materialia,3481,2023-10-01
acta medica portuguesa,ActaMedPort,942,2023-10-01
acta neurochirurgica,ActaNeuro,3584,2023-10-01
acta neuropsychiatrica,scnpjournal,69,2023-10-01
acta obstetricia et gynecologica scandinavica,AOGS_tweets,1636,2023-10-01
acta oncologica,actaoncol,208,2023-10-01
acta ophthalmologica,ActaOphthalmol,18,2023-10-01
acta ornithologica,actaorn,528,2023-10-01
acta orthopaedica,ActaOrt,148,2023-10-01
acta otorhinolaryngologica italica,actaitalica,10,2023-10-01
acta paediatrica,ActaPaediatrica,2165,2023-10-01
acta paulista de enfermagem,ActaPaulEnferm,503,2023-10-01
acta pharmaceutica sinica b,ActaPharmSinB,1526,2023-10-01
acta physiologica,ActaPhysiol,117,2023-10-01
acta politica,ActaPolitica,700,2023-10-01
acta psychiatrica scandinavica,ActaPsychScand,1547,2023-10-01
acta societatis botanicorum poloniae,actasocbotpol,21,2023-10-01
acta sociologica,ActaSocJournal,1039,2023-10-01
actas urologicas espanolas,actasurologicas,4031,2023-10-01
actuators,Actuators_MDPI,269,2023-10-01
addiction,AddictionJrnl,15264,2023-10-01
addiction research & theory,AddictResTheory,1959,2023-10-01
additive manufacturing,AdditiveJournal,217,2023-10-01
administrative law review,AdLawReview,937,2023-10-01
administrative science quarterly,ASQJournal,8088,2023-10-01
adult education quarterly,AEQjournal,758,2023-10-01
advanced biology,Adv_Biology,604,2023-10-01
advanced drug delivery reviews,ADDReditors,2264,2023-10-01
advanced synthesis & catalysis,AdvSynthCatal,5168,2023-10-01
advances in archaeological practice,aap_saaorg,2296,2023-10-01
advances in atmospheric sciences,AASjournal,772,2023-10-01
advances in clinical and experimental medicine,in_clinical,8,2023-10-01
advances in cognitive psychology,AdvCognPsychol,354,2023-10-01
advances in health sciences education,advhlthsciedu,490,2023-10-01
advances in neonatal care,ANCjournal,414,2023-10-01
advances in nursing science,ANSJournal,420,2023-10-01
advances in physiology education,AdvPhysiolEduc,743,2023-10-01
advances in skin & wound care,aswcjournal,5294,2023-10-01
advances in therapy,AdvancesTherapy,1224,2023-10-01
advances in weed science,AdvancesWeedSci,912,2023-10-01
aera open,AeraOpen,1460,2023-10-01
aeronautical journal,JournalAero,41,2023-10-01
aerosol and air quality research,AAQR2001,42,2023-10-01
aerosol science and technology,ASTJournal,460,2023-10-01
aerospace,Aerospace_MDPI,479,2023-10-01
aerospace america,AeroAmMag,1693,2023-10-01
aesthetic plastic surgery,aps_journal,1123,2023-10-01
aesthetic surgery journal,ASJrnl,11878,2023-10-01
affilia-journal of women and social work,AffiliaJournal,852,2023-10-01
africa,AfricaIai,7224,2023-10-01
africa spectrum,AfricaSpectrum,507,2023-10-01
african affairs,AfrAfJournal,12964,2023-10-01
african economic history,AfricanEconHist,2034,2023-10-01
african invertebrates,AI_Journal,332,2023-10-01
african journal of emergency medicine,AfJEM,4096,2023-10-01
african journal of reproductive health,AJRHJOURNAL,113,2023-10-01
african journalism studies,AfrJournStud,590,2023-10-01
african studies,afrikanstudies,2161,2023-10-01
african studies review,ASRJournal,4373,2023-10-01
afterall,AfterallJournal,11742,2023-10-01
age and ageing,Age_and_Ageing,22838,2023-10-01
ageing & society,Ageing_Society,4232,2023-10-01
agenda,agendapoetry,916,2023-10-01
aging-us,AgingJrnl,3314,2023-10-01
aging & mental health,AgingMH,310,2023-10-01
aging cell,AgingCell,3760,2023-10-01
agricultural and forest entomology,AFEntomology,1769,2023-10-01
agricultural and forest meteorology,agformet,836,2023-10-01
agriculture-basel,AgricultureMdpi,1498,2023-10-01
agronomy-basel,Agronomy_Mdpi,2508,2023-10-01
agronomy for sustainable development,ASD_INRAE,814,2023-10-01
agronomy journal,AgronomyJournal,3285,2023-10-01
ai communications,AI_Comms,64,2023-10-01
aids,AIDS_Journal,2363,2023-10-01
aids and behavior,AIDSandBehavior,590,2023-10-01
alcohol,JournalAlcohol,1036,2023-10-01
allergologia et immunopathologia,alletimm,8,2023-10-01
alpha psychiatry,AlphaPsychiatry,2710,2023-10-01
alzheimers research & therapy,AlzheimersRes,2289,2023-10-01
ambio,Ambio_Journal,270,2023-10-01
american anthropologist,AmAnthroJournal,7241,2023-10-01
american behavioral scientist,ABSjournal,201,2023-10-01
american biology teacher,ameghiniana,1072,2023-10-01
american book review,Amerbookreview,225,2023-10-01
american business law journal,the_ablj,274,2023-10-01
american criminal law review,AmCrimLRev,1930,2023-10-01
american educational research journal,aerj_journal,902,2023-10-01
american ethnologist,AmEthno,21336,2023-10-01
american family physician,AFPJournal,14822,2023-10-01
american heart journal,AmericanHeartJ,10194,2023-10-01
american historical review,AmHistReview,8101,2023-10-01
american journal of agricultural economics,AJAE_AAEA,7008,2023-10-01
american journal of bioethics,bioethics_net,12402,2023-10-01
american journal of clinical nutrition,AJCNutrition,7279,2023-10-01
american journal of clinical pathology,AJCPjournal,3322,2023-10-01
american journal of community psychology,A_J_Comm_Psych,990,2023-10-01
american journal of criminal justice,AJCJ_UNF,4,2023-10-01
american journal of critical care,ajccme,5679,2023-10-01
american journal of cultural sociology,CulturalSociol,1843,2023-10-01
american journal of drug and alcohol abuse,AJDAAJournal,2192,2023-10-01
american journal of epidemiology,AmJEpi,17947,2023-10-01
american journal of forensic medicine and pathology,amjforensicmed,802,2023-10-01
american journal of gastroenterology,AmJGastro,9482,2023-10-01
american journal of geriatric psychiatry,AmJGeriPsych,832,2023-10-01
american journal of health economics,AJHE_journal,1501,2023-10-01
american journal of human genetics,AJHGNews,9820,2023-10-01
american journal of hypertension,amjhypertension,786,2023-10-01
american journal of infection control,AJICJournal,7472,2023-10-01
american journal of international law,AJIL_andUnbound,9168,2023-10-01
american journal of kidney diseases,AJKDonline,38092,2023-10-01
american journal of managed care,AJMC_Journal,7314,2023-10-01
american journal of medical quality,AjmQonline,144,2023-10-01
american journal of medicine,amjmed,1771,2023-10-01
american journal of neuroradiology,TheAJNR,19411,2023-10-01
american journal of nursing,AmJNurs,54946,2023-10-01
american journal of obstetrics and gynecology,AJOG_thegray,27251,2023-10-01
american journal of ophthalmology,AJOphthalmology,8206,2023-10-01
american journal of otolaryngology,AmJOtol,595,2023-10-01
american journal of pathology,AJPathology,5778,2023-10-01
american journal of perinatology,AmJPerinatology,6701,2023-10-01
american journal of physics,JournalPhysics,1183,2023-10-01
american journal of physiology-cell physiology,AJPCellPhys,3230,2023-10-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2443,2023-10-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,6039,2023-10-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,1011,2023-10-01
american journal of physiology-renal physiology,AJPRenalEIC,1746,2023-10-01
american journal of political science,AJPS_Editor,18812,2023-10-01
american journal of preventive medicine,AmJPrevMed,3991,2023-10-01
american journal of primatology,AmJournalPrimat,3859,2023-10-01
american journal of psychiatry,AJP_ResJournal,2211,2023-10-01
american journal of public health,AMJPublicHealth,13644,2023-10-01
american journal of respiratory and critical care medicine,ATSBlueEditor,18261,2023-10-01
american journal of respiratory cell and molecular biology,AJRCMB,5147,2023-10-01
american journal of roentgenology,AJR_Radiology,9759,2023-10-01
american journal of sports medicine,AJSM_SportsMed,43218,2023-10-01
american journal of surgery,AmJSurgery,19589,2023-10-01
american journal of the medical sciences,AmJMedSci,296,2023-10-01
american journal of transplantation,amjtransplant,9980,2023-10-01
american journal of tropical medicine and hygiene,AJTMH,2660,2023-10-01
american laboratory,AmericanLab,7143,2023-10-01
american literary history,AmLitHist,2111,2023-10-01
american literature,amlitjournal,1637,2023-10-01
american naturalist,ASNAmNat,19649,2023-10-01
american nineteenth century history,ANCHjournal,616,2023-10-01
american poetry review,AmPoetryReview,15592,2023-10-01
american political science review,apsrjournal,18381,2023-10-01
american politics research,apr_journal,276,2023-10-01
american scholar,TheAmScho,15359,2023-10-01
american scientist,AmSciMag,32292,2023-10-01
american sociological review,ASR_Journal,10889,2023-10-01
americas,TAMquarterly,3020,2023-10-01
amfiteatru economic,AmfiteatruEc,5,2023-10-01
amphibian & reptile conservation,AR_Conservation,2411,2023-10-01
anaesthesia,Anaes_Journal,41875,2023-10-01
anaesthesia and intensive care,AICjournal,822,2023-10-01
anaesthesia critical care & pain medicine,AccpmJ,2337,2023-10-01
anais brasileiros de dermatologia,AnBrasDermatol,23,2023-10-01
anais da academia brasileira de ciencias,aabcjournal,292,2023-10-01
anales de psicologia,analesps,60,2023-10-01
analytical and bioanalytical chemistry,AnalBioanalChem,2296,2023-10-01
analytical chemistry,an_chem,11660,2023-10-01
analytical methods,MethodsRSC,3724,2023-10-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,2118,2023-10-01
anatomical sciences education,AnatSciEduc,2406,2023-10-01
ancient mesoamerica,AMesoamerica,994,2023-10-01
anesthesia and analgesia,IARS_Journals,17232,2023-10-01
anesthesiology,_Anesthesiology,32535,2023-10-01
angelaki-journal of the theoretical humanities,AngelakiH,275,2023-10-01
angewandte chemie-international edition,angew_chem,95962,2023-10-01
animal,journal_animal,1405,2023-10-01
animal conservation,AnimalConserv,8491,2023-10-01
animal reproduction,AnimalReproduc1,395,2023-10-01
animals,Animals_MDPI,3186,2023-10-01
annales botanici fennici,annbotfenn,58,2023-10-01
annales de dermatologie et de venereologie,AnnDermato,276,2023-10-01
annales de pathologie,Annpathol,1383,2023-10-01
annales geophysicae,EGU_AnGeophys,55,2023-10-01
annales historiques de la revolution francaise,AhrfRevue,1723,2023-10-01
annales zoologici fennici,annzoolfenn,43,2023-10-01
annals of allergy asthma & immunology,AnnalsAllergy,1525,2023-10-01
annals of applied biology,Annapplbiol,600,2023-10-01
annals of botany,annbot,4647,2023-10-01
annals of clinical biochemistry,AnnClinBiochem,962,2023-10-01
annals of epidemiology,AnnalsOfEpi,159,2023-10-01
annals of family medicine,AnnFamMed,8523,2023-10-01
annals of forest science,AnnForSci,669,2023-10-01
annals of global health,AOGH_journal,138,2023-10-01
annals of hepatology,AnnalsofHepatol,1398,2023-10-01
annals of human genetics,AHGEditor,125,2023-10-01
annals of intensive care,of_aic,2543,2023-10-01
annals of internal medicine,AnnalsofIM,66899,2023-10-01
annals of laboratory medicine,AnnLabMed,1641,2023-10-01
annals of oncology,Annals_Oncology,44324,2023-10-01
annals of pharmacotherapy,AnnalsofPharm,513,2023-10-01
annals of plastic surgery,AnnalsPlastic,196,2023-10-01
annals of saudi medicine,annsaudimed,1405,2023-10-01
annals of science,AnnalsOfScience,4480,2023-10-01
annals of surgery,AnnalsofSurgery,55173,2023-10-01
annals of the american thoracic society,AnnalsATS,11287,2023-10-01
annals of thoracic and cardiovascular surgery,ATCS_journal,676,2023-10-01
annals of thoracic surgery,annalsthorsurg,9571,2023-10-01
annals of vascular surgery,avsgjournal,2315,2023-10-01
antarctic science,Ant_Sci_Ltd,842,2023-10-01
anthropocene review,AnthropoceneRev,2783,2023-10-01
anthropological quarterly,AnthQuarterly,1001,2023-10-01
anthropological theory,Anthro_Theory,3839,2023-10-01
anthropology & education quarterly,AnthropologyEd4,477,2023-10-01
anthropology & medicine,AnthMedJournal,1971,2023-10-01
anthropology southern africa,ASnA_Editors,529,2023-10-01
anthrozoos,AnthrozoosJ,1581,2023-10-01
anti-cancer drugs,Anti_CancerDrug,148,2023-10-01
antibiotics-basel,antibioticsmdpi,1946,2023-10-01
antigonish review,TheAntigonish,1315,2023-10-01
antimicrobial resistance and infection control,ARICJournal,2520,2023-10-01
antipode,antipodeonline,26863,2023-10-01
antiquity,AntiquityJ,37934,2023-10-01
anuario calderoniano,acal_unav,354,2023-10-01
anuario de historia de la iglesia,ahig_unav,107,2023-10-01
anuario de psicologia juridica,AnPsiJuridica,2110,2023-10-01
aob plants,AoBPLANTS,1,2023-10-01
aorn journal,AORNJournal,3467,2023-10-01
aperture,aperturefnd,235564,2023-10-01
apl photonics,aplphotonics,2246,2023-10-01
apmis,APMISJournal,1010,2023-10-01
apollo-the international art magazine,Apollo_magazine,32713,2023-10-01
applied and environmental microbiology,AppEnvMicro,1683,2023-10-01
applied developmental science,AppliedDevSci,73,2023-10-01
applied economic analysis,AeaApplied,6,2023-10-01
applied materials today,ApplMaterToday,1511,2023-10-01
applied mathematics and mechanics-english edition,ApplMathMech,22,2023-10-01
applied ontology,AppliedOntology,84,2023-10-01
applied physics reviews,AppliedPhysRev,1624,2023-10-01
applied sciences-basel,Applsci,3386,2023-10-01
applied spectroscopy,AppliedSpec,1474,2023-10-01
applied thermal engineering,Elsevier_ATE,150,2023-10-01
aquatic mammals,AquaticMammalsJ,69,2023-10-01
aquatic microbial ecology,AME_IntRes,246,2023-10-01
archaeological prospection,ARP_eds,170,2023-10-01
archaeology in oceania,in_oceania,202,2023-10-01
archaeometry,ArchaeometryJnl,780,2023-10-01
architectural record,ArchRecord,595110,2023-10-01
architectural review,ArchReview,131505,2023-10-01
architectural theory review,Arch_Theory_Rev,50,2023-10-01
archiv der pharmazie,Arch_Pharm,64,2023-10-01
archiv orientalni,ArchivOriental,121,2023-10-01
archives animal breeding,AAB_journal,105,2023-10-01
archives of disease in childhood,ADC_BMJ,7364,2023-10-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3766,2023-10-01
archives of medical science,ArchMedSci,740,2023-10-01
archives of rheumatology,ArchRheumatol,644,2023-10-01
archives of sexual behavior,ArchSexBehav,232,2023-10-01
archives of womens mental health,AWMH_Journal,979,2023-10-01
archivos argentinos de pediatria,arch_argent_ped,3962,2023-10-01
arctic antarctic and alpine research,arctic_alpine,195,2023-10-01
arctic science,ArcticScienceJ,2677,2023-10-01
ardea,ARDEA_journal,683,2023-10-01
ardeola-international journal of ornithology,ArdeolaJournal,3330,2023-10-01
arkivoc,arkivoc,78,2023-10-01
armed forces & society,AFS_SAGE,513,2023-10-01
arq-architectural research quarterly,arq_journal,89,2023-10-01
arquivos brasileiros de cardiologia,ArquivosSBC,1574,2023-10-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,872,2023-10-01
art history,AAH_Journal,5702,2023-10-01
art in america,ArtinAmerica,850346,2023-10-01
arte individuo y sociedad,IndividuoY,32,2023-10-01
arthritis research & therapy,ArthritisRes,3631,2023-10-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,22541,2023-10-01
arthuriana,Arthuriana_Jrnl,1934,2023-10-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,29,2023-10-01
artificial life,ARTL_journal,1110,2023-10-01
artificial organs,ArtifOrgans,1567,2023-10-01
artmargins,ArtMargins,303,2023-10-01
artnews,artnews,298986,2023-10-01
arts & health,Arts_Health_Jnl,1957,2023-10-01
arts of asia,artsofasia2015,286,2023-10-01
asaio journal,asaiojournal,4314,2023-10-01
ashrae journal,ASHRAE_Journal,628,2023-10-01
asia & the pacific policy studies,APPSCrawford,136,2023-10-01
asia pacific law review,pacific_law,1775,2023-10-01
asian business & management,abmjournal,196,2023-10-01
asian ethnology,AsianEthnology,767,2023-10-01
asian journal of communication,AsianJComm,505,2023-10-01
asian journal of criminology,AJOCriminology,227,2023-10-01
asian journal of organic chemistry,AsianJOrgChem,3789,2023-10-01
asian journal of womens studies,ajws_ewha,71,2023-10-01
asian myrmecology,AsianMyrmecol,291,2023-10-01
asian studies review,AsianStudiesRev,1873,2023-10-01
asian survey,AsianSurvey,326,2023-10-01
asn neuro,ASNNEURO,138,2023-10-01
assistive technology,RESNAATJournal,468,2023-10-01
astrobiology,Astrobiology_jn,7001,2023-10-01
astronomy & astrophysics,AandA_journal,3428,2023-10-01
atalante-revista de estudios cinematograficos,RevistaAtalante,622,2023-10-01
atherosclerosis,ATHjournal,5101,2023-10-01
atmosphere,Atmosphere_MDPI,1079,2023-10-01
atmospheric chemistry and physics,EGU_ACP,2996,2023-10-01
atmospheric science letters,IAP_AOSL,102,2023-10-01
atw-international journal for nuclear power,atw_Journal,166,2023-10-01
austral ecology,AustralEcology,2217,2023-10-01
australasian emergency care,AusEmergCare,1179,2023-10-01
australasian journal of educational technology,AJET_eds,1314,2023-10-01
australasian journal of philosophy,AustralJPhilos,355,2023-10-01
australasian journal on ageing,AgeingJ,934,2023-10-01
australasian psychiatry,AP_RANZCP,1939,2023-10-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,976,2023-10-01
australian and new zealand journal of public health,anzjph,2362,2023-10-01
australian archaeology,AustArchJ,887,2023-10-01
australian critical care,Aus_CC,2761,2023-10-01
australian economic history review,EcoHistoryAU,982,2023-10-01
australian educational researcher,AER_AARE,2556,2023-10-01
australian geographer,austgeog,1665,2023-10-01
australian historical studies,AHSjournal,2421,2023-10-01
australian journal of adult learning,journal_ajal,213,2023-10-01
australian journal of agricultural and resource economics,AJAREJournal,973,2023-10-01
australian journal of chemistry,AusJChem,378,2023-10-01
australian journal of grape and wine research,JournalGrape,70,2023-10-01
australian journal of international affairs,AustJIA,3162,2023-10-01
australian journal of political science,ausjpolsci,1648,2023-10-01
australian journal of politics and history,ajpandh,1297,2023-10-01
australian journal of primary health,AusJPrimHealth,452,2023-10-01
australian journal of public administration,AusJPA,2121,2023-10-01
australian journal of rural health,AusJRuralHealth,323,2023-10-01
australian journal of social issues,AusSocialIssues,645,2023-10-01
australian literary studies,ALSjournal,1029,2023-10-01
australian occupational therapy journal,AusOTJournal,1782,2023-10-01
australian social work,AusSocialWorkJ,2509,2023-10-01
austrian journal of political science,OZP_journal,796,2023-10-01
aut aut,aut_journal,196,2023-10-01
autism,journalautism,19172,2023-10-01
autonomous robots,AUROblog,2763,2023-10-01
avian biology research,AvianBiologyRes,4543,2023-10-01
avian conservation and ecology,AvianAce,1145,2023-10-01
avian research,avianres,196,2023-10-01
axioms,Axioms_MDPI,526,2023-10-01
balkan medical journal,balkanmedj,558,2023-10-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,604,2023-10-01
basic and applied ecology,BasicApplEcol,660,2023-10-01
basin research,BasinResearch,1790,2023-10-01
batteries-basel,batteriesmdpi,559,2023-10-01
batteries & supercaps,Batt_Supercaps,4555,2023-10-01
behavioral and brain functions,JournalBbf,313,2023-10-01
behavioral and brain sciences,BBSJournal,8424,2023-10-01
behavioral ecology,BehavEcol,10784,2023-10-01
behavioral medicine,Behavioral_Med,383,2023-10-01
behavioral neuroscience,BehavNeuro,3961,2023-10-01
behaviour change,AACBT_BEC,498,2023-10-01
beneficial microbes,journal_BM,993,2023-10-01
berliner journal fur soziologie,BerlinerJournal,2845,2023-10-01
bibliotheque de l ecole des chartes,LaBEClarevue,708,2023-10-01
big data,BigData_Journal,6024,2023-10-01
big data & society,BigDataSoc,22693,2023-10-01
bilig,biligdergisi,1715,2023-10-01
bioactive materials,BioactiveMat,666,2023-10-01
bioanalysis,fsgbio,2013,2023-10-01
biochemical journal,Biochem_Journal,873,2023-10-01
biochemistry,BiochemistryACS,7466,2023-10-01
biochemistry and molecular biology education,BAMBEdu,441,2023-10-01
bioconjugate chemistry,BioconjChem,4086,2023-10-01
biodemography and social biology,biodemography21,237,2023-10-01
biodiversity data journal,BioDataJournal,2429,2023-10-01
biodrugs,BioDrugsJournal,60,2023-10-01
bioenergy research,BioEnergyRE,107,2023-10-01
bioengineering-basel,Bioeng_MDPI,846,2023-10-01
biofabrication,Biofabrication,1759,2023-10-01
biogeochemistry,JBiogeochem,896,2023-10-01
biogeosciences,EGU_BioGeo,3596,2023-10-01
biogerontology,BiogerontologyJ,203,2023-10-01
bioimpacts,bioimpacts,5,2023-10-01
bioinspiration & biomimetics,BioinspBiomim,954,2023-10-01
biointerphases,biointerphases,378,2023-10-01
biological bulletin,BiolBulletin,612,2023-10-01
biological invasions,BioInvasions,2477,2023-10-01
biological journal of the linnean society,BiolJLinnSoc,2444,2023-10-01
biological psychiatry,BiologicalPsyc1,3726,2023-10-01
biological research for nursing,BRNJournal,122,2023-10-01
biology-basel,Biology_MDPI,1811,2023-10-01
biology & philosophy,Bio_and_Philo,2086,2023-10-01
biology of reproduction,BiolReprod,4682,2023-10-01
biology of sex differences,BiologySexDiff,1861,2023-10-01
biology of sport,BiolSport,3880,2023-10-01
biology open,BiologyOpen,3767,2023-10-01
biomacromolecules,Biomac_ACS,3919,2023-10-01
biomarkers in medicine,fsgbmm,1586,2023-10-01
biomaterials,Biomaterials_,4620,2023-10-01
biomaterials science,BioMaterSci,7051,2023-10-01
biomedical journal,BiomedJ,14234,2023-10-01
biomedical microdevices,BioMedMicroDev,27,2023-10-01
biomedicines,Biomed_MDPI,1103,2023-10-01
biometrics,Biometrics_ibs,329,2023-10-01
biomolecules,Biomol_MDPI,1428,2023-10-01
biophysical journal,BiophysJ,6109,2023-10-01
bioresources,BioResJournal,778,2023-10-01
bioscience trends,BST_Journal,12,2023-10-01
biosemiotics,Biosemiotics_J,357,2023-10-01
biosensors-basel,Biosensors_MDPI,1352,2023-10-01
biostatistics,biostatistics,5048,2023-10-01
biotechniques,MyBioTechniques,13601,2023-10-01
biotropica,Biotropica,5429,2023-10-01
bird conservation international,bci_journal,1636,2023-10-01
bjs open,BjsOpen,9808,2023-10-01
bju international,BJUIjournal,19272,2023-10-01
bladder cancer,BladderCaJrnl,2341,2023-10-01
blood,BloodJournal,49300,2023-10-01
blood advances,BloodAdvances,31329,2023-10-01
blood cancer journal,BloodCancerJnl,2269,2023-10-01
blood pressure monitoring,BloodPressureM,1589,2023-10-01
blood transfusion,BloodT_journal,1469,2023-10-01
bmc biology,BMCBiology,9525,2023-10-01
bmc medicine,BMCMedicine,9335,2023-10-01
bmc neurology,NeuroPsychBMC,1670,2023-10-01
bmc surgery,BMCSurgery,5015,2023-10-01
bmgn-the low countries historical review,BMGN_LCHR,2506,2023-10-01
bmj-british medical journal,bmj_latest,504922,2023-10-01
bmj evidence-based medicine,BMJ_EBM,11597,2023-10-01
bmj global health,GlobalHealthBMJ,18977,2023-10-01
bmj military health,MilitaryH_BMJ,2639,2023-10-01
bmj open,BMJ_Open,21208,2023-10-01
bmj open diabetes research & care,DiabetesRC,1179,2023-10-01
bmj paediatrics open,BMJ_PO,1312,2023-10-01
bmj quality & safety,BMJ_Qual_Saf,16906,2023-10-01
bmj sexual & reproductive health,BMJ_SRH,2841,2023-10-01
bmj supportive & palliative care,BMJ_SPCare,3714,2023-10-01
body & society,tcsjournalsage,7913,2023-10-01
bone & joint journal,BoneJointJ,33246,2023-10-01
bone & joint research,BoneJointRes,17823,2023-10-01
bone marrow transplantation,BMTjournal,4011,2023-10-01
book collector,BookCollectoruk,1305,2023-10-01
boreal environment research,BorealResearch,44,2023-10-01
boreas,BoreasJ1972,595,2023-10-01
boston university law review,BULawReview,3302,2023-10-01
botanica serbica,BSerbica,46,2023-10-01
botanical journal of the linnean society,BotJLinnSoc,3715,2023-10-01
brachytherapy,BrachyJournal,1073,2023-10-01
brain,Brain1878,60572,2023-10-01
brain behavior and immunity,BrainBehavImm,2542,2023-10-01
brain imaging and behavior,BrainImagBehav,9,2023-10-01
brain impairment,BrainImpairment,313,2023-10-01
brain pathology,brainpathol,1840,2023-10-01
brain sciences,BrainSci_MDPI,1821,2023-10-01
brain stimulation,brainstimj,3497,2023-10-01
brain structure & function,BrainStrucFunc,814,2023-10-01
brazilian journal of botany,BrJournalBotany,103,2023-10-01
brazilian journal of geology,BrazJGeology,419,2023-10-01
brazilian journal of physical therapy,BrazJPhysTher,1731,2023-10-01
brazilian journal of psychiatry,brazjpsychiatry,222,2023-10-01
breast cancer research,BCRJournal,1251,2023-10-01
british accounting review,bafa_bar,113,2023-10-01
british dental journal,The_BDJ,29617,2023-10-01
british educational research journal,BERJ_Editors,3222,2023-10-01
british journal for the history of philosophy,BJHP_1993,271,2023-10-01
british journal for the history of science,BJHSeditor,2301,2023-10-01
british journal for the philosophy of science,TheBJPS,6685,2023-10-01
british journal of aesthetics,BritJAesth,650,2023-10-01
british journal of anaesthesia,BJAJournals,34315,2023-10-01
british journal of cancer,BrJCancer,3652,2023-10-01
british journal of clinical pharmacology,BritJClinPharm,3546,2023-10-01
british journal of dermatology,BrJDermatol,11957,2023-10-01
british journal of general practice,BJGPjournal,8126,2023-10-01
british journal of guidance & counselling,BJGCJournal,382,2023-10-01
british journal of learning disabilities,BJLD_Wiley,1841,2023-10-01
british journal of management,BJM_BAM,3249,2023-10-01
british journal of music education,BJMEMusic,785,2023-10-01
british journal of occupational therapy,BJOTeditor,8468,2023-10-01
british journal of oral & maxillofacial surgery,BJOMS_official,1837,2023-10-01
british journal of pharmacology,BrJPharmacol,7315,2023-10-01
british journal of political science,BJPolS,20162,2023-10-01
british journal of politics & international relations,BritJPIR,4505,2023-10-01
british journal of social work,BJofSW,6924,2023-10-01
british journal of sociology,bjsociology,3331,2023-10-01
british journal of sociology of education,BJSocEd,5090,2023-10-01
british journal of sports medicine,BJSM_BMJ,104313,2023-10-01
british journal of surgery,BJSurgery,44864,2023-10-01
