journal_title,twitter,followers,date
addiction,AddictionJrnl,15278,2023-11-01
addiction research & theory,AddictResTheory,1981,2023-11-01
additive manufacturing,AdditiveJournal,218,2023-11-01
administrative law review,AdLawReview,937,2023-11-01
administrative science quarterly,ASQJournal,8089,2023-11-01
adult education quarterly,AEQjournal,759,2023-11-01
advanced biology,Adv_Biology,608,2023-11-01
advanced drug delivery reviews,ADDReditors,2290,2023-11-01
advanced synthesis & catalysis,AdvSynthCatal,5236,2023-11-01
advances in archaeological practice,aap_saaorg,2302,2023-11-01
advances in atmospheric sciences,AASjournal,774,2023-11-01
advances in clinical and experimental medicine,in_clinical,8,2023-11-01
advances in cognitive psychology,AdvCognPsychol,405,2023-11-01
advances in health sciences education,advhlthsciedu,488,2023-11-01
advances in neonatal care,ANCjournal,416,2023-11-01
advances in nursing science,ANSJournal,419,2023-11-01
advances in physiology education,AdvPhysiolEduc,771,2023-11-01
advances in skin & wound care,aswcjournal,5306,2023-11-01
advances in therapy,AdvancesTherapy,1229,2023-11-01
advances in weed science,AdvancesWeedSci,928,2023-11-01
aera open,AeraOpen,1460,2023-11-01
aeronautical journal,JournalAero,40,2023-11-01
aerosol and air quality research,AAQR2001,41,2023-11-01
aerosol science and technology,ASTJournal,480,2023-11-01
aerospace,Aerospace_MDPI,483,2023-11-01
aerospace america,AeroAmMag,1702,2023-11-01
aesthetic plastic surgery,aps_journal,1124,2023-11-01
aesthetic surgery journal,ASJrnl,11921,2023-11-01
affilia-journal of women and social work,AffiliaJournal,870,2023-11-01
africa,AfricaIai,7267,2023-11-01
africa spectrum,AfricaSpectrum,518,2023-11-01
african affairs,AfrAfJournal,12925,2023-11-01
african economic history,AfricanEconHist,2064,2023-11-01
african invertebrates,AI_Journal,339,2023-11-01
african journal of emergency medicine,AfJEM,4102,2023-11-01
african journal of reproductive health,AJRHJOURNAL,113,2023-11-01
african journalism studies,AfrJournStud,588,2023-11-01
african studies,afrikanstudies,2184,2023-11-01
african studies review,ASRJournal,4382,2023-11-01
afterall,AfterallJournal,11714,2023-11-01
age and ageing,Age_and_Ageing,23002,2023-11-01
ageing & society,Ageing_Society,4254,2023-11-01
agenda,agendapoetry,914,2023-11-01
aging-us,AgingJrnl,3383,2023-11-01
aging & mental health,AgingMH,314,2023-11-01
aging cell,AgingCell,3769,2023-11-01
agricultural and forest entomology,AFEntomology,1785,2023-11-01
agricultural and forest meteorology,agformet,843,2023-11-01
agriculture-basel,AgricultureMdpi,1518,2023-11-01
agronomy-basel,Agronomy_Mdpi,2526,2023-11-01
agronomy for sustainable development,ASD_INRAE,817,2023-11-01
agronomy journal,AgronomyJournal,3322,2023-11-01
ai communications,AI_Comms,64,2023-11-01
aids,AIDS_Journal,2363,2023-11-01
aids and behavior,AIDSandBehavior,589,2023-11-01
alcohol,JournalAlcohol,1047,2023-11-01
allergologia et immunopathologia,alletimm,9,2023-11-01
alpha psychiatry,AlphaPsychiatry,2697,2023-11-01
alzheimers research & therapy,AlzheimersRes,2293,2023-11-01
ambio,Ambio_Journal,273,2023-11-01
american anthropologist,AmAnthroJournal,7320,2023-11-01
american behavioral scientist,ABSjournal,201,2023-11-01
american biology teacher,ameghiniana,1077,2023-11-01
american book review,Amerbookreview,226,2023-11-01
american business law journal,the_ablj,272,2023-11-01
american criminal law review,AmCrimLRev,1931,2023-11-01
american educational research journal,aerj_journal,904,2023-11-01
american ethnologist,AmEthno,21377,2023-11-01
american family physician,AFPJournal,14841,2023-11-01
american heart journal,AmericanHeartJ,10248,2023-11-01
american historical review,AmHistReview,8143,2023-11-01
american journal of agricultural economics,AJAE_AAEA,7070,2023-11-01
american journal of bioethics,bioethics_net,12444,2023-11-01
american journal of clinical nutrition,AJCNutrition,7354,2023-11-01
american journal of clinical pathology,AJCPjournal,3324,2023-11-01
american journal of community psychology,A_J_Comm_Psych,992,2023-11-01
american journal of criminal justice,AJCJ_UNF,4,2023-11-01
american journal of critical care,ajccme,5671,2023-11-01
american journal of cultural sociology,CulturalSociol,1842,2023-11-01
american journal of drug and alcohol abuse,AJDAAJournal,2224,2023-11-01
american journal of epidemiology,AmJEpi,17975,2023-11-01
american journal of forensic medicine and pathology,amjforensicmed,806,2023-11-01
american journal of gastroenterology,AmJGastro,9871,2023-11-01
american journal of geriatric psychiatry,AmJGeriPsych,833,2023-11-01
american journal of health economics,AJHE_journal,1499,2023-11-01
american journal of human genetics,AJHGNews,9884,2023-11-01
american journal of hypertension,amjhypertension,814,2023-11-01
american journal of infection control,AJICJournal,7532,2023-11-01
american journal of international law,AJIL_andUnbound,9354,2023-11-01
american journal of kidney diseases,AJKDonline,38508,2023-11-01
american journal of managed care,AJMC_Journal,7320,2023-11-01
american journal of medical quality,AjmQonline,148,2023-11-01
american journal of medicine,amjmed,1777,2023-11-01
american journal of neuroradiology,TheAJNR,19735,2023-11-01
american journal of nursing,AmJNurs,54936,2023-11-01
american journal of obstetrics and gynecology,AJOG_thegray,27541,2023-11-01
american journal of ophthalmology,AJOphthalmology,8218,2023-11-01
american journal of otolaryngology,AmJOtol,597,2023-11-01
american journal of pathology,AJPathology,5819,2023-11-01
american journal of perinatology,AmJPerinatology,6777,2023-11-01
american journal of physics,JournalPhysics,1198,2023-11-01
american journal of physiology-cell physiology,AJPCellPhys,3247,2023-11-01
american journal of physiology-endocrinology and metabolism,AJPEndoMetab,2467,2023-11-01
american journal of physiology-heart and circulatory physiology,ajpheartcirc,6124,2023-11-01
american journal of physiology-regulatory integrative and comparative physiology,AJPRegu,1022,2023-11-01
american journal of physiology-renal physiology,AJPRenalEIC,1762,2023-11-01
american journal of political science,AJPS_Editor,18836,2023-11-01
american journal of preventive medicine,AmJPrevMed,4001,2023-11-01
american journal of primatology,AmJournalPrimat,3876,2023-11-01
american journal of psychiatry,AJP_ResJournal,2216,2023-11-01
american journal of public health,AMJPublicHealth,13623,2023-11-01
american journal of respiratory and critical care medicine,ATSBlueEditor,18388,2023-11-01
american journal of respiratory cell and molecular biology,AJRCMB,5177,2023-11-01
american journal of roentgenology,AJR_Radiology,10060,2023-11-01
american journal of sports medicine,AJSM_SportsMed,43566,2023-11-01
american journal of surgery,AmJSurgery,19847,2023-11-01
american journal of the medical sciences,AmJMedSci,299,2023-11-01
american journal of transplantation,amjtransplant,10035,2023-11-01
american journal of tropical medicine and hygiene,AJTMH,2657,2023-11-01
american laboratory,AmericanLab,7136,2023-11-01
american literary history,AmLitHist,2108,2023-11-01
american literature,amlitjournal,1639,2023-11-01
american naturalist,ASNAmNat,19610,2023-11-01
american nineteenth century history,ANCHjournal,614,2023-11-01
american poetry review,AmPoetryReview,15671,2023-11-01
american political science review,apsrjournal,18659,2023-11-01
american politics research,apr_journal,281,2023-11-01
american scholar,TheAmScho,15326,2023-11-01
american scientist,AmSciMag,32300,2023-11-01
american sociological review,ASR_Journal,10852,2023-11-01
americas,TAMquarterly,3048,2023-11-01
amfiteatru economic,AmfiteatruEc,5,2023-11-01
amphibian & reptile conservation,AR_Conservation,2418,2023-11-01
anaesthesia,Anaes_Journal,42207,2023-11-01
anaesthesia and intensive care,AICjournal,831,2023-11-01
anaesthesia critical care & pain medicine,AccpmJ,2378,2023-11-01
anais brasileiros de dermatologia,AnBrasDermatol,24,2023-11-01
anais da academia brasileira de ciencias,aabcjournal,291,2023-11-01
anales de psicologia,analesps,62,2023-11-01
analytical and bioanalytical chemistry,AnalBioanalChem,2315,2023-11-01
analytical chemistry,an_chem,11705,2023-11-01
analytical methods,MethodsRSC,3743,2023-11-01
anatomical record-advances in integrative anatomy and evolutionary biology,AnatRecord,2161,2023-11-01
anatomical sciences education,AnatSciEduc,2441,2023-11-01
ancient mesoamerica,AMesoamerica,994,2023-11-01
anesthesia and analgesia,IARS_Journals,17505,2023-11-01
anesthesiology,_Anesthesiology,32908,2023-11-01
angelaki-journal of the theoretical humanities,AngelakiH,275,2023-11-01
angewandte chemie-international edition,angew_chem,98080,2023-11-01
animal,journal_animal,1419,2023-11-01
animal conservation,AnimalConserv,8482,2023-11-01
animal reproduction,AnimalReproduc1,397,2023-11-01
animals,Animals_MDPI,3195,2023-11-01
annales botanici fennici,annbotfenn,59,2023-11-01
annales de dermatologie et de venereologie,AnnDermato,280,2023-11-01
annales de pathologie,Annpathol,1388,2023-11-01
annales geophysicae,EGU_AnGeophys,57,2023-11-01
annales historiques de la revolution francaise,AhrfRevue,1754,2023-11-01
annales zoologici fennici,annzoolfenn,43,2023-11-01
annals of allergy asthma & immunology,AnnalsAllergy,1549,2023-11-01
annals of applied biology,Annapplbiol,599,2023-11-01
annals of botany,annbot,4724,2023-11-01
annals of clinical biochemistry,AnnClinBiochem,972,2023-11-01
annals of epidemiology,AnnalsOfEpi,164,2023-11-01
annals of family medicine,AnnFamMed,8580,2023-11-01
annals of forest science,AnnForSci,672,2023-11-01
annals of global health,AOGH_journal,137,2023-11-01
annals of hepatology,AnnalsofHepatol,1446,2023-11-01
annals of human genetics,AHGEditor,125,2023-11-01
annals of intensive care,of_aic,2613,2023-11-01
annals of internal medicine,AnnalsofIM,67237,2023-11-01
annals of laboratory medicine,AnnLabMed,1647,2023-11-01
annals of oncology,Annals_Oncology,44828,2023-11-01
annals of pharmacotherapy,AnnalsofPharm,515,2023-11-01
annals of plastic surgery,AnnalsPlastic,196,2023-11-01
annals of saudi medicine,annsaudimed,1410,2023-11-01
annals of science,AnnalsOfScience,4484,2023-11-01
annals of surgery,AnnalsofSurgery,55319,2023-11-01
annals of the american thoracic society,AnnalsATS,11411,2023-11-01
annals of thoracic and cardiovascular surgery,ATCS_journal,687,2023-11-01
annals of thoracic surgery,annalsthorsurg,9679,2023-11-01
annals of vascular surgery,avsgjournal,2342,2023-11-01
antarctic science,Ant_Sci_Ltd,851,2023-11-01
anthropocene review,AnthropoceneRev,2784,2023-11-01
anthropological quarterly,AnthQuarterly,993,2023-11-01
anthropological theory,Anthro_Theory,3909,2023-11-01
anthropology & education quarterly,AnthropologyEd4,480,2023-11-01
anthropology & medicine,AnthMedJournal,1967,2023-11-01
anthropology southern africa,ASnA_Editors,532,2023-11-01
anthrozoos,AnthrozoosJ,1612,2023-11-01
anti-cancer drugs,Anti_CancerDrug,148,2023-11-01
antibiotics-basel,antibioticsmdpi,1984,2023-11-01
antigonish review,TheAntigonish,1313,2023-11-01
antimicrobial resistance and infection control,ARICJournal,2552,2023-11-01
antipode,antipodeonline,26995,2023-11-01
antiquity,AntiquityJ,38266,2023-11-01
anuario calderoniano,acal_unav,355,2023-11-01
anuario de historia de la iglesia,ahig_unav,110,2023-11-01
anuario de psicologia juridica,AnPsiJuridica,2118,2023-11-01
aob plants,AoBPLANTS,1,2023-11-01
aorn journal,AORNJournal,3471,2023-11-01
aperture,aperturefnd,235449,2023-11-01
apl photonics,aplphotonics,2284,2023-11-01
apmis,APMISJournal,1013,2023-11-01
apollo-the international art magazine,Apollo_magazine,32733,2023-11-01
applied and environmental microbiology,AppEnvMicro,1692,2023-11-01
applied developmental science,AppliedDevSci,75,2023-11-01
applied economic analysis,AeaApplied,6,2023-11-01
applied materials today,ApplMaterToday,1512,2023-11-01
applied mathematics and mechanics-english edition,ApplMathMech,22,2023-11-01
applied ontology,AppliedOntology,84,2023-11-01
applied physics reviews,AppliedPhysRev,1633,2023-11-01
applied sciences-basel,Applsci,3432,2023-11-01
applied spectroscopy,AppliedSpec,1479,2023-11-01
applied thermal engineering,Elsevier_ATE,150,2023-11-01
aquatic mammals,AquaticMammalsJ,68,2023-11-01
aquatic microbial ecology,AME_IntRes,245,2023-11-01
archaeological prospection,ARP_eds,175,2023-11-01
archaeology in oceania,in_oceania,201,2023-11-01
archaeometry,ArchaeometryJnl,781,2023-11-01
architectural record,ArchRecord,594848,2023-11-01
architectural review,ArchReview,132018,2023-11-01
architectural theory review,Arch_Theory_Rev,50,2023-11-01
archiv der pharmazie,Arch_Pharm,63,2023-11-01
archiv orientalni,ArchivOriental,123,2023-11-01
archives animal breeding,AAB_journal,151,2023-11-01
archives of disease in childhood,ADC_BMJ,7420,2023-11-01
archives of disease in childhood-education and practice edition,ArchivesEandP,3764,2023-11-01
archives of medical science,ArchMedSci,752,2023-11-01
archives of rheumatology,ArchRheumatol,642,2023-11-01
archives of sexual behavior,ArchSexBehav,242,2023-11-01
archives of womens mental health,AWMH_Journal,977,2023-11-01
archivos argentinos de pediatria,arch_argent_ped,3968,2023-11-01
arctic antarctic and alpine research,arctic_alpine,200,2023-11-01
arctic science,ArcticScienceJ,2697,2023-11-01
ardea,ARDEA_journal,684,2023-11-01
ardeola-international journal of ornithology,ArdeolaJournal,3353,2023-11-01
arkivoc,arkivoc,78,2023-11-01
armed forces & society,AFS_SAGE,512,2023-11-01
arq-architectural research quarterly,arq_journal,90,2023-11-01
arquivos brasileiros de cardiologia,ArquivosSBC,1586,2023-11-01
arquivos de neuro-psiquiatria,ArqNeuroPsiq,894,2023-11-01
art history,AAH_Journal,5747,2023-11-01
art in america,ArtinAmerica,850525,2023-11-01
arte individuo y sociedad,IndividuoY,33,2023-11-01
arthritis research & therapy,ArthritisRes,3621,2023-11-01
arthroscopy-the journal of arthroscopic and related surgery,ArthroscopyJ,22735,2023-11-01
arthuriana,Arthuriana_Jrnl,1919,2023-11-01
artificial cells nanomedicine and biotechnology,ArtificialCell_,31,2023-11-01
artificial life,ARTL_journal,1127,2023-11-01
artificial organs,ArtifOrgans,1588,2023-11-01
artmargins,ArtMargins,301,2023-11-01
artnews,artnews,299679,2023-11-01
arts & health,Arts_Health_Jnl,1979,2023-11-01
arts of asia,artsofasia2015,294,2023-11-01
asaio journal,asaiojournal,4332,2023-11-01
ashrae journal,ASHRAE_Journal,627,2023-11-01
asia & the pacific policy studies,APPSCrawford,136,2023-11-01
asia pacific law review,pacific_law,1807,2023-11-01
asian business & management,abmjournal,195,2023-11-01
asian ethnology,AsianEthnology,769,2023-11-01
asian journal of communication,AsianJComm,505,2023-11-01
asian journal of criminology,AJOCriminology,240,2023-11-01
asian journal of organic chemistry,AsianJOrgChem,3803,2023-11-01
asian journal of womens studies,ajws_ewha,71,2023-11-01
asian myrmecology,AsianMyrmecol,292,2023-11-01
asian studies review,AsianStudiesRev,1874,2023-11-01
asian survey,AsianSurvey,325,2023-11-01
asn neuro,ASNNEURO,138,2023-11-01
assistive technology,RESNAATJournal,469,2023-11-01
astrobiology,Astrobiology_jn,6985,2023-11-01
astronomy & astrophysics,AandA_journal,3451,2023-11-01
atalante-revista de estudios cinematograficos,RevistaAtalante,624,2023-11-01
atherosclerosis,ATHjournal,5317,2023-11-01
atmosphere,Atmosphere_MDPI,1083,2023-11-01
atmospheric chemistry and physics,EGU_ACP,3030,2023-11-01
atmospheric science letters,IAP_AOSL,103,2023-11-01
atw-international journal for nuclear power,atw_Journal,167,2023-11-01
austral ecology,AustralEcology,2227,2023-11-01
australasian emergency care,AusEmergCare,1182,2023-11-01
australasian journal of educational technology,AJET_eds,1316,2023-11-01
australasian journal of philosophy,AustralJPhilos,389,2023-11-01
australasian journal on ageing,AgeingJ,954,2023-11-01
australasian psychiatry,AP_RANZCP,1954,2023-11-01
australian & new zealand journal of obstetrics & gynaecology,anzjog,976,2023-11-01
australian and new zealand journal of public health,anzjph,2391,2023-11-01
australian archaeology,AustArchJ,893,2023-11-01
australian critical care,Aus_CC,2780,2023-11-01
australian economic history review,EcoHistoryAU,989,2023-11-01
australian educational researcher,AER_AARE,2564,2023-11-01
australian geographer,austgeog,1674,2023-11-01
australian historical studies,AHSjournal,2446,2023-11-01
australian journal of adult learning,journal_ajal,213,2023-11-01
australian journal of agricultural and resource economics,AJAREJournal,977,2023-11-01
australian journal of chemistry,AusJChem,379,2023-11-01
australian journal of grape and wine research,JournalGrape,69,2023-11-01
australian journal of international affairs,AustJIA,3187,2023-11-01
australian journal of political science,ausjpolsci,1639,2023-11-01
australian journal of politics and history,ajpandh,1294,2023-11-01
australian journal of primary health,AusJPrimHealth,459,2023-11-01
australian journal of public administration,AusJPA,2123,2023-11-01
australian journal of rural health,AusJRuralHealth,322,2023-11-01
australian journal of social issues,AusSocialIssues,650,2023-11-01
australian literary studies,ALSjournal,1023,2023-11-01
australian occupational therapy journal,AusOTJournal,1785,2023-11-01
australian social work,AusSocialWorkJ,2508,2023-11-01
austrian journal of political science,OZP_journal,794,2023-11-01
aut aut,aut_journal,196,2023-11-01
autism,journalautism,19374,2023-11-01
autonomous robots,AUROblog,2763,2023-11-01
avian biology research,AvianBiologyRes,4531,2023-11-01
avian conservation and ecology,AvianAce,1146,2023-11-01
avian research,avianres,200,2023-11-01
axioms,Axioms_MDPI,524,2023-11-01
balkan medical journal,balkanmedj,584,2023-11-01
basic & clinical pharmacology & toxicology,BasClinPharmTox,612,2023-11-01
basic and applied ecology,BasicApplEcol,674,2023-11-01
basin research,BasinResearch,1787,2023-11-01
batteries-basel,batteriesmdpi,564,2023-11-01
batteries & supercaps,Batt_Supercaps,4612,2023-11-01
behavioral and brain functions,JournalBbf,325,2023-11-01
behavioral and brain sciences,BBSJournal,8435,2023-11-01
behavioral ecology,BehavEcol,10844,2023-11-01
behavioral medicine,Behavioral_Med,382,2023-11-01
behavioral neuroscience,BehavNeuro,3971,2023-11-01
behaviour change,AACBT_BEC,498,2023-11-01
beneficial microbes,journal_BM,993,2023-11-01
berliner journal fur soziologie,BerlinerJournal,2900,2023-11-01
bibliotheque de l ecole des chartes,LaBEClarevue,710,2023-11-01
big data,BigData_Journal,6014,2023-11-01
big data & society,BigDataSoc,22740,2023-11-01
bilig,biligdergisi,1735,2023-11-01
bioactive materials,BioactiveMat,674,2023-11-01
bioanalysis,fsgbio,1997,2023-11-01
biochemical journal,Biochem_Journal,901,2023-11-01
biochemistry,BiochemistryACS,7543,2023-11-01
biochemistry and molecular biology education,BAMBEdu,441,2023-11-01
bioconjugate chemistry,BioconjChem,4101,2023-11-01
biodemography and social biology,biodemography21,238,2023-11-01
biodiversity data journal,BioDataJournal,2463,2023-11-01
biodrugs,BioDrugsJournal,60,2023-11-01
bioenergy research,BioEnergyRE,109,2023-11-01
bioengineering-basel,Bioeng_MDPI,867,2023-11-01
biofabrication,Biofabrication,1773,2023-11-01
biogeochemistry,JBiogeochem,897,2023-11-01
biogeosciences,EGU_BioGeo,3612,2023-11-01
biogerontology,BiogerontologyJ,203,2023-11-01
bioimpacts,bioimpacts,5,2023-11-01
bioinspiration & biomimetics,BioinspBiomim,959,2023-11-01
biointerphases,biointerphases,375,2023-11-01
biological bulletin,BiolBulletin,612,2023-11-01
biological invasions,BioInvasions,2471,2023-11-01
biological journal of the linnean society,BiolJLinnSoc,2450,2023-11-01
biological psychiatry,BiologicalPsyc1,3767,2023-11-01
biological research for nursing,BRNJournal,122,2023-11-01
biology-basel,Biology_MDPI,1834,2023-11-01
biology & philosophy,Bio_and_Philo,2082,2023-11-01
biology of reproduction,BiolReprod,4694,2023-11-01
biology of sex differences,BiologySexDiff,1860,2023-11-01
biology of sport,BiolSport,3941,2023-11-01
biology open,BiologyOpen,3777,2023-11-01
biomacromolecules,Biomac_ACS,3907,2023-11-01
biomarkers in medicine,fsgbmm,1564,2023-11-01
biomaterials,Biomaterials_,4687,2023-11-01
biomaterials science,BioMaterSci,7111,2023-11-01
biomedical journal,BiomedJ,14245,2023-11-01
biomedical microdevices,BioMedMicroDev,27,2023-11-01
biomedicines,Biomed_MDPI,1126,2023-11-01
biometrics,Biometrics_ibs,332,2023-11-01
biomolecules,Biomol_MDPI,1443,2023-11-01
biophysical journal,BiophysJ,6139,2023-11-01
bioresources,BioResJournal,786,2023-11-01
bioscience trends,BST_Journal,13,2023-11-01
biosemiotics,Biosemiotics_J,356,2023-11-01
biosensors-basel,Biosensors_MDPI,1371,2023-11-01
biostatistics,biostatistics,5063,2023-11-01
biotechniques,MyBioTechniques,13586,2023-11-01
biotropica,Biotropica,5440,2023-11-01
bird conservation international,bci_journal,1633,2023-11-01
bjs open,BjsOpen,9920,2023-11-01
bju international,BJUIjournal,19308,2023-11-01
bladder cancer,BladderCaJrnl,2342,2023-11-01
blood,BloodJournal,49569,2023-11-01
blood advances,BloodAdvances,31406,2023-11-01
blood cancer journal,BloodCancerJnl,2308,2023-11-01
blood pressure monitoring,BloodPressureM,1590,2023-11-01
blood transfusion,BloodT_journal,1494,2023-11-01
bmc biology,BMCBiology,9522,2023-11-01
bmc medicine,BMCMedicine,9331,2023-11-01
bmc neurology,NeuroPsychBMC,1666,2023-11-01
bmc surgery,BMCSurgery,5035,2023-11-01
bmgn-the low countries historical review,BMGN_LCHR,2511,2023-11-01
bmj-british medical journal,bmj_latest,505153,2023-11-01
bmj evidence-based medicine,BMJ_EBM,11644,2023-11-01
bmj global health,GlobalHealthBMJ,19110,2023-11-01
bmj military health,MilitaryH_BMJ,2672,2023-11-01
bmj open,BMJ_Open,21302,2023-11-01
bmj open diabetes research & care,DiabetesRC,1192,2023-11-01
bmj paediatrics open,BMJ_PO,1330,2023-11-01
bmj quality & safety,BMJ_Qual_Saf,16905,2023-11-01
bmj sexual & reproductive health,BMJ_SRH,2866,2023-11-01
bmj supportive & palliative care,BMJ_SPCare,3756,2023-11-01
body & society,tcsjournalsage,7957,2023-11-01
bone & joint journal,BoneJointJ,33474,2023-11-01
bone & joint research,BoneJointRes,17882,2023-11-01
bone marrow transplantation,BMTjournal,4017,2023-11-01
book collector,BookCollectoruk,1301,2023-11-01
boreal environment research,BorealResearch,47,2023-11-01
boreas,BoreasJ1972,602,2023-11-01
boston university law review,BULawReview,3296,2023-11-01
botanica serbica,BSerbica,47,2023-11-01
botanical journal of the linnean society,BotJLinnSoc,3775,2023-11-01
brachytherapy,BrachyJournal,1077,2023-11-01
brain,Brain1878,61231,2023-11-01
brain behavior and immunity,BrainBehavImm,2585,2023-11-01
brain imaging and behavior,BrainImagBehav,10,2023-11-01
brain impairment,BrainImpairment,313,2023-11-01
brain pathology,brainpathol,1858,2023-11-01
brain sciences,BrainSci_MDPI,1839,2023-11-01
brain stimulation,brainstimj,3542,2023-11-01
brain structure & function,BrainStrucFunc,815,2023-11-01
brazilian journal of botany,BrJournalBotany,103,2023-11-01
brazilian journal of geology,BrazJGeology,420,2023-11-01
brazilian journal of physical therapy,BrazJPhysTher,1745,2023-11-01
brazilian journal of psychiatry,brazjpsychiatry,226,2023-11-01
breast cancer research,BCRJournal,1247,2023-11-01
british accounting review,bafa_bar,122,2023-11-01
british dental journal,The_BDJ,29729,2023-11-01
british educational research journal,BERJ_Editors,3225,2023-11-01
british journal for the history of philosophy,BJHP_1993,274,2023-11-01
british journal for the history of science,BJHSeditor,2303,2023-11-01
british journal for the philosophy of science,TheBJPS,6671,2023-11-01
british journal of aesthetics,BritJAesth,667,2023-11-01
british journal of anaesthesia,BJAJournals,34769,2023-11-01
british journal of cancer,BrJCancer,3657,2023-11-01
british journal of clinical pharmacology,BritJClinPharm,3558,2023-11-01
british journal of dermatology,BrJDermatol,12042,2023-11-01
british journal of general practice,BJGPjournal,8167,2023-11-01
british journal of guidance & counselling,BJGCJournal,384,2023-11-01
british journal of learning disabilities,BJLD_Wiley,1857,2023-11-01
british journal of management,BJM_BAM,3291,2023-11-01
british journal of music education,BJMEMusic,785,2023-11-01
british journal of occupational therapy,BJOTeditor,8517,2023-11-01
british journal of oral & maxillofacial surgery,BJOMS_official,1863,2023-11-01
british journal of pharmacology,BrJPharmacol,7366,2023-11-01
british journal of political science,BJPolS,20281,2023-11-01
british journal of politics & international relations,BritJPIR,4517,2023-11-01
british journal of social work,BJofSW,6967,2023-11-01
british journal of sociology,bjsociology,3445,2023-11-01
british journal of sociology of education,BJSocEd,5111,2023-11-01
british journal of sports medicine,BJSM_BMJ,104950,2023-11-01
british journal of surgery,BJSurgery,45152,2023-11-01
brq-business research quarterly,BrqBusiness,95,2023-11-01
